model_name,unit_no,2025-04-24,2025-04-22,2025-04-21,2025-04-20,2025-04-19,2025-04-18,2025-04-17,2025-04-15,2025-04-14,2025-04-13,2025-04-12,2025-04-11,2025-04-10,2025-04-09,2025-04-08,2025-04-07,2025-04-06,2025-04-05,2025-04-04,2025-04-03,2025-04-02,2025-04-01,2025-03-31,2025-03-30,2025-03-29,2025-03-28,2025-03-27,2025-03-26,2025-03-25,2025-03-24,2025-03-23,2025-03-22,2025-03-21,2025-03-20,2025-03-19,2025-03-17,2025-03-16,2025-03-15,2025-03-14,2025-03-13,2025-03-12,2025-03-11,2025-03-10,2025-03-09,2025-03-08,2025-03-07,2025-03-06,2025-03-05,2025-03-04,2025-03-03,2025-03-02,2025-03-01,2025-02-28,2025-02-27,2025-02-26,2025-02-25,2025-02-24,2025-02-23,2025-02-22,2025-02-21,2025-02-20,2025-02-19,2025-02-18,2025-02-17,2025-02-16,2025-02-15,2025-02-14,2025-02-13,2025-02-12,2025-02-11,2025-02-10,2025-02-09,2025-02-08,2025-02-07,2025-02-06,2025-02-05,2025-02-04,2025-02-03,2025-02-02,2025-02-01,2025-01-31,2025-01-30,2025-01-29,2025-01-28,2025-01-27,2025-01-26,2025-01-25,2025-01-24,2025-01-23,2025-01-21,2025-01-20,2025-01-19,2025-01-18,2025-01-17,2025-01-16,2025-01-15,2025-01-14,2025-01-13,2025-01-12,2025-01-11,2025-01-10,2025-01-09,2025-01-08,2025-01-07,2025-01-06,2025-01-05,2025-01-04,2025-01-03,2025-01-02,2025-01-01
ファンキージャグラー2,340,6692,1474,6696,3357,2594,3720,2764,4299,2440,1689,4052,4665,1503,1231,595,1292,628,1872,5764,2618,3203,1955,2196,1800,3933,777,2632,2438,1582,476,2170,5260,4252,1630,5472,2328,4335,5876,1115,1175,3189,1093,1573,4509,1206,2604,3073,1426,1639,3261,6200,6480,1545,1486,1767,3748,2221,2678,2493,8195,1178,526,3122,2267,686,6079,4297,3066,2501,1462,3757,4467,1828,1930,4419,1786,544,3764,2606,5579,3772,2779,3884,855,5475,5496,3049,1726,584,3991,3086,2826,1118,2866,3198,1889,1120,7922,3126,7177,3658,2017,2464,1072,1234,2492,965,4157,3405,6086
ファンキージャグラー2,341,2379,3233,6975,1586,3314,3069,2579,4098,4778,2135,1980,5674,3646,1373,511,1149,2777,3765,3918,2161,1816,1218,4126,5500,2771,2770,3096,4810,3105,2614,5534,4954,2896,1743,883,1123,2945,2517,5402,4322,2341,5514,2763,1716,1328,3371,3493,1499,2121,3386,2858,7000,4192,3169,3339,7201,3469,4492,5660,5448,4562,5321,2212,2981,4771,2850,2646,4021,1650,4556,5091,1170,3398,3527,2191,2555,4120,5682,3086,4587,4457,4305,2333,4680,4300,3011,2095,1870,7078,3991,3115,3072,5916,4863,5499,4479,2500,1367,6594,2459,4477,3522,2319,4616,1747,5147,3605,3671,4920,3287
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,339,295.6,339.7,360.6,374.8,292.2,554.4,747.0,380.5,1342.0,593.3,367.3,522.0,321.8,398.3,608.7,260.8,388.7,931.3,783.5,472.2,414.0,367.1,340.3,436.3,710.4,409.7,573.0,352.9,291.0,0.0,332.0,393.0,366.2,314.0,295.2,441.0,0.0,412.0,714.3,512.0,698.5,526.4,0.0,903.0,562.7,357.0,313.4,539.2,544.3,310.3,763.0,656.0,0.0,339.9,237.3,365.2,478.1,466.1,312.5,663.6,0.0,333.5,462.8,705.0,398.2,591.0,311.3,390.3,355.3,470.3,434.8,712.0,365.4,529.8,368.7,212.1,424.0,822.5,461.2,555.5,538.5,332.1,306.7,699.7,740.0,534.0,474.7,353.1,581.0,395.1,366.9,372.1,478.7,510.8,634.7,425.4,481.0,640.5,691.0,421.8,0.0,479.3,1629.0,559.4,681.8,484.4,418.6,513.4,560.0,607.0
ファンキージャグラー2,340,267.7,491.3,515.1,373.0,432.3,372.0,460.7,252.9,610.0,241.3,506.5,424.1,751.5,1231.0,595.0,646.0,0.0,374.4,339.1,327.2,355.9,977.5,313.7,360.0,437.0,0.0,438.7,406.3,1582.0,0.0,1085.0,404.6,531.5,1630.0,321.9,332.6,309.6,419.7,557.5,1175.0,398.6,1093.0,786.5,346.8,603.0,651.0,439.0,713.0,327.8,407.6,310.0,432.0,772.5,743.0,589.0,374.8,370.2,669.5,415.5,282.6,1178.0,0.0,520.3,1133.5,343.0,552.6,390.6,613.2,1250.5,1462.0,626.2,446.7,1828.0,1930.0,491.0,446.5,0.0,470.5,434.3,464.9,538.9,397.0,1294.7,427.5,608.3,610.7,338.8,345.2,0.0,399.1,342.9,314.0,0.0,204.7,533.0,269.9,280.0,360.1,446.6,326.2,522.6,336.2,821.3,214.4,411.3,311.5,965.0,461.9,378.3,380.4
ファンキージャグラー2,341,793.0,293.9,348.8,793.0,828.5,613.8,429.8,341.5,955.6,427.0,495.0,630.4,607.7,457.7,0.0,1149.0,462.8,537.9,356.2,720.3,908.0,609.0,687.7,392.9,461.8,692.5,442.3,437.3,1552.5,522.8,307.4,275.2,289.6,581.0,883.0,0.0,420.7,419.5,491.1,360.2,390.2,501.3,394.7,286.0,1328.0,1123.7,317.5,749.5,1060.5,338.6,408.3,538.5,598.9,528.2,417.4,327.3,578.2,345.5,314.4,544.8,456.2,380.1,1106.0,1490.5,477.1,712.5,661.5,446.8,825.0,303.7,318.2,585.0,679.6,705.4,365.2,319.4,294.3,355.1,1543.0,458.7,445.7,391.4,388.8,520.0,390.9,376.4,523.8,374.0,353.9,399.1,778.8,512.0,268.9,255.9,499.9,373.2,500.0,341.8,329.7,2459.0,746.2,587.0,331.3,329.7,873.5,302.8,515.0,611.8,351.4,547.8
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,339,108.9,127.4,131.1,249.8,136.4,138.6,194.9,253.7,223.7,180.6,220.4,198.9,155.0,239.0,228.2,93.9,233.2,199.6,223.9,134.9,165.6,122.4,157.1,218.2,139.0,204.9,573.0,207.6,181.9,385.3,166.0,174.7,146.5,157.0,177.1,220.5,564.0,183.1,194.8,256.0,199.6,219.3,615.0,301.0,171.9,136.0,115.5,154.1,233.3,181.0,234.8,170.1,239.2,151.1,118.7,139.1,159.4,181.3,123.1,255.2,242.8,111.2,154.3,176.2,156.9,152.0,120.5,146.4,152.3,164.6,158.1,237.3,153.8,353.2,150.8,97.9,136.3,182.8,173.0,176.8,179.5,177.1,153.4,233.2,296.0,178.0,166.2,117.7,581.0,171.8,154.5,155.0,191.5,255.4,173.1,198.5,180.4,256.2,296.1,148.0,509.0,239.7,232.7,143.4,170.4,154.6,148.3,166.1,280.0,242.8
ファンキージャグラー2,340,155.6,147.4,176.2,152.6,216.2,177.1,145.5,107.5,152.5,168.9,162.1,172.8,250.5,205.2,297.5,258.4,628.0,187.2,137.2,174.5,168.6,150.4,122.0,128.6,131.1,388.5,175.5,152.4,263.7,476.0,155.0,150.3,193.3,271.7,156.3,110.9,149.5,167.9,223.0,1175.0,167.8,364.3,224.7,132.6,241.2,186.0,170.7,203.7,234.1,171.6,147.6,216.0,193.1,165.1,220.9,133.9,222.1,167.4,191.8,154.6,196.3,263.0,195.1,251.9,171.5,138.2,138.6,180.4,156.3,731.0,134.2,135.4,203.1,275.7,221.0,162.4,181.3,209.1,162.9,164.1,235.8,154.4,228.5,122.1,148.0,196.3,145.2,172.6,194.7,159.6,220.4,201.9,159.7,119.4,152.3,145.3,124.4,132.0,173.7,140.7,174.2,201.7,176.0,134.0,205.7,146.6,193.0,189.0,154.8,152.2
ファンキージャグラー2,341,237.9,161.6,158.5,264.3,194.9,191.8,184.2,117.1,140.5,237.2,198.0,183.0,158.5,343.2,0.0,574.5,213.6,209.2,122.4,127.1,201.8,406.0,158.7,137.5,184.7,173.1,182.1,192.4,282.3,174.3,153.7,145.7,181.0,348.6,220.8,160.4,140.2,228.8,200.1,180.1,167.2,134.5,184.2,171.6,332.0,240.8,151.9,187.4,141.4,178.2,204.1,129.6,220.6,137.8,145.2,141.2,192.7,154.9,120.4,147.2,138.2,136.4,221.2,229.3,190.8,285.0,189.0,143.6,550.0,157.1,145.5,234.0,212.4,195.9,182.6,150.3,147.1,157.8,237.4,241.4,178.3,195.7,233.3,156.0,130.3,167.3,209.5,155.8,120.0,166.3,222.5,170.7,123.2,131.4,171.8,140.0,192.3,195.3,119.9,351.3,159.9,140.9,154.6,135.8,194.1,135.4,200.3,203.9,164.0,193.4
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,326,1700,1175,4406,2268,2419,1197,3733,771,3146,3915,1084,3454,4823,240,897,5193,393,5016,2045,1641,3319,1571,5521,2944,2554,1481,1279,357,4048,1985,1400,4432,2932,2962,2908,3799,1257,3199,2386,2597,2021,2717,2164,3054,2434,3205,2729,1182,2257,2195,2402,4816,5947,1335,2643,7350,1785,5148,2589,3506,4186,319,892,2410,3511,3952,6778,1594,4760,5076,2733,4135,4380,2788,1982,2022,1386,2165,1458,7425,3142,1609,2779,2968,2383,2260,4841,1557,3698,4259,2809,1688,5709,597,6221,2037,750,4135,2166,1984,4399,1500,2927,2625,1315,4139,1283,2443,2695,5049
ハッピージャグラーVIII,327,1413,2078,1647,1835,1769,5811,6351,928,2217,1056,4366,1733,1783,4274,1397,1961,3773,1551,1857,381,1630,2911,1871,2168,1764,568,2529,2640,1908,1772,1508,2727,1044,1770,571,324,2400,4845,3792,3846,3231,1056,227,2897,663,1070,4634,2126,3231,674,2621,3336,1936,1470,1662,1412,6747,3647,2058,4199,2501,1285,4488,1631,2402,3169,6946,4009,3260,7257,2570,1753,1244,1728,4468,2944,823,1421,1098,6153,4912,608,1969,603,2541,699,4988,6802,1243,1639,817,6425,733,3407,2753,652,1662,620,5480,1864,4147,1076,556,946,1727,920,1863,1721,1672,2429
ハッピージャグラーVIII,328,2591,682,1485,879,1974,314,3360,3072,3658,2169,2145,1440,3064,567,804,4099,899,2769,2049,2465,1887,423,1555,1212,1946,667,2051,3295,1707,761,907,6690,4825,1025,2658,4184,458,1584,2704,1332,1227,4359,3666,2274,496,2018,6170,1298,628,2602,5353,2757,2880,6528,586,1989,1031,2805,4656,925,3219,3639,970,2583,1685,2509,4075,2852,970,1879,2149,641,1921,988,1994,1105,666,4329,1056,4046,4469,1057,1902,615,5661,6683,755,3618,2201,1380,1847,1717,4623,392,1625,4911,520,5949,1693,7443,2658,5136,1544,703,1892,995,588,1660,993,4646
ハッピージャグラーVIII,329,1169,2302,1352,1689,5598,2538,1503,902,933,2214,6961,6122,662,3557,363,1824,1437,1897,4455,822,563,3209,3589,2784,8012,828,2395,1476,4547,785,3761,969,504,614,2632,662,3445,3791,2572,809,1925,2027,2765,2515,793,3178,2965,167,3629,2591,790,7503,1599,1235,2357,2593,1611,2754,881,7623,1411,544,4610,2432,2509,3165,3241,1521,3699,4797,895,3438,2811,6208,5577,1987,226,2079,3780,3645,2044,669,3635,1139,921,1864,6356,3614,4060,2060,3272,1618,1112,2160,1614,1015,904,772,6024,3191,2970,1177,1121,2203,944,2188,3586,2309,3355,1838
ハッピージャグラーVIII,330,2417,1013,1888,1908,1174,1703,2422,1378,3149,663,3036,2511,7389,2094,1364,1263,328,4307,1191,285,1586,6885,3446,2310,497,1592,478,4919,2141,2432,565,1585,5610,2367,551,1436,822,1190,4079,2144,899,1959,3854,1917,2272,2088,1787,2551,1467,2092,1806,7378,8064,2392,2665,3004,2105,4179,3498,2937,2153,1450,521,1057,1059,1212,2353,1331,6328,2109,5171,2366,2171,949,2665,2345,746,1404,3753,3900,3115,6927,3520,813,1708,2253,2163,2525,3986,1444,934,4912,3148,608,1806,4799,3368,4904,1531,3806,1079,606,1181,1025,2173,1896,858,5249,1901,3998
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,326,850.0,587.5,338.9,567.0,302.4,399.0,466.6,771.0,449.4,244.7,1084.0,575.7,438.5,0.0,897.0,259.6,0.0,385.8,2045.0,547.0,829.8,314.2,306.7,736.0,425.7,370.2,1279.0,357.0,578.3,496.2,466.7,369.3,418.9,987.3,484.7,316.6,1257.0,399.9,265.1,371.0,404.2,452.8,541.0,610.8,347.7,534.2,454.8,591.0,451.4,313.6,400.3,535.1,313.0,267.0,264.3,272.2,255.0,429.0,863.0,500.9,299.0,0.0,446.0,602.5,585.2,304.0,308.1,318.8,280.0,1015.2,390.4,459.4,292.0,464.7,495.5,505.5,1386.0,270.6,729.0,232.0,448.9,402.2,463.2,742.0,1191.5,322.9,440.1,519.0,528.3,425.9,468.2,422.0,285.4,0.0,478.5,509.2,0.0,318.1,433.2,992.0,258.8,750.0,365.9,328.1,328.8,258.7,641.5,305.4,449.2,420.8
ハッピージャグラーVIII,327,471.0,346.3,549.0,367.0,1769.0,363.2,334.3,464.0,246.3,528.0,545.8,1733.0,297.2,267.1,349.2,326.8,209.6,1551.0,619.0,381.0,326.0,264.6,623.7,433.6,252.0,0.0,421.5,330.0,636.0,443.0,754.0,454.5,1044.0,354.0,0.0,324.0,342.9,403.8,316.0,320.5,359.0,1056.0,0.0,413.9,0.0,0.0,220.7,425.2,461.6,674.0,436.8,417.0,276.6,367.5,554.0,706.0,241.0,521.0,686.0,419.9,500.2,642.5,374.0,326.2,266.9,396.1,267.2,286.4,407.5,279.1,367.1,1753.0,414.7,576.0,446.8,327.1,274.3,710.5,549.0,512.8,350.9,0.0,281.3,603.0,282.3,699.0,332.5,323.9,1243.0,327.8,0.0,401.6,733.0,378.6,550.6,652.0,554.0,0.0,322.4,310.7,345.6,0.0,556.0,315.3,575.7,920.0,372.6,573.7,418.0,269.9
ハッピージャグラーVIII,328,647.8,682.0,742.5,879.0,282.0,0.0,420.0,512.0,243.9,309.9,536.2,480.0,191.5,283.5,402.0,455.4,899.0,553.8,409.8,493.0,471.8,0.0,777.5,1212.0,389.2,333.5,341.8,411.9,569.0,380.5,453.5,196.8,344.6,0.0,241.6,220.2,458.0,264.0,676.0,444.0,613.5,363.2,305.5,379.0,0.0,672.7,440.7,432.7,628.0,433.7,314.9,344.6,360.0,384.0,586.0,663.0,343.7,350.6,582.0,0.0,321.9,214.1,970.0,322.9,240.7,358.4,407.5,356.5,0.0,469.8,537.2,0.0,384.2,494.0,284.9,552.5,666.0,541.1,1056.0,578.0,343.8,352.3,475.5,615.0,333.0,303.8,0.0,361.8,733.7,690.0,0.0,214.6,513.7,392.0,1625.0,272.8,0.0,540.8,1693.0,286.3,379.7,342.4,386.0,703.0,946.0,497.5,294.0,415.0,331.0,357.4
ハッピージャグラーVIII,329,0.0,460.4,0.0,241.3,466.5,846.0,375.8,902.0,466.5,246.0,302.7,360.1,662.0,296.4,0.0,364.8,479.0,948.5,278.4,822.0,0.0,267.4,326.3,397.7,235.6,828.0,342.1,246.0,324.8,0.0,313.4,484.5,252.0,614.0,263.2,0.0,313.2,344.6,367.4,404.5,385.0,506.8,251.4,503.0,264.3,635.6,228.1,0.0,302.4,647.8,790.0,234.5,399.8,247.0,392.8,370.4,1611.0,250.4,881.0,293.2,282.2,544.0,461.0,486.4,358.4,395.6,216.1,1521.0,284.5,436.1,895.0,687.6,312.3,689.8,328.1,662.3,0.0,519.8,420.0,520.7,408.8,669.0,330.5,1139.0,307.0,310.7,235.4,401.6,290.0,412.0,363.6,404.5,1112.0,360.0,0.0,1015.0,301.3,772.0,401.6,455.9,424.3,294.2,1121.0,200.3,472.0,312.6,358.6,384.8,559.2,229.8
ハッピージャグラーVIII,330,1208.5,337.7,377.6,477.0,391.3,425.8,302.8,0.0,262.4,0.0,303.6,358.7,199.7,418.8,1364.0,631.5,328.0,331.3,1191.0,285.0,528.7,286.9,265.1,577.5,497.0,318.4,0.0,409.9,356.8,608.0,565.0,226.4,311.7,295.9,0.0,718.0,205.5,1190.0,582.7,306.3,899.0,391.8,296.5,639.0,252.4,522.0,357.4,425.2,489.0,697.3,903.0,230.6,310.2,265.8,444.2,333.8,421.0,379.9,583.0,419.6,538.2,1450.0,260.5,0.0,353.0,1212.0,392.2,266.2,301.3,301.3,287.3,338.0,434.2,0.0,666.2,335.0,746.0,702.0,375.3,487.5,445.0,230.9,440.0,406.5,341.6,281.6,360.5,315.6,398.6,1444.0,311.3,327.5,524.7,304.0,451.5,192.0,336.8,288.5,765.5,475.8,539.5,0.0,295.2,1025.0,2173.0,1896.0,0.0,291.6,633.7,399.8
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,326,283.3,195.8,163.2,189.0,142.3,299.2,138.3,257.0,174.8,150.6,1084.0,157.0,150.7,0.0,179.4,120.8,196.5,156.8,292.1,164.1,166.0,196.4,138.0,196.3,141.9,164.6,213.2,357.0,155.7,198.5,175.0,170.5,162.9,211.6,145.4,140.7,179.6,145.4,132.6,162.3,126.3,169.8,144.3,152.7,221.3,188.5,170.6,236.4,132.8,168.8,141.3,178.4,141.6,133.5,176.2,124.6,148.8,147.1,323.6,140.2,116.3,319.0,297.3,241.0,195.1,146.4,118.9,159.4,148.8,188.0,160.8,188.0,168.5,174.2,141.6,288.9,462.0,196.8,291.6,137.5,174.6,178.8,132.3,156.2,140.2,173.8,151.3,222.4,154.1,170.4,165.2,281.3,163.1,0.0,200.7,156.7,375.0,179.8,144.4,248.0,162.9,250.0,162.6,125.0,219.2,138.0,128.3,162.9,192.5,187.0
ハッピージャグラーVIII,327,108.7,173.2,329.4,183.5,136.1,132.1,176.4,185.6,147.8,352.0,174.6,288.8,104.9,147.4,232.8,140.1,145.1,387.8,185.7,190.5,181.1,132.3,207.9,271.0,160.4,568.0,180.6,165.0,212.0,177.2,251.3,160.4,208.8,221.2,571.0,324.0,133.3,151.4,145.8,137.4,140.5,352.0,0.0,138.0,331.5,1070.0,140.4,151.9,140.5,674.0,163.8,166.8,176.0,163.3,166.2,201.7,134.9,152.0,205.8,105.0,192.4,257.0,149.6,203.9,141.3,166.8,102.1,129.3,217.3,145.1,142.8,219.1,248.8,192.0,109.0,184.0,164.6,236.8,366.0,170.9,119.8,0.0,123.1,150.8,127.0,139.8,155.9,136.0,621.5,149.0,272.3,142.8,366.5,148.1,211.8,217.3,138.5,206.7,130.5,207.1,138.2,538.0,556.0,189.2,246.7,306.7,116.4,286.8,238.9,161.9
ハッピージャグラーVIII,328,235.5,682.0,247.5,293.0,131.6,314.0,168.0,170.7,152.4,166.8,178.8,180.0,122.6,189.0,134.0,136.6,224.8,138.4,170.8,136.9,171.5,423.0,172.8,202.0,149.7,333.5,157.8,126.7,170.7,152.2,226.8,119.5,127.0,113.9,102.2,130.8,229.0,158.4,225.3,222.0,409.0,121.1,135.8,174.9,496.0,144.1,154.2,324.5,125.6,153.1,144.7,162.2,125.2,141.9,586.0,180.8,206.2,215.8,160.6,231.2,161.0,134.8,121.2,172.2,129.6,147.6,177.2,142.6,323.3,170.8,195.4,641.0,147.8,247.0,181.3,276.2,222.0,173.2,264.0,175.9,144.2,105.7,172.9,615.0,123.1,126.1,251.7,201.0,244.6,230.0,184.7,143.1,144.5,392.0,232.1,144.4,520.0,165.2,282.2,143.1,177.2,128.4,171.6,703.0,172.0,248.8,294.0,207.5,198.6,165.9
ハッピージャグラーVIII,329,389.7,143.9,270.4,112.6,136.5,253.8,250.5,225.5,155.5,138.4,142.1,170.1,331.0,131.7,363.0,140.3,205.3,271.0,131.0,274.0,563.0,123.4,149.5,154.7,123.3,276.0,159.7,164.0,146.7,392.5,129.7,193.8,126.0,614.0,146.2,132.4,156.6,122.3,171.5,202.2,213.9,168.9,125.7,228.6,198.2,211.9,141.2,0.0,125.1,185.1,790.0,110.3,177.7,123.5,157.1,185.2,322.2,153.0,440.5,131.4,156.8,181.3,124.6,221.1,167.3,197.8,129.6,304.2,176.1,184.5,447.5,149.5,165.4,159.2,129.7,248.4,0.0,148.5,171.8,173.6,185.8,111.5,139.8,162.7,153.5,186.4,117.7,164.3,162.4,228.9,181.8,134.8,278.0,127.1,230.6,169.2,150.7,257.3,143.4,177.3,174.7,235.4,373.7,146.9,314.7,168.3,143.4,164.9,186.4,167.1
ハッピージャグラーVIII,330,241.7,202.6,188.8,146.8,130.4,170.3,134.6,229.7,116.6,663.0,159.8,139.5,108.7,161.1,151.6,180.4,164.0,165.7,198.5,285.0,198.2,125.2,123.1,231.0,497.0,144.7,478.0,140.5,152.9,152.0,282.5,144.1,130.5,157.8,183.7,130.5,137.0,170.0,131.6,164.9,449.5,163.2,113.4,191.7,94.7,298.3,255.3,121.5,209.6,160.9,301.0,121.0,146.6,140.7,148.1,120.2,233.9,181.7,205.8,195.8,165.6,181.2,173.7,352.3,264.8,303.0,196.1,221.8,140.6,175.8,136.1,182.0,197.4,949.0,222.1,156.3,186.5,175.5,144.3,162.5,163.9,101.9,195.6,203.2,189.8,204.8,180.2,148.5,142.4,361.0,311.3,125.9,157.4,304.0,129.0,117.0,153.1,132.5,191.4,158.6,359.7,606.0,196.8,341.7,120.7,189.6,429.0,141.9,237.6,159.9
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャグラーガールズ,333,5210,2430,3921,2288,1422,2552,2456,815,1693,1325,1381,1251,8553,5144,473,1681,757,1367,1795,2501,1166,2913,1344,1568,509,2313,3143,387,4343,5447,757,4202,2128,4972,2521,653,1311,1308,4196,656,2752,2407,4057,1007,333,1375,2003,837,3401,2638,1528,6428,705,4571,1243,5051,2033,2103,3635,6078,3502,793,1578,2702,3347,1418,4943,1498,453,6375,3536,1195,1667,4525,2437,2358,445,396,4783,3545,2550,1537,3345,276,810,1130,5866,1471,2579,3723,4742,1576,6192,447,2979,4860,1702,1059,6774,1600,2859,1058,785,1840,845,1719,1286,1322,737,887
ジャグラーガールズ,334,1780,999,2292,1074,5119,2531,3326,2326,280,3672,1620,3901,2059,352,1336,1893,2771,2565,2073,1902,447,966,4390,1814,2162,806,901,1697,1587,651,1565,1723,2150,1065,1573,2031,1602,6233,2360,5673,806,4427,2098,3258,1103,1189,2044,1578,1012,949,4370,2295,3320,1125,414,2224,5310,3619,663,1168,1003,2700,1253,1050,2136,4024,2212,3049,3318,1761,713,7333,1666,2359,4113,1128,2884,4709,1708,5815,3511,2741,948,3122,1310,2078,837,2377,1107,5004,1775,2290,2451,513,4866,2678,1111,2153,1378,6175,3018,4507,3888,2477,2537,3935,6540,1798,2880,4088
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャグラーガールズ,333,347.3,186.9,490.1,572.0,355.5,232.0,818.7,815.0,846.5,662.5,460.3,0.0,475.2,214.3,0.0,1681.0,378.5,683.5,256.4,312.6,583.0,291.3,672.0,261.3,509.0,578.2,449.0,0.0,361.9,389.1,189.2,525.2,425.6,414.3,360.1,326.5,218.5,1308.0,279.7,328.0,393.1,240.7,405.7,503.5,0.0,458.3,400.6,279.0,566.8,263.8,509.3,459.1,705.0,285.7,414.3,315.7,338.8,420.6,908.8,434.1,350.2,396.5,394.5,337.8,239.1,472.7,353.1,749.0,0.0,375.0,505.1,1195.0,555.7,301.7,406.2,393.0,0.0,0.0,367.9,393.9,510.0,307.4,477.9,0.0,405.0,565.0,266.6,0.0,515.8,338.5,395.2,197.0,364.2,447.0,297.9,347.1,243.1,353.0,250.9,400.0,953.0,352.7,392.5,920.0,845.0,429.8,643.0,661.0,368.5,443.5
ジャグラーガールズ,334,445.0,499.5,458.4,537.0,232.7,632.8,332.6,290.8,0.0,459.0,540.0,487.6,514.8,0.0,267.2,270.4,461.8,366.4,691.0,475.5,0.0,193.2,292.7,604.7,720.7,403.0,901.0,339.4,317.4,651.0,313.0,430.8,430.0,0.0,786.5,338.5,801.0,328.1,295.0,436.4,268.7,340.5,349.7,271.5,1103.0,594.5,408.8,315.6,1012.0,474.5,437.0,1147.5,474.3,225.0,414.0,370.7,230.9,301.6,0.0,584.0,1003.0,450.0,1253.0,0.0,356.0,402.4,553.0,508.2,368.7,352.2,0.0,236.5,1666.0,786.3,342.8,564.0,288.4,336.4,341.6,323.1,270.1,548.2,474.0,223.0,655.0,519.5,418.5,594.2,553.5,294.4,887.5,763.3,272.3,256.5,304.1,334.8,0.0,538.2,1378.0,561.4,274.4,321.9,243.0,353.9,507.4,327.9,384.7,449.5,480.0,272.5
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャグラーガールズ,333,144.7,142.9,156.8,208.0,177.8,134.3,223.3,203.8,241.9,220.8,460.3,312.8,145.0,122.5,473.0,210.1,189.2,170.9,112.2,192.4,233.2,145.6,336.0,104.5,254.5,231.3,157.2,387.0,140.1,136.2,151.4,182.7,236.4,155.4,157.6,326.5,119.2,261.6,149.9,328.0,161.9,171.9,150.3,503.5,0.0,229.2,166.9,209.2,200.1,155.2,254.7,160.7,705.0,152.4,177.6,144.3,145.2,210.3,201.9,155.8,129.7,158.6,225.4,158.9,124.0,177.2,130.1,249.7,0.0,159.4,147.3,239.0,166.7,146.0,187.5,131.0,148.3,0.0,136.7,154.1,115.9,256.2,209.1,0.0,202.5,226.0,112.8,245.2,135.7,133.0,169.4,157.6,137.6,223.5,149.0,147.3,113.5,211.8,132.8,200.0,285.9,211.6,130.8,230.0,422.5,191.0,142.9,220.3,245.7,177.4
ジャグラーガールズ,334,178.0,249.8,176.3,214.8,138.4,230.1,175.1,155.1,0.0,174.9,231.4,185.8,171.6,0.0,133.6,126.2,153.9,171.0,207.3,172.9,447.0,161.0,125.4,201.6,166.3,403.0,180.2,121.2,132.2,130.2,156.5,215.4,195.5,355.0,143.0,112.8,178.0,148.4,124.2,138.4,161.2,164.0,161.4,141.7,367.7,237.8,146.0,263.0,337.3,189.8,168.1,255.0,174.7,187.5,414.0,148.3,136.2,116.7,0.0,292.0,1003.0,168.8,313.2,175.0,142.4,161.0,158.0,152.4,158.0,146.8,356.5,120.2,277.7,235.9,164.5,225.6,151.8,142.7,189.8,153.0,175.6,171.3,189.6,97.6,262.0,259.8,209.2,216.1,184.5,166.8,355.0,254.4,163.4,256.5,115.9,206.0,222.2,143.5,275.6,212.9,188.6,161.0,138.9,145.7,133.5,187.4,116.8,224.8,180.0,151.4
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
