台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率,前日最終スタート
1037,6205,25,10,0,2408,1/248.2,1/620.5,0.0,177.3,328
1038,9074,33,31,0,1155,1/275.0,1/292.7,0.0,141.8,115
1039,8393,34,28,0,2157,1/246.9,1/299.8,0.0,135.4,226
1040,2421,8,6,0,557,1/302.6,1/403.5,0.0,172.9,262
1041,6498,24,18,0,1366,1/270.8,1/361.0,0.0,154.7,129
1042,8184,41,27,0,2844,1/199.6,1/303.1,0.0,120.4,479
1043,8255,36,22,0,2074,1/229.3,1/375.2,0.0,142.3,437
1044,6731,18,23,0,853,1/373.9,1/292.7,0.0,164.2,119
1045,7407,31,15,0,1574,1/238.9,1/493.8,0.0,161.0,176
1046,3284,9,6,0,604,1/364.9,1/547.3,0.0,218.9,19
1047,6697,31,13,0,2214,1/216.0,1/515.2,0.0,152.2,440
1048,7733,46,36,0,6086,1/168.1,1/214.8,0.0,94.3,104
1049,7637,34,20,0,2615,1/224.6,1/381.9,0.0,141.4,357
1050,6432,20,25,0,864,1/321.6,1/257.3,0.0,142.9,203
1069,5551,13,13,0,534,1/427.0,1/427.0,0.0,213.5,142
1070,7602,31,20,0,2071,1/245.2,1/380.1,0.0,149.1,202
1071,6602,20,22,0,1530,1/330.1,1/300.1,0.0,157.2,272
1072,5753,21,12,0,1177,1/274.0,1/479.4,0.0,174.3,249
1073,8788,40,32,0,2949,1/219.7,1/274.6,0.0,122.1,364
1074,7770,35,29,0,3429,1/222.0,1/267.9,0.0,121.4,155
1075,7894,42,30,0,4459,1/188.0,1/263.1,0.0,109.6,152
1076,8769,30,35,0,1170,1/292.3,1/250.5,0.0,134.9,499
1077,8520,36,37,0,3018,1/236.7,1/230.3,0.0,116.7,201
1078,9461,38,39,0,2447,1/249.0,1/242.6,0.0,122.9,237
1079,8864,51,37,0,5974,1/173.8,1/239.6,0.0,100.7,101
1080,9231,35,41,0,2598,1/263.7,1/225.1,0.0,121.5,316
1081,8539,23,24,0,1777,1/371.3,1/355.8,0.0,181.7,875
1082,9170,30,36,0,1133,1/305.7,1/254.7,0.0,138.9,356
1083,9411,35,34,0,3017,1/268.9,1/276.8,0.0,136.4,171
1084,8608,33,32,0,2225,1/260.8,1/269.0,0.0,132.4,343
1085,2546,6,2,0,356,1/424.3,1/1273.0,0.0,318.3,189
1086,5636,19,19,0,965,1/296.6,1/296.6,0.0,148.3,310
1087,7824,41,24,0,3856,1/190.8,1/326.0,0.0,120.4,55
1088,4156,14,10,0,873,1/296.9,1/415.6,0.0,173.2,140
1089,4635,14,13,0,760,1/331.1,1/356.5,0.0,171.7,153
1090,5741,25,15,0,2365,1/229.6,1/382.7,0.0,143.5,562
1091,8711,39,42,0,4122,1/223.4,1/207.4,0.0,107.5,210
1092,9041,32,39,0,2220,1/282.5,1/231.8,0.0,127.3,128
1093,7139,23,23,0,1234,1/310.4,1/310.4,0.0,155.2,337
1094,7303,25,18,0,1260,1/292.1,1/405.7,0.0,169.8,261
1095,8579,33,24,0,2860,1/260.0,1/357.5,0.0,150.5,285
1096,7083,28,24,0,2120,1/253.0,1/295.1,0.0,136.2,258
1097,2830,6,8,0,679,1/471.7,1/353.8,0.0,202.1,298
1098,7855,24,27,0,1675,1/327.3,1/290.9,0.0,154.0,296
1099,4858,10,7,0,528,1/485.8,1/694.0,0.0,285.8,621
