機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ゴーゴージャグラー3,336,"2,628",10,6,0,1/164.2,1/262.8,1/438.0,1/0.0
ゴーゴージャグラー3,337,"2,146",8,6,0,1/153.3,1/268.2,1/357.7,1/0.0
ゴーゴージャグラー3,338,"2,107",8,4,0,1/175.6,1/263.4,1/526.8,1/0.0
ハナハナホウオウ～天翔～,424,"1,060",4,1,0,1/212.0,1/265.0,1/1060.0,1/0.0
ハナハナホウオウ～天翔～,425,"1,107",3,1,0,1/276.8,1/369.0,1/1107.0,1/0.0
ハナハナホウオウ～天翔～,426,"2,190",8,4,0,1/182.5,1/273.8,1/547.5,1/0.0
ハナハナホウオウ～天翔～,427,435,1,2,0,1/145.0,1/435.0,1/217.5,1/0.0
ゴッドイーター リザレクション,371,"2,902",0,6,14,1/145.1,1/0.0,1/483.7,1/207.3
ゴッドイーター リザレクション,372,"3,105",0,7,21,1/110.9,1/0.0,1/443.6,1/147.9
ゴッドイーター リザレクション,373,"1,962",0,2,8,1/196.2,1/0.0,1/981.0,1/245.2
ファンキージャグラー2,339,"7,325",30,20,0,1/146.5,1/244.2,1/366.2,1/0.0
ファンキージャグラー2,340,"4,252",14,8,0,1/193.3,1/303.7,1/531.5,1/0.0
ファンキージャグラー2,341,"2,896",6,10,0,1/181.0,1/482.7,1/289.6,1/0.0
押忍！番長4,374,"1,420",0,1,6,1/202.9,1/0.0,1/1420.0,1/236.7
押忍！番長4,375,"2,749",0,3,18,1/130.9,1/0.0,1/916.3,1/152.7
押忍！番長4,376,"1,129",0,2,7,1/125.4,1/0.0,1/564.5,1/161.3
炎炎ノ消防隊,398,162,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,399,"1,462",0,4,8,1/121.8,1/0.0,1/365.5,1/182.8
炎炎ノ消防隊,400,"1,754",0,5,3,1/219.2,1/0.0,1/350.8,1/584.7
D4DJ Pachi‐Slot Mix,356,"1,181",8,0,11,1/62.2,1/147.6,1/0.0,1/107.4
D4DJ Pachi‐Slot Mix,357,"1,517",6,0,13,1/79.8,1/252.8,1/0.0,1/116.7
Re:ゼロから始める異世界生活 season2,362,"1,746",0,1,18,1/91.9,1/0.0,1/1746.0,1/97.0
Re:ゼロから始める異世界生活 season2,363,"2,658",0,0,12,1/221.5,1/0.0,1/0.0,1/221.5
ありふれた職業で世界最強,366,"2,497",0,8,11,1/131.4,1/0.0,1/312.1,1/227.0
ありふれた職業で世界最強,367,"2,990",0,8,13,1/142.4,1/0.0,1/373.8,1/230.0
サンダーVライトニング,422,219,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,423,185,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,333,"2,128",4,5,0,1/236.4,1/532.0,1/425.6,1/0.0
ジャグラーガールズ,334,"2,150",6,5,0,1/195.5,1/358.3,1/430.0,1/0.0
スマスロ炎炎ノ消防隊,350,"5,476",0,10,29,1/140.4,1/0.0,1/547.6,1/188.8
スマスロ炎炎ノ消防隊,351,"4,990",0,11,26,1/134.9,1/0.0,1/453.6,1/191.9
ダンベル何キロ持てる？,403,"1,082",0,4,8,1/90.2,1/0.0,1/270.5,1/135.2
ダンベル何キロ持てる？,404,"3,692",0,13,93,1/34.8,1/0.0,1/284.0,1/39.7
バンドリ！,401,845,0,2,4,1/140.8,1/0.0,1/422.5,1/211.2
バンドリ！,402,"2,442",0,4,20,1/101.8,1/0.0,1/610.5,1/122.1
ミスタージャグラー,331,"2,957",13,9,0,1/134.4,1/227.5,1/328.6,1/0.0
ミスタージャグラー,332,"1,212",2,0,0,1/606.0,1/606.0,1/0.0,1/0.0
モンキーターンV,369,"4,652",0,12,39,1/91.2,1/0.0,1/387.7,1/119.3
モンキーターンV,370,"4,658",0,9,27,1/129.4,1/0.0,1/517.6,1/172.5
戦国乙女4 戦乱に閃く炯眼の軍師,364,"3,187",11,0,10,1/151.8,1/289.7,1/0.0,1/318.7
戦国乙女4 戦乱に閃く炯眼の軍師,365,"4,123",19,0,14,1/124.9,1/217.0,1/0.0,1/294.5
戦姫絶唱シンフォギア 正義の歌,352,790,0,1,3,1/197.5,1/0.0,1/790.0,1/263.3
戦姫絶唱シンフォギア 正義の歌,353,"1,607",0,3,6,1/178.6,1/0.0,1/535.7,1/267.8
押忍!番長ZERO,390,761,0,0,1,1/761.0,1/0.0,1/0.0,1/761.0
押忍!番長ZERO,391,"7,127",0,11,68,1/90.2,1/0.0,1/647.9,1/104.8
沖ドキ!GOLD,428,457,5,3,0,1/57.1,1/91.4,1/152.3,1/0.0
沖ドキ!GOLD,429,"2,211",13,5,0,1/122.8,1/170.1,1/442.2,1/0.0
甲鉄城のカバネリ,396,"1,865",0,5,22,1/69.1,1/0.0,1/373.0,1/84.8
甲鉄城のカバネリ,397,"1,524",0,5,8,1/117.2,1/0.0,1/304.8,1/190.5
革命機ヴァルヴレイヴ,354,116,1,0,1,1/58.0,1/116.0,1/0.0,1/116.0
革命機ヴァルヴレイヴ,355,"2,707",50,2,7,1/45.9,1/54.1,1/1353.5,1/386.7
とある魔術の禁書目録,358,"2,295",0,7,4,1/208.6,1/0.0,1/327.9,1/573.8
スマスロ真・北斗無双,359,755,1,0,1,1/377.5,1/755.0,1/0.0,1/755.0
ゲゲゲの鬼太郎 覚醒,360,"1,753",0,6,12,1/97.4,1/0.0,1/292.2,1/146.1
頭文字D 2nd,361,"1,020",0,3,12,1/68.0,1/0.0,1/340.0,1/85.0
モンスターハンターライズ,368,"3,325",0,8,25,1/100.8,1/0.0,1/415.6,1/133.0
バイオハザード5,377,"5,376",0,11,16,1/199.1,1/0.0,1/488.7,1/336.0
東京喰種,378,"7,034",0,19,28,1/149.7,1/0.0,1/370.2,1/251.2
スーパーブラックジャック,379,"4,384",0,8,23,1/141.4,1/0.0,1/548.0,1/190.6
からくりサーカス,380,"2,979",0,5,22,1/110.3,1/0.0,1/595.8,1/135.4
L サラリーマン金太郎,381,385,0,1,0,1/385.0,1/0.0,1/385.0,1/0.0
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"7,774",0,10,96,1/73.3,1/0.0,1/777.4,1/81.0
うる星やつら,383,"3,658",0,20,10,1/121.9,1/0.0,1/182.9,1/365.8
シン・エヴァンゲリオン,384,"4,229",0,6,26,1/132.2,1/0.0,1/704.8,1/162.7
聖戦士ダンバイン,385,"3,026",0,5,51,1/54.0,1/0.0,1/605.2,1/59.3
ゴジラ対エヴァンゲリオン,386,"1,737",9,0,5,1/124.1,1/193.0,1/0.0,1/347.4
ゾンビランドサガ,387,"1,845",12,0,1,1/141.9,1/153.8,1/0.0,1/1845.0
麻雀格闘倶楽部 覚醒,388,"1,084",0,2,4,1/180.7,1/0.0,1/542.0,1/271.0
L南国育ち,389,"1,083",8,5,0,1/83.3,1/135.4,1/216.6,1/0.0
アオハル♪操 A‐LIVE,392,827,4,1,0,1/165.4,1/206.8,1/827.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"5,811",29,95,0,1/46.9,1/200.4,1/61.2,1/0.0
バイオハザード7 レジデント イービル,394,"4,202",0,3,44,1/89.4,1/0.0,1/1400.7,1/95.5
新鬼武者2,395,897,0,0,5,1/179.4,1/0.0,1/0.0,1/179.4
ToLOVEるダークネス,405,"2,936",12,0,6,1/163.1,1/244.7,1/0.0,1/489.3
ニューパルサーSPⅢ,414,"1,039",3,1,0,1/259.8,1/346.3,1/1039.0,1/0.0
ケロット4,415,"1,381",4,1,0,1/276.2,1/345.2,1/1381.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,397,1,0,0,1/397.0,1/397.0,1/0.0,1/0.0
ニューゲッターマウス,417,363,2,0,0,1/181.5,1/181.5,1/0.0,1/0.0
ファミスタ回胴版!!,418,"1,509",6,3,0,1/167.7,1/251.5,1/503.0,1/0.0
クランキークレスト,419,"5,785",26,14,0,1/144.6,1/222.5,1/413.2,1/0.0
新ハナビ,420,"1,206",3,2,0,1/241.2,1/402.0,1/603.0,1/0.0
ハイハイシオサイ,421,"1,646",6,8,0,1/117.6,1/274.3,1/205.8,1/0.0
