機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
戦国乙女4 戦乱に閃く炯眼の軍師,364,"5,090",28,0,16,1/115.7,1/181.8,1/0.0,1/318.1
戦国乙女4 戦乱に閃く炯眼の軍師,365,"5,047",23,0,17,1/126.2,1/219.4,1/0.0,1/296.9
戦姫絶唱シンフォギア 正義の歌,352,"2,322",0,6,16,1/105.5,1/0.0,1/387.0,1/145.1
戦姫絶唱シンフォギア 正義の歌,353,167,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍!番長ZERO,390,"2,453",0,3,15,1/136.3,1/0.0,1/817.7,1/163.5
押忍!番長ZERO,391,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,"1,547",8,3,0,1/140.6,1/193.4,1/515.7,1/0.0
沖ドキ!GOLD,429,"2,170",11,4,0,1/144.7,1/197.3,1/542.5,1/0.0
甲鉄城のカバネリ,396,"4,639",0,11,33,1/105.4,1/0.0,1/421.7,1/140.6
甲鉄城のカバネリ,397,750,0,1,10,1/68.2,1/0.0,1/750.0,1/75.0
革命機ヴァルヴレイヴ,354,848,2,2,3,1/121.1,1/424.0,1/424.0,1/282.7
革命機ヴァルヴレイヴ,355,"3,413",43,4,8,1/62.1,1/79.4,1/853.2,1/426.6
とある魔術の禁書目録,358,"1,974",0,4,5,1/219.3,1/0.0,1/493.5,1/394.8
スマスロ真・北斗無双,359,514,4,0,2,1/85.7,1/128.5,1/0.0,1/257.0
ゲゲゲの鬼太郎 覚醒,360,524,0,1,1,1/262.0,1/0.0,1/524.0,1/524.0
頭文字D 2nd,361,"4,594",0,6,29,1/131.3,1/0.0,1/765.7,1/158.4
モンスターハンターライズ,368,"2,503",0,5,32,1/67.6,1/0.0,1/500.6,1/78.2
バイオハザード5,377,"7,897",0,15,30,1/175.5,1/0.0,1/526.5,1/263.2
東京喰種,378,"6,635",0,14,27,1/161.8,1/0.0,1/473.9,1/245.7
スーパーブラックジャック,379,"2,818",0,4,26,1/93.9,1/0.0,1/704.5,1/108.4
からくりサーカス,380,"2,459",0,5,2,1/351.3,1/0.0,1/491.8,1/1229.5
L サラリーマン金太郎,381,"2,759",0,1,18,1/145.2,1/0.0,1/2759.0,1/153.3
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"2,384",0,3,19,1/108.4,1/0.0,1/794.7,1/125.5
うる星やつら,383,"1,170",0,2,1,1/390.0,1/0.0,1/585.0,1/1170.0
シン・エヴァンゲリオン,384,519,0,1,3,1/129.8,1/0.0,1/519.0,1/173.0
聖戦士ダンバイン,385,"4,863",0,10,67,1/63.2,1/0.0,1/486.3,1/72.6
ゴジラ対エヴァンゲリオン,386,858,3,0,2,1/171.6,1/286.0,1/0.0,1/429.0
マジカルハロウィン8,387,"5,731",36,0,53,1/64.4,1/159.2,1/0.0,1/108.1
麻雀格闘倶楽部 覚醒,388,"1,086",0,4,6,1/108.6,1/0.0,1/271.5,1/181.0
L南国育ち,389,"4,128",15,9,0,1/172.0,1/275.2,1/458.7,1/0.0
アオハル♪操 A‐LIVE,392,"4,401",11,9,0,1/220.1,1/400.1,1/489.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,110,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バイオハザード7 レジデント イービル,394,"1,733",0,2,14,1/108.3,1/0.0,1/866.5,1/123.8
新鬼武者2,395,897,0,0,5,1/179.4,1/0.0,1/0.0,1/179.4
ToLOVEるダークネス,405,"4,734",22,0,12,1/139.2,1/215.2,1/0.0,1/394.5
ニューパルサーSPⅢ,414,"1,127",7,3,0,1/112.7,1/161.0,1/375.7,1/0.0
ケロット4,415,"2,063",9,2,0,1/187.5,1/229.2,1/1031.5,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,471,0,1,0,1/471.0,1/0.0,1/471.0,1/0.0
ニューゲッターマウス,417,"1,571",11,5,0,1/98.2,1/142.8,1/314.2,1/0.0
ファミスタ回胴版!!,418,939,4,2,0,1/156.5,1/234.8,1/469.5,1/0.0
クランキークレスト,419,"3,269",15,11,0,1/125.7,1/217.9,1/297.2,1/0.0
新ハナビ,420,"1,000",0,3,0,1/333.3,1/0.0,1/333.3,1/0.0
ハイハイシオサイ,421,"1,046",4,7,0,1/95.1,1/261.5,1/149.4,1/0.0
