機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ダンベル何キロ持てる？,404,"1,118",0,4,44,1/23.3,1/0.0,1/279.5,1/25.4
バンドリ！,401,947,0,2,4,1/157.8,1/0.0,1/473.5,1/236.8
バンドリ！,402,563,0,1,4,1/112.6,1/0.0,1/563.0,1/140.8
ミスタージャグラー,331,"1,221",4,1,0,1/244.2,1/305.2,1/1221.0,1/0.0
ミスタージャグラー,332,"1,917",3,5,0,1/239.6,1/639.0,1/383.4,1/0.0
モンキーターンV,369,"1,408",0,3,6,1/156.4,1/0.0,1/469.3,1/234.7
モンキーターンV,370,"2,285",0,6,16,1/103.9,1/0.0,1/380.8,1/142.8
戦国乙女4 戦乱に閃く炯眼の軍師,364,"1,249",4,0,2,1/208.2,1/312.2,1/0.0,1/624.5
戦国乙女4 戦乱に閃く炯眼の軍師,365,644,4,0,4,1/80.5,1/161.0,1/0.0,1/161.0
戦姫絶唱シンフォギア 正義の歌,352,"1,568",0,3,6,1/174.2,1/0.0,1/522.7,1/261.3
戦姫絶唱シンフォギア 正義の歌,353,31,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍!番長ZERO,390,"1,875",0,2,27,1/64.7,1/0.0,1/937.5,1/69.4
押忍!番長ZERO,391,127,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,57,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,429,569,2,4,0,1/94.8,1/284.5,1/142.2,1/0.0
甲鉄城のカバネリ,396,"2,481",0,10,22,1/77.5,1/0.0,1/248.1,1/112.8
甲鉄城のカバネリ,397,"2,019",0,11,16,1/74.8,1/0.0,1/183.5,1/126.2
革命機ヴァルヴレイヴ,354,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,355,"1,773",7,0,5,1/147.8,1/253.3,1/0.0,1/354.6
とある魔術の禁書目録,358,738,0,4,3,1/105.4,1/0.0,1/184.5,1/246.0
スマスロ真・北斗無双,359,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,360,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
頭文字D 2nd,361,488,0,0,1,1/488.0,1/0.0,1/0.0,1/488.0
モンスターハンターライズ,368,"5,185",0,10,38,1/108.0,1/0.0,1/518.5,1/136.4
バイオハザード5,377,"4,768",0,16,24,1/119.2,1/0.0,1/298.0,1/198.7
東京喰種,378,"6,934",0,19,31,1/138.7,1/0.0,1/364.9,1/223.7
スーパーブラックジャック,379,"3,957",0,5,22,1/146.6,1/0.0,1/791.4,1/179.9
からくりサーカス,380,"1,802",0,5,16,1/85.8,1/0.0,1/360.4,1/112.6
L サラリーマン金太郎,381,"2,395",0,4,4,1/299.4,1/0.0,1/598.8,1/598.8
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"1,996",0,2,6,1/249.5,1/0.0,1/998.0,1/332.7
うる星やつら,383,523,0,4,3,1/74.7,1/0.0,1/130.8,1/174.3
シン・エヴァンゲリオン,384,"1,239",0,2,9,1/112.6,1/0.0,1/619.5,1/137.7
聖戦士ダンバイン,385,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,386,849,4,0,2,1/141.5,1/212.2,1/0.0,1/424.5
ゾンビランドサガ,387,"3,852",44,0,7,1/75.5,1/87.5,1/0.0,1/550.3
麻雀格闘倶楽部 覚醒,388,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
L南国育ち,389,815,3,9,0,1/67.9,1/271.7,1/90.6,1/0.0
アオハル♪操 A‐LIVE,392,973,3,3,0,1/162.2,1/324.3,1/324.3,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"1,637",12,26,0,1/43.1,1/136.4,1/63.0,1/0.0
バイオハザード7 レジデント イービル,394,"1,029",0,1,15,1/64.3,1/0.0,1/1029.0,1/68.6
新鬼武者2,395,"1,005",0,0,4,1/251.2,1/0.0,1/0.0,1/251.2
ToLOVEるダークネス,405,"1,810",11,0,4,1/120.7,1/164.5,1/0.0,1/452.5
ニューパルサーSPⅢ,414,410,2,0,0,1/205.0,1/205.0,1/0.0,1/0.0
ケロット4,415,"1,756",8,4,0,1/146.3,1/219.5,1/439.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,25,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューゲッターマウス,417,36,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,418,667,1,1,0,1/333.5,1/667.0,1/667.0,1/0.0
クランキークレスト,419,"4,405",10,11,0,1/209.8,1/440.5,1/400.5,1/0.0
新ハナビ,420,"4,202",16,7,0,1/182.7,1/262.6,1/600.3,1/0.0
ハイハイシオサイ,421,"2,509",18,25,0,1/58.3,1/139.4,1/100.4,1/0.0
