機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
押忍！番長4,376,602,0,0,1,1/602.0,1/0.0,1/0.0,1/602.0
炎炎ノ消防隊,398,533,0,1,3,1/133.2,1/0.0,1/533.0,1/177.7
炎炎ノ消防隊,399,293,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,400,686,0,2,6,1/85.8,1/0.0,1/343.0,1/114.3
D4DJ Pachi‐Slot Mix,356,956,3,0,7,1/95.6,1/318.7,1/0.0,1/136.6
D4DJ Pachi‐Slot Mix,357,57,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,362,"1,421",0,2,36,1/37.4,1/0.0,1/710.5,1/39.5
Re:ゼロから始める異世界生活 season2,363,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,366,"3,073",0,10,7,1/180.8,1/0.0,1/307.3,1/439.0
ありふれた職業で世界最強,367,"1,749",0,3,6,1/194.3,1/0.0,1/583.0,1/291.5
サンダーVライトニング,422,"2,683",8,5,0,1/206.4,1/335.4,1/536.6,1/0.0
サンダーVライトニング,423,"2,734",12,14,0,1/105.2,1/227.8,1/195.3,1/0.0
ジャグラーガールズ,333,"2,521",9,7,0,1/157.6,1/280.1,1/360.1,1/0.0
ジャグラーガールズ,334,"1,573",9,2,0,1/143.0,1/174.8,1/786.5,1/0.0
スマスロ炎炎ノ消防隊,350,"8,009",0,12,61,1/109.7,1/0.0,1/667.4,1/131.3
スマスロ炎炎ノ消防隊,351,"5,520",0,10,40,1/110.4,1/0.0,1/552.0,1/138.0
ダンベル何キロ持てる？,403,"2,358",0,8,20,1/84.2,1/0.0,1/294.8,1/117.9
ダンベル何キロ持てる？,404,"1,664",0,7,52,1/28.2,1/0.0,1/237.7,1/32.0
バンドリ！,401,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バンドリ！,402,133,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ミスタージャグラー,331,"1,240",5,3,0,1/155.0,1/248.0,1/413.3,1/0.0
ミスタージャグラー,332,"4,342",25,10,0,1/124.1,1/173.7,1/434.2,1/0.0
モンキーターンV,369,416,0,1,3,1/104.0,1/0.0,1/416.0,1/138.7
モンキーターンV,370,371,0,2,4,1/61.8,1/0.0,1/185.5,1/92.8
戦国乙女4 戦乱に閃く炯眼の軍師,364,"3,755",13,0,5,1/208.6,1/288.8,1/0.0,1/751.0
戦国乙女4 戦乱に閃く炯眼の軍師,365,"2,075",6,0,2,1/259.4,1/345.8,1/0.0,1/1037.5
戦姫絶唱シンフォギア 正義の歌,352,9,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,353,678,0,1,2,1/226.0,1/0.0,1/678.0,1/339.0
押忍!番長ZERO,390,"1,660",0,1,16,1/97.6,1/0.0,1/1660.0,1/103.8
押忍!番長ZERO,391,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,"1,169",2,1,0,1/389.7,1/584.5,1/1169.0,1/0.0
沖ドキ!GOLD,429,112,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,396,606,0,2,2,1/151.5,1/0.0,1/303.0,1/303.0
甲鉄城のカバネリ,397,876,0,5,10,1/58.4,1/0.0,1/175.2,1/87.6
革命機ヴァルヴレイヴ,354,978,3,1,3,1/139.7,1/326.0,1/978.0,1/326.0
革命機ヴァルヴレイヴ,355,"3,885",14,5,12,1/125.3,1/277.5,1/777.0,1/323.8
とある魔術の禁書目録,358,"1,878",0,4,8,1/156.5,1/0.0,1/469.5,1/234.8
スマスロ真・北斗無双,359,"1,502",28,0,1,1/51.8,1/53.6,1/0.0,1/1502.0
ゲゲゲの鬼太郎 覚醒,360,718,0,1,1,1/359.0,1/0.0,1/718.0,1/718.0
頭文字D 2nd,361,"1,616",0,1,13,1/115.4,1/0.0,1/1616.0,1/124.3
モンスターハンターライズ,368,"5,355",0,8,54,1/86.4,1/0.0,1/669.4,1/99.2
バイオハザード5,377,"2,912",0,5,10,1/194.1,1/0.0,1/582.4,1/291.2
東京喰種,378,"2,951",0,6,22,1/105.4,1/0.0,1/491.8,1/134.1
スーパーブラックジャック,379,"7,745",0,8,74,1/94.5,1/0.0,1/968.1,1/104.7
からくりサーカス,380,"5,421",0,7,26,1/164.3,1/0.0,1/774.4,1/208.5
L サラリーマン金太郎,381,635,0,1,1,1/317.5,1/0.0,1/635.0,1/635.0
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"5,753",0,11,61,1/79.9,1/0.0,1/523.0,1/94.3
うる星やつら,383,"3,550",0,18,11,1/122.4,1/0.0,1/197.2,1/322.7
シン・エヴァンゲリオン,384,"2,223",0,5,11,1/138.9,1/0.0,1/444.6,1/202.1
聖戦士ダンバイン,385,"1,493",0,5,25,1/49.8,1/0.0,1/298.6,1/59.7
ゴジラ対エヴァンゲリオン,386,75,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゾンビランドサガ,387,19,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
麻雀格闘倶楽部 覚醒,388,"1,042",0,2,3,1/208.4,1/0.0,1/521.0,1/347.3
L南国育ち,389,917,11,6,0,1/53.9,1/83.4,1/152.8,1/0.0
アオハル♪操 A‐LIVE,392,"2,112",9,6,0,1/140.8,1/234.7,1/352.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"2,281",13,52,0,1/35.1,1/175.5,1/43.9,1/0.0
バイオハザード7 レジデント イービル,394,429,0,0,1,1/429.0,1/0.0,1/0.0,1/429.0
新鬼武者2,395,"1,479",0,0,7,1/211.3,1/0.0,1/0.0,1/211.3
ToLOVEるダークネス,405,"3,138",16,0,9,1/125.5,1/196.1,1/0.0,1/348.7
ニューパルサーSPⅢ,414,568,2,0,0,1/284.0,1/284.0,1/0.0,1/0.0
ケロット4,415,"2,128",10,4,0,1/152.0,1/212.8,1/532.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,252,0,1,0,1/252.0,1/0.0,1/252.0,1/0.0
ニューゲッターマウス,417,"1,976",7,6,0,1/152.0,1/282.3,1/329.3,1/0.0
ファミスタ回胴版!!,418,"1,907",7,4,0,1/173.4,1/272.4,1/476.8,1/0.0
クランキークレスト,419,"2,552",6,5,0,1/232.0,1/425.3,1/510.4,1/0.0
新ハナビ,420,"3,180",12,11,0,1/138.3,1/265.0,1/289.1,1/0.0
ハイハイシオサイ,421,"1,528",9,10,0,1/80.4,1/169.8,1/152.8,1/0.0
