台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率,前日最終スタート
1082,1258,2,2,0,290,1/629.0,1/629.0,0.0,314.5,630
1083,2251,6,4,0,682,1/375.2,1/562.8,0.0,225.1,329
1084,4000,15,8,0,1259,1/266.7,1/500.0,0.0,173.9,76
1085,6791,23,20,0,980,1/295.3,1/339.6,0.0,157.9,159
1086,9063,39,38,0,3451,1/232.4,1/238.5,0.0,117.7,119
1087,2616,4,8,0,445,1/654.0,1/327.0,0.0,218.0,50
1088,8390,36,25,0,1428,1/233.1,1/335.6,0.0,137.5,165
1089,4091,14,11,0,726,1/292.2,1/371.9,0.0,163.6,181
1090,1814,4,1,0,371,1/453.5,1/1814.0,0.0,362.8,252
1091,5714,21,13,0,948,1/272.1,1/439.5,0.0,168.1,187
1092,7333,37,18,0,3223,1/198.2,1/407.4,0.0,133.3,164
1093,7139,28,24,0,1593,1/255.0,1/297.5,0.0,137.3,52
1094,4145,16,10,0,733,1/259.1,1/414.5,0.0,159.4,0
1095,3889,14,13,0,1573,1/277.8,1/299.2,0.0,144.0,81
1096,5656,13,15,0,569,1/435.1,1/377.1,0.0,202.0,46
1097,2337,7,5,0,654,1/333.9,1/467.4,0.0,194.8,119
1098,4818,13,14,0,571,1/370.6,1/344.1,0.0,178.4,221
1099,4337,7,13,0,464,1/619.6,1/333.6,0.0,216.9,204
