機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
戦国乙女4 戦乱に閃く炯眼の軍師,364,"4,435",19,0,14,1/134.4,1/233.4,1/0.0,1/316.8
戦国乙女4 戦乱に閃く炯眼の軍師,365,"4,267",16,0,10,1/164.1,1/266.7,1/0.0,1/426.7
戦姫絶唱シンフォギア 正義の歌,352,658,0,2,4,1/109.7,1/0.0,1/329.0,1/164.5
戦姫絶唱シンフォギア 正義の歌,353,"2,005",0,5,30,1/57.3,1/0.0,1/401.0,1/66.8
押忍!番長ZERO,390,"1,219",0,2,11,1/93.8,1/0.0,1/609.5,1/110.8
押忍!番長ZERO,391,"2,083",0,2,9,1/189.4,1/0.0,1/1041.5,1/231.4
沖ドキ!GOLD,428,"1,329",9,8,0,1/78.2,1/147.7,1/166.1,1/0.0
沖ドキ!GOLD,429,"1,129",6,4,0,1/112.9,1/188.2,1/282.2,1/0.0
甲鉄城のカバネリ,396,"1,730",0,3,19,1/78.6,1/0.0,1/576.7,1/91.1
甲鉄城のカバネリ,397,931,0,2,6,1/116.4,1/0.0,1/465.5,1/155.2
革命機ヴァルヴレイヴ,354,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,355,"2,570",5,1,9,1/171.3,1/514.0,1/2570.0,1/285.6
とある魔術の禁書目録,358,"2,950",0,9,10,1/155.3,1/0.0,1/327.8,1/295.0
スマスロ真・北斗無双,359,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,360,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
頭文字D 2nd,361,638,0,1,9,1/63.8,1/0.0,1/638.0,1/70.9
モンスターハンターライズ,368,"1,554",0,2,2,1/388.5,1/0.0,1/777.0,1/777.0
バイオハザード5,377,"9,140",0,16,32,1/190.4,1/0.0,1/571.2,1/285.6
東京喰種,378,"3,853",0,4,38,1/91.7,1/0.0,1/963.2,1/101.4
スーパーブラックジャック,379,"4,980",0,3,40,1/115.8,1/0.0,1/1660.0,1/124.5
からくりサーカス,380,"1,354",0,2,12,1/96.7,1/0.0,1/677.0,1/112.8
L サラリーマン金太郎,381,"1,032",0,1,2,1/344.0,1/0.0,1/1032.0,1/516.0
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,437,0,1,4,1/87.4,1/0.0,1/437.0,1/109.2
うる星やつら,383,"1,826",0,8,7,1/121.7,1/0.0,1/228.2,1/260.9
シン・エヴァンゲリオン,384,"1,885",0,6,4,1/188.5,1/0.0,1/314.2,1/471.2
聖戦士ダンバイン,385,"2,333",0,2,70,1/32.4,1/0.0,1/1166.5,1/33.3
ゴジラ対エヴァンゲリオン,386,"3,329",18,0,34,1/64.0,1/184.9,1/0.0,1/97.9
マジカルハロウィン8,387,"3,661",23,0,15,1/96.3,1/159.2,1/0.0,1/244.1
麻雀格闘倶楽部 覚醒,388,"3,651",0,10,18,1/130.4,1/0.0,1/365.1,1/202.8
L南国育ち,389,944,6,5,0,1/85.8,1/157.3,1/188.8,1/0.0
アオハル♪操 A‐LIVE,392,250,1,2,0,1/83.3,1/250.0,1/125.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"4,076",20,42,0,1/65.7,1/203.8,1/97.0,1/0.0
バイオハザード7 レジデント イービル,394,"2,714",0,3,25,1/96.9,1/0.0,1/904.7,1/108.6
新鬼武者2,395,740,0,0,9,1/82.2,1/0.0,1/0.0,1/82.2
ToLOVEるダークネス,405,"5,005",17,0,11,1/178.8,1/294.4,1/0.0,1/455.0
ニューパルサーSPⅢ,414,688,1,1,0,1/344.0,1/688.0,1/688.0,1/0.0
ケロット4,415,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,"1,089",4,5,0,1/121.0,1/272.2,1/217.8,1/0.0
ニューゲッターマウス,417,272,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,418,"2,558",11,5,0,1/159.9,1/232.5,1/511.6,1/0.0
クランキークレスト,419,14,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
新ハナビ,420,"4,484",20,13,0,1/135.9,1/224.2,1/344.9,1/0.0
ハイハイシオサイ,421,247,0,1,0,1/247.0,1/0.0,1/247.0,1/0.0
