機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
革命機ヴァルヴレイヴ,355,28,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
とある魔術の禁書目録,358,408,0,1,0,1/408.0,1/0.0,1/408.0,1/0.0
スマスロ真・北斗無双,359,"3,655",41,0,4,1/81.2,1/89.1,1/0.0,1/913.8
ゲゲゲの鬼太郎 覚醒,360,712,0,2,3,1/142.4,1/0.0,1/356.0,1/237.3
頭文字D 2nd,361,"1,384",0,2,14,1/86.5,1/0.0,1/692.0,1/98.9
モンスターハンターライズ,368,"5,415",0,12,25,1/146.4,1/0.0,1/451.2,1/216.6
バイオハザード5,377,"6,757",0,18,27,1/150.2,1/0.0,1/375.4,1/250.3
東京喰種,378,"3,910",0,9,13,1/177.7,1/0.0,1/434.4,1/300.8
スーパーブラックジャック,379,"7,328",0,10,45,1/133.2,1/0.0,1/732.8,1/162.8
からくりサーカス,380,"3,404",0,9,20,1/117.4,1/0.0,1/378.2,1/170.2
L サラリーマン金太郎,381,464,0,0,1,1/464.0,1/0.0,1/0.0,1/464.0
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"3,928",0,4,34,1/103.4,1/0.0,1/982.0,1/115.5
うる星やつら,383,"5,000",0,26,19,1/111.1,1/0.0,1/192.3,1/263.2
シン・エヴァンゲリオン,384,"1,714",0,3,13,1/107.1,1/0.0,1/571.3,1/131.8
聖戦士ダンバイン,385,613,0,1,1,1/306.5,1/0.0,1/613.0,1/613.0
ゴジラ対エヴァンゲリオン,386,"2,001",6,0,15,1/95.3,1/333.5,1/0.0,1/133.4
ゾンビランドサガ,387,"2,518",41,0,2,1/58.6,1/61.4,1/0.0,1/1259.0
麻雀格闘倶楽部 覚醒,388,3,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
L南国育ち,389,"2,510",4,4,0,1/313.8,1/627.5,1/627.5,1/0.0
アオハル♪操 A‐LIVE,392,"1,037",2,3,0,1/207.4,1/518.5,1/345.7,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"6,067",45,121,0,1/36.5,1/134.8,1/50.1,1/0.0
バイオハザード7 レジデント イービル,394,"2,192",0,3,41,1/49.8,1/0.0,1/730.7,1/53.5
新鬼武者2,395,"1,729",0,0,18,1/96.1,1/0.0,1/0.0,1/96.1
ToLOVEるダークネス,405,"2,659",38,0,13,1/52.1,1/70.0,1/0.0,1/204.5
ニューパルサーSPⅢ,414,373,1,1,0,1/186.5,1/373.0,1/373.0,1/0.0
ケロット4,415,"1,953",7,2,0,1/217.0,1/279.0,1/976.5,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューゲッターマウス,417,700,4,1,0,1/140.0,1/175.0,1/700.0,1/0.0
ファミスタ回胴版!!,418,"5,478",21,19,0,1/136.9,1/260.9,1/288.3,1/0.0
クランキークレスト,419,"2,261",4,6,0,1/226.1,1/565.2,1/376.8,1/0.0
新ハナビ,420,"3,415",11,10,0,1/162.6,1/310.5,1/341.5,1/0.0
ハイハイシオサイ,421,"1,614",8,8,0,1/100.9,1/201.8,1/201.8,1/0.0
