機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
炎炎ノ消防隊,399,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,400,938,0,1,7,1/117.2,1/0.0,1/938.0,1/134.0
D4DJ Pachi‐Slot Mix,356,"1,527",6,0,6,1/127.2,1/254.5,1/0.0,1/254.5
D4DJ Pachi‐Slot Mix,357,312,1,0,1,1/156.0,1/312.0,1/0.0,1/312.0
Re:ゼロから始める異世界生活 season2,362,"1,044",0,0,3,1/348.0,1/0.0,1/0.0,1/348.0
Re:ゼロから始める異世界生活 season2,363,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,366,"1,383",0,3,4,1/197.6,1/0.0,1/461.0,1/345.8
ありふれた職業で世界最強,367,539,0,1,5,1/89.8,1/0.0,1/539.0,1/107.8
サンダーVライトニング,422,383,1,1,0,1/191.5,1/383.0,1/383.0,1/0.0
サンダーVライトニング,423,332,1,0,0,1/332.0,1/332.0,1/0.0,1/0.0
ジャグラーガールズ,333,"2,313",6,4,0,1/231.3,1/385.5,1/578.2,1/0.0
ジャグラーガールズ,334,806,0,2,0,1/403.0,1/0.0,1/403.0,1/0.0
スマスロ炎炎ノ消防隊,350,151,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ炎炎ノ消防隊,351,"2,950",0,8,15,1/128.3,1/0.0,1/368.8,1/196.7
ダンベル何キロ持てる？,403,"3,473",0,8,105,1/30.7,1/0.0,1/434.1,1/33.1
ダンベル何キロ持てる？,404,"2,271",0,9,43,1/43.7,1/0.0,1/252.3,1/52.8
バンドリ！,401,361,0,1,3,1/90.2,1/0.0,1/361.0,1/120.3
バンドリ！,402,"4,232",0,8,34,1/100.8,1/0.0,1/529.0,1/124.5
ミスタージャグラー,331,"1,661",12,5,0,1/97.7,1/138.4,1/332.2,1/0.0
ミスタージャグラー,332,"2,240",9,3,0,1/186.7,1/248.9,1/746.7,1/0.0
モンキーターンV,369,"5,651",0,15,30,1/125.6,1/0.0,1/376.7,1/188.4
モンキーターンV,370,"5,706",0,9,50,1/96.7,1/0.0,1/634.0,1/114.1
戦国乙女4 戦乱に閃く炯眼の軍師,364,"4,298",18,0,12,1/143.3,1/238.8,1/0.0,1/358.2
戦国乙女4 戦乱に閃く炯眼の軍師,365,"2,356",12,0,6,1/130.9,1/196.3,1/0.0,1/392.7
戦姫絶唱シンフォギア 正義の歌,352,"1,241",0,3,7,1/124.1,1/0.0,1/413.7,1/177.3
戦姫絶唱シンフォギア 正義の歌,353,"1,691",0,3,10,1/130.1,1/0.0,1/563.7,1/169.1
押忍!番長ZERO,390,502,0,1,5,1/83.7,1/0.0,1/502.0,1/100.4
押忍!番長ZERO,391,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,"2,076",5,5,0,1/207.6,1/415.2,1/415.2,1/0.0
沖ドキ!GOLD,429,50,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,396,"1,433",0,6,7,1/110.2,1/0.0,1/238.8,1/204.7
甲鉄城のカバネリ,397,"1,350",0,4,4,1/168.8,1/0.0,1/337.5,1/337.5
革命機ヴァルヴレイヴ,354,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,355,"2,301",7,1,5,1/177.0,1/328.7,1/2301.0,1/460.2
とある魔術の禁書目録,358,454,0,2,1,1/151.3,1/0.0,1/227.0,1/454.0
スマスロ真・北斗無双,359,"2,121",13,0,4,1/124.8,1/163.2,1/0.0,1/530.2
ゲゲゲの鬼太郎 覚醒,360,343,0,1,1,1/171.5,1/0.0,1/343.0,1/343.0
頭文字D 2nd,361,"3,549",0,8,38,1/77.2,1/0.0,1/443.6,1/93.4
モンスターハンターライズ,368,"2,525",0,5,20,1/101.0,1/0.0,1/505.0,1/126.2
バイオハザード5,377,"8,504",0,22,36,1/146.6,1/0.0,1/386.5,1/236.2
東京喰種,378,"3,475",0,6,21,1/128.7,1/0.0,1/579.2,1/165.5
スーパーブラックジャック,379,"2,832",0,4,14,1/157.3,1/0.0,1/708.0,1/202.3
からくりサーカス,380,"2,597",0,4,20,1/108.2,1/0.0,1/649.2,1/129.8
L サラリーマン金太郎,381,"1,047",0,0,5,1/209.4,1/0.0,1/0.0,1/209.4
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"2,644",0,4,19,1/115.0,1/0.0,1/661.0,1/139.2
うる星やつら,383,"2,108",0,7,1,1/263.5,1/0.0,1/301.1,1/2108.0
シン・エヴァンゲリオン,384,"1,934",0,4,17,1/92.1,1/0.0,1/483.5,1/113.8
聖戦士ダンバイン,385,544,0,1,1,1/272.0,1/0.0,1/544.0,1/544.0
ゴジラ対エヴァンゲリオン,386,"1,626",9,0,11,1/81.3,1/180.7,1/0.0,1/147.8
マジカルハロウィン8,387,"3,528",13,0,38,1/69.2,1/271.4,1/0.0,1/92.8
麻雀格闘倶楽部 覚醒,388,"1,888",0,7,9,1/118.0,1/0.0,1/269.7,1/209.8
L南国育ち,389,"1,180",6,2,0,1/147.5,1/196.7,1/590.0,1/0.0
アオハル♪操 A‐LIVE,392,"1,553",3,3,0,1/258.8,1/517.7,1/517.7,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"2,609",12,31,0,1/60.7,1/217.4,1/84.2,1/0.0
バイオハザード7 レジデント イービル,394,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
新鬼武者2,395,"2,317",0,0,28,1/82.8,1/0.0,1/0.0,1/82.8
ToLOVEるダークネス,405,"2,862",9,0,6,1/190.8,1/318.0,1/0.0,1/477.0
ニューパルサーSPⅢ,414,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ケロット4,415,563,2,2,0,1/140.8,1/281.5,1/281.5,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,124,1,0,0,1/124.0,1/124.0,1/0.0,1/0.0
ニューゲッターマウス,417,"1,309",3,8,0,1/119.0,1/436.3,1/163.6,1/0.0
ファミスタ回胴版!!,418,"2,166",9,4,0,1/166.6,1/240.7,1/541.5,1/0.0
クランキークレスト,419,"3,254",15,7,0,1/147.9,1/216.9,1/464.9,1/0.0
新ハナビ,420,"1,111",3,0,0,1/370.3,1/370.3,1/0.0,1/0.0
ハイハイシオサイ,421,"2,160",13,8,0,1/102.9,1/166.2,1/270.0,1/0.0
