機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ファンキージャグラー2,341,"4,954",16,18,0,1/145.7,1/309.6,1/275.2,1/0.0
押忍！番長4,374,"2,733",0,5,16,1/130.1,1/0.0,1/546.6,1/170.8
押忍！番長4,375,"1,710",0,2,7,1/190.0,1/0.0,1/855.0,1/244.3
押忍！番長4,376,317,0,1,2,1/105.7,1/0.0,1/317.0,1/158.5
炎炎ノ消防隊,398,"1,475",0,3,9,1/122.9,1/0.0,1/491.7,1/163.9
炎炎ノ消防隊,399,132,0,1,0,1/132.0,1/0.0,1/132.0,1/0.0
炎炎ノ消防隊,400,"2,162",0,2,5,1/308.9,1/0.0,1/1081.0,1/432.4
D4DJ Pachi‐Slot Mix,356,"3,059",30,0,32,1/49.3,1/102.0,1/0.0,1/95.6
D4DJ Pachi‐Slot Mix,357,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,362,58,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,363,59,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,366,"4,376",0,12,19,1/141.2,1/0.0,1/364.7,1/230.3
ありふれた職業で世界最強,367,"2,260",0,5,7,1/188.3,1/0.0,1/452.0,1/322.9
サンダーVライトニング,422,"3,066",14,8,0,1/139.4,1/219.0,1/383.2,1/0.0
サンダーVライトニング,423,594,2,0,0,1/297.0,1/297.0,1/0.0,1/0.0
ジャグラーガールズ,333,"4,202",15,8,0,1/182.7,1/280.1,1/525.2,1/0.0
ジャグラーガールズ,334,"1,723",4,4,0,1/215.4,1/430.8,1/430.8,1/0.0
スマスロ炎炎ノ消防隊,350,"8,739",0,13,49,1/141.0,1/0.0,1/672.2,1/178.3
スマスロ炎炎ノ消防隊,351,"7,784",0,19,17,1/216.2,1/0.0,1/409.7,1/457.9
ダンベル何キロ持てる？,403,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ダンベル何キロ持てる？,404,"1,562",0,5,13,1/86.8,1/0.0,1/312.4,1/120.2
バンドリ！,401,154,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バンドリ！,402,"4,719",0,4,41,1/104.9,1/0.0,1/1179.8,1/115.1
ミスタージャグラー,331,"1,959",3,5,0,1/244.9,1/653.0,1/391.8,1/0.0
ミスタージャグラー,332,"2,229",8,4,0,1/185.8,1/278.6,1/557.2,1/0.0
モンキーターンV,369,"6,612",0,10,44,1/122.4,1/0.0,1/661.2,1/150.3
モンキーターンV,370,"9,177",0,21,60,1/113.3,1/0.0,1/437.0,1/152.9
戦国乙女4 戦乱に閃く炯眼の軍師,364,"3,639",15,0,7,1/165.4,1/242.6,1/0.0,1/519.9
戦国乙女4 戦乱に閃く炯眼の軍師,365,"4,810",21,0,14,1/137.4,1/229.0,1/0.0,1/343.6
戦姫絶唱シンフォギア 正義の歌,352,950,0,3,10,1/73.1,1/0.0,1/316.7,1/95.0
戦姫絶唱シンフォギア 正義の歌,353,560,0,1,2,1/186.7,1/0.0,1/560.0,1/280.0
押忍!番長ZERO,390,"3,568",0,5,33,1/93.9,1/0.0,1/713.6,1/108.1
押忍!番長ZERO,391,743,0,1,5,1/123.8,1/0.0,1/743.0,1/148.6
沖ドキ!GOLD,428,"2,788",7,7,0,1/199.1,1/398.3,1/398.3,1/0.0
沖ドキ!GOLD,429,317,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,396,"2,924",0,6,13,1/153.9,1/0.0,1/487.3,1/224.9
甲鉄城のカバネリ,397,462,0,2,3,1/92.4,1/0.0,1/231.0,1/154.0
革命機ヴァルヴレイヴ,354,957,7,0,3,1/95.7,1/136.7,1/0.0,1/319.0
革命機ヴァルヴレイヴ,355,"1,354",0,3,4,1/193.4,1/0.0,1/451.3,1/338.5
とある魔術の禁書目録,358,"1,551",0,5,3,1/193.9,1/0.0,1/310.2,1/517.0
スマスロ真・北斗無双,359,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,360,"1,320",0,2,3,1/264.0,1/0.0,1/660.0,1/440.0
頭文字D 2nd,361,705,0,0,2,1/352.5,1/0.0,1/0.0,1/352.5
モンスターハンターライズ,368,"5,231",0,5,51,1/93.4,1/0.0,1/1046.2,1/102.6
バイオハザード5,377,"8,075",0,20,34,1/149.5,1/0.0,1/403.8,1/237.5
東京喰種,378,"6,143",0,25,19,1/139.6,1/0.0,1/245.7,1/323.3
スーパーブラックジャック,379,"5,571",0,5,35,1/139.3,1/0.0,1/1114.2,1/159.2
からくりサーカス,380,"2,434",0,9,15,1/101.4,1/0.0,1/270.4,1/162.3
L サラリーマン金太郎,381,"1,553",0,1,2,1/517.7,1/0.0,1/1553.0,1/776.5
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"4,592",0,6,36,1/109.3,1/0.0,1/765.3,1/127.6
うる星やつら,383,503,0,2,2,1/125.8,1/0.0,1/251.5,1/251.5
シン・エヴァンゲリオン,384,"3,610",0,11,24,1/103.1,1/0.0,1/328.2,1/150.4
聖戦士ダンバイン,385,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,386,"6,603",39,0,68,1/61.7,1/169.3,1/0.0,1/97.1
ゾンビランドサガ,387,904,18,0,1,1/47.6,1/50.2,1/0.0,1/904.0
麻雀格闘倶楽部 覚醒,388,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
L南国育ち,389,"2,740",15,14,0,1/94.5,1/182.7,1/195.7,1/0.0
アオハル♪操 A‐LIVE,392,269,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"2,467",18,63,0,1/30.5,1/137.1,1/39.2,1/0.0
バイオハザード7 レジデント イービル,394,"2,007",0,1,10,1/182.5,1/0.0,1/2007.0,1/200.7
新鬼武者2,395,415,0,0,1,1/415.0,1/0.0,1/0.0,1/415.0
ToLOVEるダークネス,405,"2,587",13,0,8,1/123.2,1/199.0,1/0.0,1/323.4
ニューパルサーSPⅢ,414,479,1,1,0,1/239.5,1/479.0,1/479.0,1/0.0
ケロット4,415,"1,607",9,0,0,1/178.6,1/178.6,1/0.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,509,3,1,0,1/127.2,1/169.7,1/509.0,1/0.0
ニューゲッターマウス,417,"1,009",2,3,0,1/201.8,1/504.5,1/336.3,1/0.0
ファミスタ回胴版!!,418,"2,558",9,5,0,1/182.7,1/284.2,1/511.6,1/0.0
クランキークレスト,419,"1,247",5,1,0,1/207.8,1/249.4,1/1247.0,1/0.0
新ハナビ,420,"4,138",12,10,0,1/188.1,1/344.8,1/413.8,1/0.0
ハイハイシオサイ,421,595,2,7,0,1/66.1,1/297.5,1/85.0,1/0.0
