機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ハッピージャグラーVIII,327,"2,400",11,7,0,1/133.3,1/218.2,1/342.9,1/0.0
ハッピージャグラーVIII,328,458,1,1,0,1/229.0,1/458.0,1/458.0,1/0.0
ハッピージャグラーVIII,329,"3,445",11,11,0,1/156.6,1/313.2,1/313.2,1/0.0
ハッピージャグラーVIII,330,822,2,4,0,1/137.0,1/411.0,1/205.5,1/0.0
ゴーゴージャグラー3,335,"3,175",16,13,0,1/109.5,1/198.4,1/244.2,1/0.0
ゴーゴージャグラー3,336,"7,002",32,25,0,1/122.8,1/218.8,1/280.1,1/0.0
ゴーゴージャグラー3,337,"2,112",9,5,0,1/150.9,1/234.7,1/422.4,1/0.0
ゴーゴージャグラー3,338,"5,410",33,16,0,1/110.4,1/163.9,1/338.1,1/0.0
ハナハナホウオウ～天翔～,424,162,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,425,"1,383",6,1,0,1/197.6,1/230.5,1/1383.0,1/0.0
ハナハナホウオウ～天翔～,426,358,1,0,0,1/358.0,1/358.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,427,976,2,4,0,1/162.7,1/488.0,1/244.0,1/0.0
ゴッドイーター リザレクション,371,"2,853",0,6,23,1/98.4,1/0.0,1/475.5,1/124.0
ゴッドイーター リザレクション,372,657,0,1,2,1/219.0,1/0.0,1/657.0,1/328.5
ゴッドイーター リザレクション,373,924,0,1,3,1/231.0,1/0.0,1/924.0,1/308.0
ファンキージャグラー2,339,564,1,0,0,1/564.0,1/564.0,1/0.0,1/0.0
ファンキージャグラー2,340,"4,335",15,14,0,1/149.5,1/289.0,1/309.6,1/0.0
ファンキージャグラー2,341,"2,945",14,7,0,1/140.2,1/210.4,1/420.7,1/0.0
押忍！番長4,374,"2,418",0,2,11,1/186.0,1/0.0,1/1209.0,1/219.8
押忍！番長4,375,104,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,376,"4,506",0,6,19,1/180.2,1/0.0,1/751.0,1/237.2
炎炎ノ消防隊,398,123,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,399,"1,292",0,3,3,1/215.3,1/0.0,1/430.7,1/430.7
炎炎ノ消防隊,400,365,0,0,3,1/121.7,1/0.0,1/0.0,1/121.7
D4DJ Pachi‐Slot Mix,356,510,8,0,7,1/34.0,1/63.8,1/0.0,1/72.9
D4DJ Pachi‐Slot Mix,357,183,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
L南国育ち,358,"3,525",23,11,0,1/103.7,1/153.3,1/320.5,1/0.0
L南国育ち,359,626,4,2,0,1/104.3,1/156.5,1/313.0,1/0.0
Re:ゼロから始める異世界生活 season2,362,"1,145",0,0,8,1/143.1,1/0.0,1/0.0,1/143.1
Re:ゼロから始める異世界生活 season2,363,417,0,0,2,1/208.5,1/0.0,1/0.0,1/208.5
ありふれた職業で世界最強,366,748,0,1,1,1/374.0,1/0.0,1/748.0,1/748.0
ありふれた職業で世界最強,367,876,0,2,4,1/146.0,1/0.0,1/438.0,1/219.0
サンダーVライトニング,422,"2,001",7,9,0,1/125.1,1/285.9,1/222.3,1/0.0
サンダーVライトニング,423,676,2,1,0,1/225.3,1/338.0,1/676.0,1/0.0
ジャグラーガールズ,333,"1,311",5,6,0,1/119.2,1/262.2,1/218.5,1/0.0
ジャグラーガールズ,334,"1,602",7,2,0,1/178.0,1/228.9,1/801.0,1/0.0
ダンベル何キロ持てる？,403,771,0,3,19,1/35.0,1/0.0,1/257.0,1/40.6
ダンベル何キロ持てる？,404,"2,030",0,6,38,1/46.1,1/0.0,1/338.3,1/53.4
バンドリ！,401,"1,661",0,3,7,1/166.1,1/0.0,1/553.7,1/237.3
バンドリ！,402,"2,593",0,5,11,1/162.1,1/0.0,1/518.6,1/235.7
ミスタージャグラー,331,"4,279",14,16,0,1/142.6,1/305.6,1/267.4,1/0.0
ミスタージャグラー,332,"6,075",20,24,0,1/138.1,1/303.8,1/253.1,1/0.0
モンキーターンV,369,"3,564",0,5,20,1/142.6,1/0.0,1/712.8,1/178.2
モンキーターンV,370,"4,401",0,8,31,1/112.8,1/0.0,1/550.1,1/142.0
戦国乙女4 戦乱に閃く炯眼の軍師,364,"3,601",15,0,11,1/138.5,1/240.1,1/0.0,1/327.4
戦国乙女4 戦乱に閃く炯眼の軍師,365,"3,935",23,0,17,1/98.4,1/171.1,1/0.0,1/231.5
戦姫絶唱シンフォギア 正義の歌,352,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,353,403,0,1,2,1/134.3,1/0.0,1/403.0,1/201.5
押忍!番長ZERO,390,885,0,1,5,1/147.5,1/0.0,1/885.0,1/177.0
押忍!番長ZERO,391,441,0,1,2,1/147.0,1/0.0,1/441.0,1/220.5
沖ドキ!GOLD,428,"1,571",4,5,0,1/174.6,1/392.8,1/314.2,1/0.0
沖ドキ!GOLD,429,"3,151",23,14,0,1/85.2,1/137.0,1/225.1,1/0.0
甲鉄城のカバネリ,396,"2,500",0,6,18,1/104.2,1/0.0,1/416.7,1/138.9
甲鉄城のカバネリ,397,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,354,"3,771",65,3,14,1/46.0,1/58.0,1/1257.0,1/269.4
革命機ヴァルヴレイヴ,355,18,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,350,12,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
犬夜叉2,351,540,0,2,15,1/31.8,1/0.0,1/270.0,1/36.0
ゲゲゲの鬼太郎 覚醒,360,"1,220",0,2,8,1/122.0,1/0.0,1/610.0,1/152.5
頭文字D 2nd,361,238,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
モンスターハンターライズ,368,"4,542",0,14,42,1/81.1,1/0.0,1/324.4,1/108.1
バイオハザード5,377,"4,847",0,12,16,1/173.1,1/0.0,1/403.9,1/302.9
東京喰種,378,"4,179",0,9,27,1/116.1,1/0.0,1/464.3,1/154.8
スーパーブラックジャック,379,"3,187",0,8,26,1/93.7,1/0.0,1/398.4,1/122.6
からくりサーカス,380,"1,981",0,4,11,1/132.1,1/0.0,1/495.2,1/180.1
L サラリーマン金太郎,381,"4,764",0,1,37,1/125.4,1/0.0,1/4764.0,1/128.8
ゾンビランドサガ,382,"1,208",16,0,3,1/63.6,1/75.5,1/0.0,1/402.7
スマスロ炎炎ノ消防隊,383,108,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
シン・エヴァンゲリオン,384,"4,714",0,13,14,1/174.6,1/0.0,1/362.6,1/336.7
聖戦士ダンバイン,385,"1,545",0,2,29,1/49.8,1/0.0,1/772.5,1/53.3
ゴジラ対エヴァンゲリオン,386,381,2,0,0,1/190.5,1/190.5,1/0.0,1/0.0
ガールズ&パンツァー 最終章,387,95,4,1,0,1/19.0,1/23.8,1/95.0,1/0.0
麻雀格闘倶楽部 覚醒,388,"4,580",0,13,23,1/127.2,1/0.0,1/352.3,1/199.1
とある魔術の禁書目録,389,"1,267",0,2,1,1/422.3,1/0.0,1/633.5,1/1267.0
アオハル♪操 A‐LIVE,392,406,2,0,0,1/203.0,1/203.0,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,516,1,5,0,1/86.0,1/516.0,1/103.2,1/0.0
バイオハザード7 レジデント イービル,394,"3,838",0,3,44,1/81.7,1/0.0,1/1279.3,1/87.2
新鬼武者2,395,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ToLOVEるダークネス,405,"5,876",29,0,14,1/136.7,1/202.6,1/0.0,1/419.7
ニューパルサーSPⅢ,414,"1,539",5,3,0,1/192.4,1/307.8,1/513.0,1/0.0
ケロット4,415,72,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,113,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューゲッターマウス,417,"1,877",7,9,0,1/117.3,1/268.1,1/208.6,1/0.0
ファミスタ回胴版!!,418,"2,536",10,8,0,1/140.9,1/253.6,1/317.0,1/0.0
クランキークレスト,419,"1,540",2,3,0,1/308.0,1/770.0,1/513.3,1/0.0
新ハナビ,420,"1,439",4,3,0,1/205.6,1/359.8,1/479.7,1/0.0
ハイハイシオサイ,421,528,2,2,0,1/132.0,1/264.0,1/264.0,1/0.0
