,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
c: アイムジャグラーEX-TP,868,21671,1378,1.021,355.3,148.4,2102.0,157.0,1.025,420.4,150.1,2656.0,564.0,1.071,265.6,132.8,7317.0,2116.0,1.096,304.9,126.2,5289.0,-459.0,0.971,587.7,182.4,468.0,-250.0,0.822,468.0,234.0,3839.0,-750.0,0.935,319.9,166.9,,,,,
c: アイムジャグラーEX-TP,869,15871,354,1.007,337.7,149.7,6293.0,1802.0,1.095,314.6,128.4,3162.0,-680.0,0.928,632.4,197.6,761.0,-448.0,0.804,761.0,253.7,5655.0,-320.0,0.981,269.3,148.8,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,870,9277,-1656,0.94,488.3,193.3,1224.0,-331.0,0.91,612.0,204.0,1556.0,-599.0,0.872,1556.0,311.2,2639.0,-110.0,0.986,293.2,155.2,3858.0,-616.0,0.947,551.1,192.9,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,871,14445,-1029,0.976,424.9,164.1,3205.0,-895.0,0.907,534.2,200.3,2842.0,-1314.0,0.846,473.7,236.8,2936.0,1337.0,1.152,367.0,122.3,5462.0,-157.0,0.99,390.1,151.7,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,872,12233,-476,0.987,382.3,161.0,2471.0,-1105.0,0.851,411.8,224.6,1013.0,-459.0,0.849,1013.0,253.2,2399.0,-145.0,0.98,342.7,149.9,6350.0,1233.0,1.065,352.8,141.1,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,873,11012,-790,0.976,423.5,166.8,1170.0,-250.0,0.929,585.0,195.0,3428.0,-738.0,0.928,342.8,171.4,3576.0,-215.0,0.98,596.0,178.8,2838.0,413.0,1.049,354.8,141.9,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,874,14060,-1186,0.972,327.0,154.5,3465.0,-855.0,0.918,346.5,173.2,4325.0,-145.0,0.989,227.6,131.1,3812.0,-459.0,0.96,476.5,173.3,2458.0,273.0,1.037,409.7,153.6,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,875,8204,-1895,0.923,410.2,182.3,1199.0,-1012.0,0.719,1199.0,399.7,1671.0,-994.0,0.802,334.2,208.9,2220.0,1035.0,1.155,444.0,123.3,3114.0,-924.0,0.901,346.0,194.6,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,876,9276,-1546,0.944,403.3,178.4,1676.0,-494.0,0.902,558.7,209.5,2663.0,-238.0,0.97,380.4,166.4,1902.0,-29.0,0.995,475.5,172.9,3035.0,-785.0,0.914,337.2,178.5,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,877,5662,-1826,0.892,566.2,217.8,1549.0,-599.0,0.871,516.3,221.3,1379.0,180.0,1.044,1379.0,172.4,1893.0,-529.0,0.907,315.5,189.3,841.0,-878.0,0.652,,841.0,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,878,10098,-1210,0.96,480.9,174.1,2109.0,99.0,1.016,1054.5,175.8,2762.0,-983.0,0.881,345.2,184.1,1584.0,-657.0,0.862,316.8,198.0,3643.0,331.0,1.03,607.2,158.4,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,879,8629,-1233,0.952,410.9,176.1,1400.0,-355.0,0.915,466.7,200.0,2563.0,-157.0,0.98,366.1,160.2,3144.0,-157.0,0.983,349.3,157.2,1522.0,-564.0,0.876,761.0,253.7,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,880,9672,-546,0.981,460.6,166.8,3894.0,645.0,1.055,432.7,139.1,1727.0,-238.0,0.954,863.5,191.9,1281.0,-238.0,0.938,1281.0,256.2,2770.0,-715.0,0.914,307.8,173.1,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,881,7023,-2081,0.901,468.2,195.1,501.0,-587.0,0.609,,,1178.0,-494.0,0.86,589.0,235.6,3917.0,-52.0,0.996,391.7,156.7,1427.0,-948.0,0.779,475.7,237.8,,,,,,,,,,,,,,,
c: アイムジャグラーEX-TP,882,18003,-1704,0.968,360.1,162.2,5062.0,-448.0,0.97,337.5,163.3,3381.0,122.0,1.012,563.5,169.0,2507.0,-849.0,0.887,417.8,208.9,7053.0,-529.0,0.975,306.7,146.9,,,,,,,,,,,,,,,
d: マイジャグラーV,789,33506,-2918,0.971,398.9,165.9,5052.0,547.0,1.036,297.2,132.9,6155.0,-802.0,0.957,410.3,166.4,3938.0,-1198.0,0.899,787.6,246.1,5950.0,157.0,1.009,350.0,148.8,1916.0,-1244.0,0.784,638.7,319.3,6812.0,-128.0,0.994,425.8,162.2,3683.0,-250.0,0.977,334.8,160.1
d: マイジャグラーV,790,42815,1564,1.012,365.9,148.7,7022.0,872.0,1.041,585.2,152.7,6174.0,1174.0,1.063,308.7,131.4,5961.0,820.0,1.046,283.9,132.5,7516.0,663.0,1.029,357.9,139.2,5735.0,-41.0,0.998,358.4,155.0,7133.0,-1453.0,0.932,324.2,169.8,3274.0,-471.0,0.952,654.8,192.6
d: マイジャグラーV,791,37766,1663,1.015,317.4,145.3,7177.0,17.0,1.001,312.0,152.7,6093.0,-517.0,0.972,253.9,145.1,4742.0,-1314.0,0.908,338.7,175.6,6781.0,2721.0,1.134,294.8,114.9,487.0,-622.0,0.574,,,7715.0,1128.0,1.049,335.4,140.3,4771.0,250.0,1.017,397.6,159.0
d: マイジャグラーV,792,41618,-1464,0.988,312.9,150.8,8269.0,2535.0,1.102,217.6,113.3,7282.0,29.0,1.001,364.1,154.9,5195.0,-1151.0,0.926,371.1,173.2,4457.0,-587.0,0.956,445.7,171.4,4994.0,105.0,1.007,416.2,161.1,6537.0,-1081.0,0.945,297.1,163.4,4884.0,-1314.0,0.91,287.3,168.4
d: マイジャグラーV,793,39485,9181,1.078,343.3,133.4,9003.0,3977.0,1.147,243.3,109.8,7825.0,2349.0,1.1,260.8,120.4,3571.0,-471.0,0.956,595.2,187.9,7064.0,2070.0,1.098,470.9,138.5,3992.0,87.0,1.007,362.9,153.5,5689.0,1663.0,1.097,474.1,135.5,2341.0,-494.0,0.93,585.2,212.8
d: マイジャグラーV,794,27859,860,1.01,403.8,152.2,8317.0,3047.0,1.122,332.7,120.5,5793.0,2209.0,1.127,275.9,115.9,3305.0,-715.0,0.928,472.1,194.4,3589.0,-1640.0,0.848,448.6,211.1,844.0,-645.0,0.745,,844.0,4779.0,-291.0,0.98,597.4,170.7,1232.0,-1105.0,0.701,,1232.0
d: マイジャグラーV,795,38289,-6145,0.947,364.7,170.9,5303.0,-709.0,0.955,331.4,156.0,7493.0,-1314.0,0.942,299.7,162.9,6093.0,-703.0,0.962,358.4,169.2,6785.0,-291.0,0.986,521.9,169.6,4029.0,-1407.0,0.884,402.9,212.1,3059.0,-1081.0,0.882,764.8,254.9,5527.0,-640.0,0.961,276.4,149.4
d: マイジャグラーV,796,29682,-6326,0.929,463.8,185.5,7542.0,-1477.0,0.935,419.0,179.6,4020.0,-1500.0,0.876,670.0,223.3,3833.0,-529.0,0.954,479.1,182.5,3727.0,-2256.0,0.798,414.1,248.5,1686.0,17.0,1.003,1686.0,168.6,6289.0,-122.0,0.994,419.3,165.5,2585.0,-459.0,0.941,369.3,161.6
d: マイジャグラーV,797,36998,-64,0.999,339.4,151.0,5803.0,262.0,1.015,527.5,161.2,5705.0,1477.0,1.086,633.9,146.3,4404.0,-1314.0,0.901,400.4,191.5,5021.0,1174.0,1.078,557.9,147.7,6508.0,459.0,1.024,216.9,130.2,8125.0,-1198.0,0.951,232.1,145.1,1432.0,-924.0,0.785,358.0,204.6
d: マイジャグラーV,798,33747,-3616,0.964,387.9,166.2,3841.0,-1337.0,0.884,426.8,202.2,5588.0,-913.0,0.946,399.1,174.6,8138.0,-134.0,0.995,313.0,148.0,4421.0,-1872.0,0.859,552.6,232.7,1929.0,-436.0,0.925,964.5,214.3,5522.0,785.0,1.047,394.4,141.6,4308.0,291.0,1.023,307.7,143.6
d: マイジャグラーV,799,29085,-2093,0.976,303.0,151.5,7720.0,0.0,1.0,275.7,140.4,8561.0,1058.0,1.041,219.5,122.3,3689.0,-157.0,0.986,409.9,160.4,2316.0,-1035.0,0.851,772.0,231.6,2631.0,-331.0,0.958,292.3,154.8,3013.0,-727.0,0.92,753.2,231.8,1155.0,-901.0,0.74,288.8,288.8
d: マイジャグラーV,800,30484,-3307,0.964,455.0,174.2,4206.0,-552.0,0.956,525.8,182.9,7013.0,640.0,1.03,334.0,143.1,1783.0,-1453.0,0.728,891.5,356.6,6914.0,680.0,1.033,691.4,164.6,1143.0,-1035.0,0.698,571.5,381.0,7169.0,-895.0,0.958,311.7,162.9,2256.0,-692.0,0.898,2256.0,250.7
d: マイジャグラーV,801,35919,-3465,0.968,386.2,166.3,7481.0,-622.0,0.972,226.7,141.2,7126.0,-1756.0,0.918,296.9,169.7,4431.0,-913.0,0.931,369.2,177.2,5631.0,895.0,1.053,804.4,156.4,2499.0,-81.0,0.989,,227.2,6273.0,-843.0,0.955,522.8,184.5,2478.0,-145.0,0.98,495.6,165.2
d: マイジャグラーV,802,29578,-6005,0.932,455.0,190.8,4298.0,-552.0,0.957,614.0,186.9,5043.0,-1523.0,0.899,630.4,240.1,4413.0,-1267.0,0.904,551.6,210.1,4732.0,-901.0,0.937,278.4,163.2,2440.0,-599.0,0.918,348.6,187.7,3430.0,-2116.0,0.794,490.0,285.8,5222.0,953.0,1.061,474.7,145.1
d: マイジャグラーV,803,31696,1511,1.016,326.8,143.4,2735.0,-99.0,0.988,683.8,170.9,7751.0,4151.0,1.179,204.0,102.0,4199.0,-715.0,0.943,419.9,182.6,4870.0,-1291.0,0.912,374.6,180.4,4336.0,320.0,1.025,394.2,144.5,4314.0,180.0,1.014,539.2,154.1,3491.0,-1035.0,0.901,268.5,166.2
d: マイジャグラーV,804,24904,-4505,0.94,469.9,183.1,4860.0,-180.0,0.988,486.0,167.6,2737.0,-645.0,0.921,1368.5,228.1,2913.0,-849.0,0.903,416.1,182.1,4622.0,-1128.0,0.919,385.2,192.6,1256.0,-669.0,0.822,628.0,314.0,4837.0,-424.0,0.971,604.6,179.1,3679.0,-610.0,0.945,306.6,153.3
d: マイジャグラーV,805,34620,785,1.008,303.7,143.1,6822.0,331.0,1.016,272.9,136.4,8278.0,3047.0,1.123,223.7,108.9,6210.0,-1407.0,0.924,282.3,159.2,5302.0,-459.0,0.971,441.8,171.0,3339.0,145.0,1.014,417.4,167.0,2953.0,-843.0,0.905,421.9,196.9,1716.0,-29.0,0.994,572.0,156.0
d: マイジャグラーV,806,30612,-5744,0.937,397.6,179.0,5962.0,58.0,1.003,372.6,152.9,6323.0,-971.0,0.949,351.3,170.9,4553.0,-494.0,0.964,413.9,175.1,3441.0,-2302.0,0.777,430.1,264.7,2085.0,-1965.0,0.686,1042.5,521.2,6081.0,587.0,1.032,337.8,144.8,2167.0,-657.0,0.899,541.8,216.7
d: マイジャグラーV,807,27821,-3412,0.959,441.6,175.0,3909.0,-1221.0,0.896,355.4,186.1,7206.0,-1174.0,0.946,300.2,163.8,4464.0,134.0,1.01,744.0,171.7,5186.0,-87.0,0.994,471.5,162.1,1794.0,-1174.0,0.782,598.0,299.0,3950.0,895.0,1.076,493.8,146.3,1312.0,-785.0,0.801,,437.3
d: マイジャグラーV,808,42370,3023,1.024,331.0,143.1,6977.0,2163.0,1.103,232.6,116.3,6446.0,-1244.0,0.936,280.3,161.2,6222.0,1709.0,1.092,444.4,132.4,8084.0,360.0,1.015,310.9,147.0,5080.0,1267.0,1.083,508.0,137.3,5702.0,-494.0,0.971,407.3,167.7,3859.0,-738.0,0.936,350.8,167.8
e: ファンキージャグラー2,819,28130,-1954,0.977,347.3,155.4,2848.0,-122.0,0.986,316.4,149.9,2056.0,-1221.0,0.802,514.0,257.0,8209.0,779.0,1.032,283.1,134.6,5194.0,-727.0,0.953,432.8,179.1,476.0,-355.0,0.751,,476.0,8132.0,640.0,1.026,338.8,137.8,1215.0,-948.0,0.74,405.0,303.8
e: ファンキージャグラー2,820,27334,6063,1.074,455.6,139.5,1765.0,-483.0,0.909,588.3,196.1,4042.0,2442.0,1.201,367.5,106.4,4784.0,-826.0,0.942,341.7,170.9,5806.0,244.0,1.014,414.7,156.9,1102.0,-273.0,0.917,,275.5,7576.0,4221.0,1.186,541.1,120.3,2259.0,738.0,1.109,564.8,132.9
e: ファンキージャグラー2,821,23441,-1093,0.984,418.6,159.5,6819.0,1465.0,1.072,284.1,126.3,1748.0,-971.0,0.815,582.7,249.7,6674.0,180.0,1.009,741.6,171.1,1817.0,-331.0,0.939,605.7,181.7,1774.0,-436.0,0.918,354.8,161.3,3231.0,-1616.0,0.833,323.1,201.9,1378.0,616.0,1.149,689.0,137.8
e: ファンキージャグラー2,822,23954,-1424,0.98,368.5,159.7,865.0,-203.0,0.922,865.0,216.2,1177.0,-529.0,0.85,,294.2,7890.0,-756.0,0.968,272.1,151.7,6372.0,64.0,1.003,303.4,144.8,650.0,-320.0,0.836,,325.0,4425.0,-314.0,0.976,553.1,177.0,2575.0,634.0,1.082,429.2,135.5
e: ファンキージャグラー2,823,24208,-1734,0.976,494.0,171.7,4133.0,523.0,1.042,516.6,159.0,4167.0,-1547.0,0.876,320.5,189.4,5132.0,-1314.0,0.915,513.2,197.4,4200.0,110.0,1.009,600.0,168.0,2753.0,692.0,1.084,550.6,144.9,2821.0,331.0,1.039,705.2,156.7,1002.0,-529.0,0.824,501.0,200.4
e: ファンキージャグラー2,824,22078,1673,1.025,387.3,147.2,2608.0,-203.0,0.974,372.6,153.4,2249.0,-576.0,0.915,449.8,187.4,8437.0,2860.0,1.113,301.3,122.3,3374.0,-1105.0,0.891,306.7,187.4,644.0,52.0,1.027,644.0,161.0,2640.0,52.0,1.007,660.0,165.0,2126.0,593.0,1.093,2126.0,151.9
e: ファンキージャグラー2,825,22622,-1331,0.98,364.9,157.1,2565.0,-756.0,0.902,1282.5,256.5,2137.0,-965.0,0.849,427.4,213.7,8990.0,1872.0,1.069,236.6,118.3,5511.0,-517.0,0.969,393.6,167.0,402.0,-203.0,0.832,,402.0,2370.0,-314.0,0.956,790.0,182.3,647.0,-448.0,0.769,,647.0
e: ファンキージャグラー2,826,33103,-3402,0.966,419.0,165.5,2860.0,-890.0,0.896,408.6,190.7,2653.0,-913.0,0.885,663.2,221.1,7648.0,-1337.0,0.942,424.9,173.8,5535.0,1035.0,1.062,553.5,141.9,4622.0,-1500.0,0.892,385.2,192.6,5475.0,-35.0,0.998,497.7,161.0,4310.0,238.0,1.018,253.5,134.7
f: ウルトラミラクルジャグラー,860,36267,-1238,0.989,332.7,148.0,7083.0,157.0,1.007,322.0,141.7,4947.0,-750.0,0.949,329.8,154.6,5655.0,-593.0,0.965,565.5,176.7,8264.0,2442.0,1.098,266.6,118.1,3507.0,-238.0,0.977,389.7,167.0,6811.0,-2256.0,0.89,309.6,170.3,,,,,
f: ウルトラミラクルジャグラー,861,31371,6396,1.068,369.1,135.2,3599.0,-64.0,0.994,599.8,171.4,6574.0,494.0,1.025,505.7,152.9,2704.0,669.0,1.082,450.7,135.2,8162.0,2767.0,1.113,247.3,115.0,1922.0,-517.0,0.91,640.7,213.6,8410.0,3047.0,1.121,350.4,123.7,,,,,
f: ウルトラミラクルジャグラー,862,31485,-895,0.991,370.4,155.1,3711.0,-564.0,0.949,337.4,168.7,2869.0,-895.0,0.896,358.6,191.3,5136.0,436.0,1.028,342.4,142.7,6049.0,826.0,1.046,302.4,131.5,5433.0,58.0,1.004,1086.6,181.1,8287.0,-756.0,0.97,318.7,153.5,,,,,
f: ウルトラミラクルジャグラー,863,30082,280,1.003,436.0,157.5,3140.0,-413.0,0.956,348.9,165.3,7215.0,779.0,1.036,328.0,136.1,2140.0,-180.0,0.972,2140.0,214.0,7201.0,442.0,1.02,342.9,147.0,2129.0,-1453.0,0.773,1064.5,354.8,8257.0,1105.0,1.045,589.8,152.9,,,,,
f: ウルトラミラクルジャグラー,864,26545,-2587,0.968,442.4,170.2,4558.0,-517.0,0.962,414.4,162.8,2050.0,-1012.0,0.835,683.3,227.8,2065.0,-773.0,0.875,516.2,258.1,8159.0,1837.0,1.075,479.9,143.1,2952.0,-924.0,0.896,421.7,196.8,6761.0,-1198.0,0.941,375.6,173.4,,,,,
f: ウルトラミラクルジャグラー,865,32178,-3099,0.968,346.0,156.2,6376.0,-29.0,0.998,289.8,141.7,2492.0,-180.0,0.976,2492.0,207.7,4301.0,-407.0,0.968,358.4,159.3,6180.0,-1826.0,0.902,294.3,167.0,5810.0,-1128.0,0.935,341.8,161.4,7019.0,471.0,1.022,351.0,143.2,,,,,
g: ジャグラーガールズ,816,24592,-1343,0.982,346.4,155.6,4894.0,-552.0,0.962,305.9,152.9,693.0,-192.0,0.908,346.5,173.2,4629.0,-355.0,0.974,243.6,136.1,2075.0,-715.0,0.885,691.7,230.6,3211.0,424.0,1.044,401.4,146.0,5366.0,-180.0,0.989,412.8,157.8,3724.0,227.0,1.02,372.4,161.9
g: ジャグラーガールズ,817,28911,216,1.002,361.4,153.0,4410.0,105.0,1.008,294.0,142.3,3081.0,-552.0,0.94,385.1,181.2,2634.0,-564.0,0.929,526.8,188.1,3062.0,-762.0,0.917,306.2,180.1,4271.0,779.0,1.061,328.5,133.5,6517.0,2012.0,1.103,407.3,130.3,4936.0,-802.0,0.946,379.7,176.3
g: ジャグラーガールズ,818,15093,-5936,0.869,419.2,201.2,3031.0,-901.0,0.901,378.9,189.4,1955.0,-849.0,0.855,488.8,217.2,1516.0,-797.0,0.825,505.3,216.6,1196.0,-610.0,0.83,1196.0,239.2,1490.0,-657.0,0.853,298.0,186.2,4347.0,-1221.0,0.906,362.2,181.1,1558.0,-901.0,0.807,519.3,259.7
h: ハッピージャグラーVIII,849,34214,1583,1.015,325.8,140.8,5524.0,-110.0,0.993,394.6,153.4,6266.0,1384.0,1.074,313.3,125.3,6048.0,1291.0,1.071,318.3,128.7,5460.0,-517.0,0.968,390.0,165.5,4685.0,820.0,1.058,234.2,120.1,1180.0,-948.0,0.732,,393.3,5051.0,-337.0,0.978,280.6,144.3
h: ハッピージャグラーVIII,850,28670,2725,1.032,329.5,142.6,4669.0,-576.0,0.959,333.5,161.0,2527.0,-76.0,0.99,631.8,180.5,5865.0,1988.0,1.113,279.3,122.2,1903.0,87.0,1.015,951.5,173.0,849.0,-483.0,0.81,424.5,283.0,6253.0,87.0,1.005,347.4,152.5,6604.0,1698.0,1.086,254.0,120.1
h: ハッピージャグラーVIII,851,30877,-1941,0.979,363.3,148.4,3324.0,-180.0,0.982,554.0,174.9,4779.0,471.0,1.033,434.5,140.6,7534.0,-831.0,0.963,301.4,150.7,6007.0,-1198.0,0.934,333.7,136.5,905.0,-622.0,0.771,301.7,226.2,3407.0,-407.0,0.96,567.8,170.4,4921.0,826.0,1.056,307.6,133.0
h: ハッピージャグラーVIII,852,13794,-1390,0.966,394.1,158.6,1916.0,-157.0,0.973,638.7,174.2,2111.0,203.0,1.032,351.8,131.9,3152.0,-390.0,0.959,630.4,175.1,1715.0,-762.0,0.852,285.8,190.6,480.0,-517.0,0.641,480.0,480.0,1307.0,-203.0,0.948,435.7,163.4,3113.0,436.0,1.047,283.0,129.7
h: ハッピージャグラーVIII,853,23105,-1505,0.978,366.7,157.2,3994.0,541.0,1.045,363.1,142.6,5834.0,564.0,1.032,343.2,138.9,1171.0,-971.0,0.724,1171.0,390.3,3452.0,-820.0,0.921,383.6,172.6,2005.0,-52.0,0.991,401.0,154.2,6023.0,-750.0,0.958,301.2,158.5,626.0,-17.0,0.991,,208.7
h: ハッピージャグラーVIII,854,11794,-3914,0.889,491.4,210.6,3002.0,-134.0,0.985,500.3,166.8,1347.0,-669.0,0.834,1347.0,336.8,2096.0,-913.0,0.855,419.2,232.9,1110.0,-657.0,0.803,1110.0,277.5,551.0,-483.0,0.708,275.5,275.5,1643.0,-134.0,0.973,328.6,164.3,2045.0,-924.0,0.849,511.2,227.2
h: ハッピージャグラーVIII,855,23168,-2173,0.969,345.8,159.8,3926.0,87.0,1.007,280.4,145.4,2481.0,-779.0,0.895,413.5,190.8,3445.0,-1360.0,0.868,344.5,202.6,5981.0,105.0,1.006,351.8,149.5,1422.0,-459.0,0.892,355.5,177.8,5013.0,390.0,1.026,334.2,143.2,900.0,-157.0,0.942,900.0,180.0
i: ゴーゴージャグラー3,809,18630,-5205,0.907,503.5,196.1,1475.0,-1291.0,0.708,1475.0,491.7,1862.0,-41.0,0.993,465.5,155.2,3022.0,-669.0,0.926,335.8,159.1,2533.0,-750.0,0.901,422.2,194.8,1623.0,-959.0,0.803,1623.0,324.6,6696.0,-733.0,0.964,446.4,171.7,1419.0,-762.0,0.821,1419.0,354.8
i: ゴーゴージャグラー3,810,22113,-1210,0.982,387.9,160.2,803.0,-459.0,0.809,,401.5,2334.0,-901.0,0.871,333.4,194.5,4892.0,87.0,1.006,407.7,152.9,5013.0,430.0,1.029,385.6,147.4,3058.0,157.0,1.017,305.8,145.6,1192.0,-797.0,0.777,1192.0,397.3,4821.0,273.0,1.019,344.4,141.8
i: ゴーゴージャグラー3,811,27725,-2888,0.965,379.8,157.5,5019.0,-401.0,0.973,557.7,167.3,1571.0,-890.0,0.811,1571.0,261.8,6985.0,-180.0,0.991,303.7,145.5,7463.0,-517.0,0.977,287.0,135.7,441.0,-517.0,0.609,441.0,441.0,3105.0,-424.0,0.954,517.5,182.6,3141.0,41.0,1.004,448.7,165.3
i: ゴーゴージャグラー3,812,22129,-1348,0.98,388.2,160.4,1365.0,-529.0,0.871,682.5,227.5,2547.0,262.0,1.034,509.4,149.8,877.0,-308.0,0.883,877.0,219.2,5200.0,942.0,1.06,288.9,130.0,3779.0,-1744.0,0.846,377.9,209.9,4717.0,-750.0,0.947,428.8,174.7,3644.0,779.0,1.071,364.4,140.2
i: ゴーゴージャグラー3,813,23760,-1791,0.975,354.6,157.4,1261.0,-157.0,0.958,630.5,210.2,5597.0,35.0,1.002,294.6,136.5,3816.0,-122.0,0.989,346.9,152.6,1304.0,-890.0,0.772,1304.0,434.7,2267.0,1081.0,1.159,323.9,119.3,3788.0,-1407.0,0.876,473.5,210.4,5727.0,-331.0,0.981,301.4,146.8
