,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
a: ゴーゴージャグラー3,1009,39979,2681,171,108,1.022,370.2,143.3,8414,1103,37,29,1.044,290.1,127.5,5637,-324,20,22,0.981,256.2,134.2,5396,594,26,7,1.037,770.9,163.5,2259,-462,7,6,0.932,376.5,173.8,7115,1512,34,18,1.071,395.3,136.8,4257,-121,17,8,0.991,532.1,170.3,6901,379,30,18,1.018,383.4,143.8
a: ゴーゴージャグラー3,1010,40685,1603,150,143,1.013,284.5,138.9,7247,2250,32,34,1.103,213.1,109.8,1219,-744,3,1,0.797,1219.0,304.8,4531,-703,15,10,0.948,453.1,181.2,8012,-253,27,27,0.989,296.7,148.4,7465,41,28,24,1.002,311.0,143.6,3461,-885,11,7,0.915,494.4,192.3,8750,1897,34,40,1.072,218.8,118.2
b: ゴーゴージャグラー3,1011,41548,-56,160,118,1.0,352.1,149.5,3744,-1182,11,12,0.895,312.0,162.8,7059,-924,26,18,0.956,392.2,160.4,7053,2215,35,22,1.105,320.6,123.7,6081,1241,26,20,1.068,304.0,132.2,5787,-344,20,14,0.98,413.4,170.2,7622,-350,26,23,0.985,331.4,155.6,4202,-712,16,9,0.944,466.9,168.1
b: ゴーゴージャグラー3,1012,38442,1976,152,118,1.017,325.8,142.4,6281,215,22,30,1.011,209.4,120.8,8117,1368,35,29,1.056,279.9,126.8,7116,1171,31,22,1.055,323.5,134.3,4743,1276,23,12,1.09,395.2,135.5,2522,-474,9,3,0.937,840.7,210.2,2090,-1324,4,4,0.789,522.5,261.2,7573,-256,28,18,0.989,420.7,164.6
b: ゴーゴージャグラー3,1013,35776,2467,147,102,1.023,350.7,143.7,7280,1053,31,25,1.048,291.2,130.0,2446,-574,8,7,0.922,349.4,163.1,5436,2126,27,18,1.13,302.0,120.8,5891,-203,21,17,0.989,346.5,155.0,4984,688,25,8,1.046,623.0,151.0,5416,-191,21,14,0.988,386.9,154.7,4323,-432,14,13,0.967,332.5,160.1
b: ゴーゴージャグラー3,1014,34787,-48,130,99,1.0,351.4,151.9,710,-191,3,0,0.91,,236.7,2947,-2232,2,9,0.748,327.4,267.9,5508,174,21,17,1.011,324.0,144.9,4868,-291,17,12,0.98,405.7,167.9,7029,994,31,18,1.047,390.5,143.4,5576,-226,18,22,0.986,253.5,139.4,8149,1724,38,21,1.071,388.0,138.1
b: ゴーゴージャグラー3,1015,35769,632,137,104,1.006,343.9,148.4,4326,-985,12,16,0.924,270.4,154.5,3438,-538,13,8,0.948,429.8,163.7,7337,-150,25,26,0.993,282.2,143.9,2739,-850,8,7,0.897,391.3,182.6,3690,1544,20,9,1.139,410.0,127.2,5536,226,23,12,1.014,461.3,158.2,8703,1385,36,26,1.053,334.7,140.4
b: ゴーゴージャグラー3,1016,34138,4968,153,89,1.049,383.6,141.1,3673,-544,13,11,0.951,333.9,153.0,7391,-432,25,26,0.981,284.3,144.9,1517,-821,3,0,0.82,,505.7,2281,-568,7,6,0.917,380.2,175.5,6591,1288,33,11,1.065,599.2,149.8,6197,1971,32,16,1.106,387.3,129.1,6488,4074,40,19,1.209,341.5,110.0
b: ゴーゴージャグラー3,1017,29050,686,113,88,1.008,330.1,144.5,5861,1371,27,21,1.078,279.1,122.1,1453,-738,3,6,0.831,242.2,161.4,1635,-291,6,2,0.941,817.5,204.4,3196,226,12,12,1.024,266.3,133.2,7322,-1347,22,24,0.939,305.1,159.2,2035,-379,7,3,0.938,678.3,203.5,7548,1844,36,20,1.081,377.4,134.8
b: ゴーゴージャグラー3,1018,31991,-3339,115,84,0.965,380.8,160.8,3799,-641,12,14,0.944,271.4,146.1,6229,-1382,17,22,0.926,283.1,159.7,2239,-768,7,3,0.886,746.3,223.9,2957,197,13,6,1.022,492.8,155.6,3875,194,19,4,1.017,968.8,168.5,6261,-18,27,13,0.999,481.6,156.5,6631,-921,20,22,0.954,301.4,157.9
b: ゴーゴージャグラー3,1019,35591,1070,138,107,1.01,332.6,145.3,5450,1276,25,24,1.078,227.1,111.2,3329,-379,11,11,0.962,302.6,151.3,2527,-421,9,4,0.944,631.8,194.4,7597,444,31,20,1.019,379.8,149.0,3645,221,17,8,1.02,455.6,145.8,8602,982,34,25,1.038,344.1,145.8,4441,-1053,11,15,0.921,296.1,170.8
b: ゴーゴージャグラー3,1020,42878,3175,169,156,1.025,274.9,131.9,5966,1029,25,26,1.057,229.5,117.0,9276,3838,47,41,1.138,226.2,105.4,6781,394,28,18,1.019,376.7,147.4,3107,-994,9,7,0.893,443.9,194.2,4465,-571,14,14,0.957,318.9,159.5,6273,-512,22,20,0.973,313.6,149.4,7010,-9,24,30,1.0,233.7,129.8
c: マイジャグラーV,1021,44773,2063,174,128,1.015,349.8,148.3,6671,903,29,15,1.045,444.7,151.6,5682,724,26,14,1.042,405.9,142.0,4672,-750,16,9,0.946,519.1,186.9,6534,-429,17,26,0.978,251.3,152.0,7341,818,30,22,1.037,333.7,141.2,7018,-915,23,22,0.957,319.0,156.0,6855,1712,33,20,1.083,342.8,129.3
c: マイジャグラーV,1022,37522,3676,149,121,1.033,310.1,139.0,8124,1897,35,32,1.078,253.9,121.3,3960,-462,13,9,0.961,440.0,180.0,2535,-756,6,7,0.901,362.1,195.0,7160,1676,35,17,1.078,421.2,137.7,1092,-579,3,1,0.823,1092.0,273.0,6150,-632,21,20,0.966,307.5,150.0,8501,2532,36,35,1.099,242.9,119.7
c: マイジャグラーV,1023,36212,5506,159,108,1.051,335.3,135.6,4333,-488,16,10,0.962,433.3,166.7,1869,-762,4,4,0.864,467.2,233.6,5346,2850,28,26,1.178,205.6,99.0,3130,385,16,5,1.041,626.0,149.0,7214,1897,32,25,1.088,288.6,126.6,8375,1453,40,20,1.058,418.8,139.6,5945,171,23,18,1.01,330.3,145.0
c: マイジャグラーV,1024,32924,3442,136,100,1.035,329.2,139.5,3622,132,16,8,1.012,452.8,150.9,7437,2515,37,24,1.113,309.9,121.9,6939,2321,31,29,1.111,239.3,115.6,1851,-891,3,6,0.84,308.5,205.7,3664,-26,16,8,0.998,458.0,152.7,6877,126,25,19,1.006,361.9,156.3,2534,-735,8,6,0.903,422.3,181.0
c: マイジャグラーV,1025,39086,4027,163,117,1.034,334.1,139.6,4352,-532,15,10,0.959,435.2,174.1,3736,-356,14,6,0.968,622.7,186.8,5469,921,25,16,1.056,341.8,133.4,7779,971,32,28,1.042,277.8,129.6,7082,2929,37,21,1.138,337.2,122.1,3205,-1653,7,6,0.828,534.2,246.5,7463,1747,33,30,1.078,248.8,118.5
c: マイジャグラーV,1026,36079,1156,147,73,1.011,494.2,164.0,4666,-288,18,8,0.979,583.2,179.5,6132,-244,22,13,0.987,471.7,175.2,3494,-844,11,7,0.919,499.1,194.1,6276,2091,32,16,1.111,392.2,130.8,3959,-674,15,5,0.943,791.8,198.0,4377,568,21,6,1.043,729.5,162.1,7175,547,28,18,1.025,398.6,156.0
d: マイジャグラーV,1027,45269,2388,180,126,1.018,359.3,147.9,7053,-782,22,22,0.963,320.6,160.3,7781,1029,32,28,1.044,277.9,129.7,4297,-221,17,7,0.983,613.9,179.0,3488,109,14,10,1.01,348.8,145.3,9324,3868,51,23,1.138,405.4,126.0,6296,-1300,18,19,0.931,331.4,170.2,7030,-315,26,17,0.985,413.5,163.5
d: マイジャグラーV,1028,37749,1422,149,102,1.013,370.1,150.4,7605,-394,28,25,0.983,304.2,143.5,3704,-679,12,11,0.939,336.7,161.0,8603,1562,38,27,1.061,318.6,132.4,1096,-309,4,0,0.906,,274.0,7081,853,28,17,1.04,416.5,157.4,7605,1771,37,19,1.078,400.3,135.8,2055,-1382,2,3,0.776,685.0,411.0
d: マイジャグラーV,1029,35504,607,139,91,1.006,390.2,154.4,6348,-1288,20,13,0.932,488.3,192.4,3497,971,17,7,1.093,499.6,145.7,2947,-938,9,6,0.894,491.2,196.5,6295,1524,28,21,1.081,299.8,128.5,2965,21,12,7,1.002,423.6,156.1,6440,688,27,18,1.036,357.8,143.1,7012,-371,26,19,0.982,369.1,155.8
d: マイジャグラーV,1030,35863,-686,143,93,0.994,385.6,152.0,7867,1615,39,20,1.068,393.4,133.3,8357,-1829,24,28,0.927,298.5,160.7,1974,-256,8,2,0.957,987.0,197.4,2088,-674,5,6,0.892,348.0,189.8,7248,2529,41,17,1.116,426.4,125.0,5579,-747,20,15,0.955,371.9,159.4,2750,-1324,6,5,0.84,550.0,250.0
d: マイジャグラーV,1031,39899,3591,151,137,1.03,291.2,138.5,4210,1159,19,14,1.092,300.7,127.6,6708,2550,33,27,1.127,248.4,111.8,9104,2550,37,38,1.093,239.6,121.4,2268,-1253,4,4,0.816,567.0,283.5,6606,-406,22,21,0.98,314.6,153.6,3004,-1606,6,8,0.822,375.5,214.6,7999,597,30,25,1.025,320.0,145.4
d: マイジャグラーV,1032,39312,-3556,133,119,0.97,330.4,156.0,4435,-1571,11,13,0.882,341.2,184.8,5387,-1724,13,17,0.893,316.9,179.6,3411,-691,11,9,0.932,379.0,170.6,5995,421,27,14,1.023,428.2,146.2,5844,-1041,18,13,0.941,449.5,188.5,8208,1668,31,39,1.068,210.5,117.3,6032,-618,22,14,0.966,430.9,167.6
e: マイジャグラーV,1033,45623,159,171,137,1.001,333.0,148.1,6880,-409,29,14,0.98,491.4,160.0,7305,-1076,23,19,0.951,384.5,173.9,4158,-538,14,11,0.957,378.0,166.3,5282,-297,18,18,0.981,293.4,146.7,8178,2091,39,22,1.085,371.7,134.1,9615,2462,39,47,1.085,204.6,111.8,4205,-2074,9,6,0.836,700.8,280.3
e: マイジャグラーV,1034,28344,-4718,92,72,0.945,393.7,172.8,4325,-1688,10,11,0.87,393.2,206.0,3306,-21,14,8,0.998,413.2,150.3,4405,-632,15,10,0.952,440.5,176.2,6460,-182,22,23,0.991,280.9,143.6,1705,-303,6,2,0.941,852.5,213.1,1663,-568,5,2,0.886,831.5,237.6,6480,-1324,20,16,0.932,405.0,180.0
e: マイジャグラーV,1035,34980,3380,134,121,1.032,289.1,137.2,8301,3094,41,28,1.124,296.5,120.3,8693,1879,33,40,1.072,217.3,119.1,3135,-479,9,10,0.949,313.5,165.0,865,-626,2,0,0.759,,432.5,5133,197,22,10,1.013,513.3,160.4,5687,-256,19,18,0.985,315.9,153.7,3166,-429,8,15,0.955,211.1,137.7
e: マイジャグラーV,1036,38182,2473,145,119,1.022,320.9,144.6,8695,2268,35,35,1.087,248.4,124.2,6245,947,28,14,1.051,446.1,148.7,3389,-303,13,8,0.97,423.6,161.4,2105,-815,4,8,0.871,263.1,175.4,2917,-1371,8,3,0.843,972.3,265.2,9462,2215,38,38,1.078,249.0,124.5,5369,-468,19,13,0.971,413.0,167.8
e: マイジャグラーV,1037,44066,-149,167,125,0.999,352.5,150.9,3273,650,16,6,1.066,545.5,148.8,5251,597,24,13,1.038,403.9,141.9,8447,229,31,28,1.009,301.7,143.2,5485,-321,18,15,0.98,365.7,166.2,5956,-1915,15,14,0.893,425.4,205.4,7196,229,28,28,1.011,257.0,128.5,8458,382,35,21,1.015,402.8,151.0
e: マイジャグラーV,1038,39317,1415,156,100,1.012,393.2,153.6,7951,115,30,22,1.005,361.4,152.9,7213,1865,36,18,1.086,400.7,133.6,5644,-421,22,9,0.975,627.1,182.1,939,-609,2,1,0.784,939.0,313.0,4735,-544,16,15,0.962,315.7,152.7,4878,-444,17,10,0.97,487.8,180.7,7957,1453,33,25,1.061,318.3,137.2
e: マイジャグラーV,1039,38096,3071,147,122,1.027,312.3,141.6,3930,-697,11,11,0.941,357.3,178.6,3149,-826,10,4,0.913,787.2,224.9,7405,1194,29,28,1.054,264.5,129.9,1596,-1147,2,1,0.76,1596.0,532.0,8184,1088,31,35,1.044,233.8,124.0,6793,2603,38,17,1.128,399.6,123.5,7039,856,26,26,1.041,270.7,135.4
e: マイジャグラーV,1040,44967,2830,170,145,1.021,310.1,142.8,2460,-979,7,3,0.867,820.0,246.0,7357,-641,24,21,0.971,350.3,163.5,7112,-668,23,23,0.969,309.2,154.6,4517,-1053,11,15,0.922,301.1,173.7,8841,3071,43,29,1.116,304.9,122.8,5642,179,22,16,1.011,352.6,148.5,9038,2921,40,38,1.108,237.8,115.9
e: マイジャグラーV,1041,40903,310,156,116,1.003,352.6,150.4,6880,771,31,18,1.037,382.2,140.4,2955,-379,12,6,0.957,492.5,164.2,7113,462,26,25,1.022,284.5,139.5,8025,947,33,23,1.039,348.9,143.3,4449,-1571,10,10,0.882,444.9,222.4,6014,-291,21,20,0.984,300.7,146.7,5467,371,23,14,1.023,390.5,147.8
f: マイジャグラーV,1042,43523,3385,187,101,1.026,430.9,151.1,5760,191,22,15,1.011,384.0,155.7,8021,1826,39,21,1.076,382.0,133.7,4887,50,21,9,1.003,543.0,162.9,5517,818,26,14,1.049,394.1,137.9,7137,653,30,16,1.03,446.1,155.2,6554,-803,23,14,0.959,468.1,177.1,5647,650,26,12,1.038,470.6,148.6
f: マイジャグラーV,1043,44072,7232,183,154,1.055,286.2,130.8,8223,2647,37,35,1.107,234.9,114.2,4009,-44,14,13,0.996,308.4,148.5,6367,1782,30,21,1.093,303.2,124.8,2924,-644,8,9,0.927,324.9,172.0,7883,1791,37,23,1.076,342.7,131.4,5628,32,21,14,1.002,402.0,160.8,9038,1668,36,39,1.062,231.7,120.5
f: マイジャグラーV,1044,31754,-2500,112,89,0.974,356.8,158.0,2325,-62,9,5,0.991,465.0,166.1,5220,-994,16,13,0.937,401.5,180.0,5785,288,24,15,1.017,385.7,148.3,3207,391,15,8,1.041,400.9,139.4,5094,-191,20,14,0.988,363.9,149.8,5867,-550,18,20,0.969,293.4,154.4,4256,-1382,10,14,0.892,304.0,177.3
f: マイジャグラーV,1045,49592,8200,203,172,1.055,288.3,132.2,7166,559,30,19,1.026,377.2,146.2,1225,-521,4,0,0.858,,306.2,9133,3221,42,37,1.118,246.8,115.6,7422,-524,24,26,0.976,285.5,148.4,7711,1053,32,23,1.046,335.3,140.2,7246,1738,33,24,1.08,301.9,127.1,9689,2674,38,43,1.092,225.3,119.6
f: マイジャグラーV,1046,41158,537,133,155,1.004,265.5,142.9,7108,-1453,21,18,0.932,394.9,182.3,7424,-1571,17,26,0.929,285.5,172.7,3415,-1735,5,13,0.831,262.7,189.7,1455,-115,5,3,0.974,485.0,181.9,8419,3141,33,44,1.124,191.3,109.3,4802,-562,18,8,0.961,600.2,184.7,8535,2832,34,43,1.111,198.5,110.8
f: マイジャグラーV,1047,30609,-1593,107,85,0.983,360.1,159.4,2059,-638,5,6,0.897,343.2,187.2,3758,-256,12,12,0.977,313.2,156.6,4651,-297,17,9,0.979,516.8,178.9,7606,-144,25,24,0.994,316.9,155.2,2290,-991,5,7,0.856,327.1,190.8,7237,865,33,19,1.04,380.9,139.2,3008,-132,10,8,0.985,376.0,167.1
f: マイジャグラーV,1048,30317,224,116,83,1.002,365.3,152.3,4990,159,18,15,1.011,332.7,151.2,7333,1006,30,22,1.046,333.3,141.0,4672,85,17,18,1.006,259.6,133.5,2019,897,12,3,1.148,673.0,134.6,1570,-679,4,2,0.856,785.0,261.7,6056,-618,21,16,0.966,378.5,163.7,3677,-626,14,7,0.943,525.3,175.1
f: マイジャグラーV,1049,40540,-2741,143,117,0.977,346.5,155.9,7391,709,28,29,1.032,254.9,129.7,2650,-985,8,3,0.876,883.3,240.9,5719,1441,29,12,1.084,476.6,139.5,6223,-1041,18,20,0.944,311.2,163.8,5222,-1559,14,15,0.9,348.1,180.1,6392,-394,21,21,0.979,304.4,152.2,6943,-912,25,17,0.956,408.4,165.3
f: マイジャグラーV,1050,34760,-5814,113,81,0.944,429.1,179.2,6733,21,23,23,1.001,292.7,146.4,3825,-1100,12,7,0.904,546.4,201.3,3852,29,16,6,1.003,642.0,175.1,3373,-1276,9,5,0.874,674.6,240.9,6164,-274,22,16,0.985,385.2,162.2,5860,-982,20,12,0.944,488.3,183.1,4953,-2232,11,12,0.85,412.8,215.3
g: ファンキージャグラー2,1051,32007,-4525,106,87,0.953,367.9,165.8,4395,-1488,10,13,0.887,338.1,191.1,3600,-544,13,10,0.95,360.0,156.5,1407,-632,4,1,0.85,1407.0,281.4,2245,-1559,4,2,0.769,1122.5,374.2,6213,474,26,18,1.025,345.2,141.2,5692,-441,20,17,0.974,334.8,153.8,8455,-335,29,26,0.987,325.2,153.7
g: ファンキージャグラー2,1052,32251,-2201,121,80,0.977,403.1,160.5,3987,-794,13,8,0.934,498.4,189.9,4242,826,20,9,1.065,471.3,146.3,4808,-138,19,13,0.99,369.8,150.2,6419,782,28,17,1.041,377.6,142.6,4597,-606,16,13,0.956,353.6,158.5,4755,-1100,16,12,0.923,396.2,169.8,3443,-1171,9,8,0.887,430.4,202.5
g: ファンキージャグラー2,1053,21507,-4832,70,43,0.925,500.2,190.3,4337,-385,18,6,0.97,722.8,180.7,1814,-803,5,2,0.852,907.0,259.1,2490,-1276,4,6,0.829,415.0,249.0,716,-315,2,0,0.853,,358.0,3107,-91,13,7,0.99,443.9,155.4,4207,-744,14,10,0.941,420.7,175.3,4836,-1218,14,12,0.916,403.0,186.0
g: ファンキージャグラー2,1054,26697,-3509,90,62,0.956,430.6,175.6,3548,-962,9,11,0.91,322.5,177.4,4602,-2056,9,12,0.851,383.5,219.1,1718,-815,4,2,0.842,859.0,286.3,4152,762,20,5,1.061,830.4,166.1,2273,-691,7,5,0.899,454.6,189.4,5825,-138,22,16,0.992,364.1,153.3,4579,391,19,11,1.028,416.3,152.6
g: ファンキージャグラー2,1055,34400,-5314,111,92,0.949,373.9,169.5,3870,-1076,11,10,0.907,387.0,184.3,6742,-2744,14,21,0.864,321.0,192.6,2338,-638,8,3,0.909,779.3,212.5,1206,-909,2,0,0.749,,603.0,6481,-526,22,20,0.973,324.0,154.3,6666,-97,27,13,0.995,512.8,166.6,7097,676,27,25,1.032,283.9,136.5
h: ファンキージャグラー2,1056,27864,-4849,92,66,0.942,422.2,176.4,3576,-1429,6,13,0.867,275.1,188.2,6353,971,28,16,1.051,397.1,144.4,2464,-791,8,2,0.893,1232.0,246.4,3454,-959,11,8,0.907,431.8,181.8,3493,-532,12,7,0.949,499.0,183.8,4630,-715,16,10,0.949,463.0,178.1,3894,-1394,11,10,0.881,389.4,185.4
h: ファンキージャグラー2,1057,36549,-3038,133,95,0.972,384.7,160.3,5458,-1324,17,10,0.919,545.8,202.1,4943,468,22,14,1.032,353.1,137.3,3306,-826,10,8,0.917,413.2,183.7,4424,-1394,13,13,0.895,340.3,170.2,5844,1571,31,14,1.09,417.4,129.9,6266,-1712,15,19,0.909,329.8,184.3,6308,179,25,17,1.009,371.1,150.2
h: ファンキージャグラー2,1058,34265,796,135,98,1.008,349.6,147.1,8261,1406,36,22,1.057,375.5,142.4,2564,-971,8,2,0.874,1282.0,256.4,897,-591,2,1,0.78,897.0,299.0,3348,-500,12,9,0.95,372.0,159.4,6028,-415,22,18,0.977,334.9,150.7,6711,26,20,31,1.001,216.5,131.6,6456,1841,35,15,1.095,430.4,129.1
h: ファンキージャグラー2,1059,34048,-74,133,87,0.999,391.4,154.8,6415,512,27,17,1.027,377.4,145.8,6609,-221,25,17,0.989,388.8,157.4,3641,-791,13,6,0.928,606.8,191.6,3262,-132,11,10,0.987,326.2,155.3,2253,-162,9,3,0.976,751.0,187.8,5668,-356,19,16,0.979,354.2,161.9,6200,1076,29,18,1.058,344.4,131.9
h: ファンキージャグラー2,1060,35764,-1927,136,88,0.982,406.4,159.7,1484,-644,4,3,0.855,494.7,212.0,2520,-1182,6,4,0.844,630.0,252.0,2350,-1594,5,2,0.774,1175.0,335.7,8166,1594,38,25,1.065,326.6,129.6,6577,-512,25,11,0.974,597.9,182.7,7697,-321,27,24,0.986,320.7,150.9,6970,732,31,19,1.035,366.8,139.4
i: ファンキージャグラー2,1061,38945,-716,149,114,0.994,341.6,148.1,1520,-256,6,3,0.944,506.7,168.9,5958,-1147,21,10,0.936,595.8,192.2,5147,-815,15,20,0.947,257.4,147.1,4342,-1512,10,16,0.884,271.4,167.0,6896,-274,24,23,0.987,299.8,146.7,8275,3376,44,25,1.136,331.0,119.9,6807,-88,29,17,0.996,400.4,148.0
i: ファンキージャグラー2,1062,34346,-718,134,91,0.993,377.4,152.6,6074,629,26,16,1.035,379.6,144.6,6920,350,27,18,1.017,384.4,153.8,3940,-229,14,13,0.981,303.1,145.9,3167,-1159,7,12,0.878,263.9,166.7,3212,-532,11,7,0.945,458.9,178.4,5662,-665,22,14,0.961,404.4,157.3,5371,888,27,11,1.055,488.3,141.3
i: ファンキージャグラー2,1063,35453,2578,145,101,1.024,351.0,144.1,5132,-50,18,16,0.997,320.8,150.9,3502,-715,13,7,0.932,500.3,175.1,2448,-168,8,8,0.977,306.0,153.0,7706,1844,34,26,1.08,296.4,128.4,1330,-474,3,4,0.881,332.5,190.0,8598,1594,38,25,1.062,343.9,136.5,6737,547,31,15,1.027,449.1,146.5
i: ファンキージャグラー2,1064,33386,85,132,89,1.001,375.1,151.1,4984,-497,18,14,0.967,356.0,155.8,3163,-2126,5,8,0.776,395.4,243.3,2659,-321,11,4,0.96,664.8,177.3,967,-285,3,2,0.902,483.5,193.4,8521,2976,44,25,1.116,340.8,123.5,5086,50,21,10,1.003,508.6,164.1,8006,288,30,26,1.012,307.9,143.0
j: ファンキージャグラー2,1065,29465,-5058,106,63,0.943,467.7,174.3,1621,-1076,3,2,0.779,810.5,324.2,5294,-865,19,9,0.946,588.2,189.1,6662,524,30,18,1.026,370.1,138.8,2577,-179,11,5,0.977,515.4,161.1,2681,-497,10,2,0.938,1340.5,223.4,4472,-1206,14,10,0.91,447.2,186.3,6158,-1759,19,17,0.905,362.2,171.1
