,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
s: ハッピージャグラーVIII,1139,25394,-1408,90,81,0.982,313.5,148.5,3114,-303,11,9,0.968,346.0,155.7,5371,-632,20,13,0.961,413.2,162.8,2298,-1206,3,8,0.825,287.2,208.9,1820,-832,5,4,0.848,455.0,202.2,1627,-474,5,5,0.903,325.4,162.7,3233,-1829,7,5,0.811,646.6,269.4,7931,3868,39,37,1.163,214.4,104.4
s: ハッピージャグラーVIII,1140,30575,717,124,73,1.008,418.8,155.2,6934,2921,39,16,1.14,433.4,126.1,2817,-912,7,7,0.892,402.4,201.2,2999,-321,10,7,0.964,428.4,176.4,1617,-1394,3,1,0.713,1617.0,404.2,7205,900,34,16,1.042,450.3,144.1,5657,-215,18,19,0.987,297.7,152.9,3346,-262,13,7,0.974,478.0,167.3
s: ハッピージャグラーVIII,1141,23688,-2705,80,75,0.962,315.8,152.8,3029,-91,14,4,0.99,757.2,168.3,3398,-356,11,9,0.965,377.6,169.9,2141,-115,6,9,0.982,237.9,142.7,2148,-444,7,7,0.931,306.9,153.4,3888,721,16,16,1.062,243.0,121.5,5707,-1438,17,18,0.916,317.1,163.1,3377,-982,9,12,0.903,281.4,160.8
s: ハッピージャグラーVIII,1142,34225,5824,151,111,1.057,308.3,130.6,2340,-385,7,7,0.945,334.3,167.1,6682,-29,23,24,0.999,278.4,142.2,6711,1041,30,19,1.052,353.2,137.0,2908,-385,11,8,0.956,363.5,153.1,1342,-374,4,4,0.907,335.5,167.8,8519,5418,49,40,1.212,213.0,95.7,5723,538,27,9,1.031,635.9,159.0
s: ハッピージャグラーVIII,1143,33949,573,130,111,1.006,305.8,140.9,5344,-785,18,14,0.951,381.7,167.0,6037,-121,22,19,0.993,317.7,147.2,744,-274,2,1,0.877,744.0,248.0,3575,738,17,9,1.069,397.2,137.5,5117,650,19,22,1.042,232.6,124.8,8493,547,33,34,1.021,249.8,126.8,4639,-182,19,12,0.987,386.6,149.6
t: ジャグラーガールズ,1145,23394,-4350,74,58,0.938,403.3,177.2,1415,-744,3,1,0.825,1415.0,353.8,8222,-406,26,32,0.984,256.9,141.8,2225,-374,8,3,0.944,741.7,202.3,3254,-838,10,6,0.914,542.3,203.4,1043,-591,2,2,0.811,521.5,260.8,4826,-226,19,11,0.984,438.7,160.9,2409,-1171,6,3,0.838,803.0,267.7
t: ジャグラーガールズ,1146,35484,2679,146,114,1.025,311.3,136.5,5159,500,21,18,1.032,286.6,132.3,6965,-44,24,26,0.998,267.9,139.3,2719,1147,17,3,1.141,906.3,136.0,4272,-500,17,10,0.961,427.2,158.2,2129,-250,8,5,0.961,425.8,163.8,7037,679,27,26,1.032,270.7,132.8,7203,1147,32,26,1.053,277.0,124.2
t: ジャグラーガールズ,1147,23042,-2955,80,62,0.957,371.6,162.3,4323,-532,14,13,0.959,332.5,160.1,2557,-809,7,7,0.895,365.3,182.6,1168,-279,4,2,0.92,584.0,194.7,5592,241,23,15,1.014,372.8,147.2,1459,403,8,3,1.092,486.3,132.6,3630,-1688,7,11,0.845,330.0,201.7,4313,-291,17,11,0.978,392.1,154.0
t: ジャグラーガールズ,1148,12996,-5199,36,24,0.867,541.5,216.6,1926,-915,4,4,0.842,481.5,240.8,1013,-321,3,2,0.894,506.5,202.6,1802,-303,7,2,0.944,901.0,200.2,582,-550,1,0,0.685,,582.0,697,-274,2,1,0.869,697.0,232.3,2512,-1124,8,1,0.851,2512.0,279.1,4464,-1712,11,14,0.872,318.9,178.6
t: ジャグラーガールズ,1149,41985,5150,179,131,1.041,320.5,135.4,3527,-609,10,14,0.942,251.9,147.0,8139,6,30,27,1.0,301.4,142.8,3632,509,17,7,1.047,518.9,151.3,5524,-500,21,14,0.97,394.6,157.8,8417,1809,38,25,1.072,336.7,133.6,7887,1879,34,30,1.079,262.9,123.2,4859,2056,29,14,1.141,347.1,113.0
t: ジャグラーガールズ,1150,31980,3215,135,102,1.034,313.5,134.9,8108,1253,36,26,1.052,311.8,130.8,2703,-50,11,3,0.994,901.0,193.1,2469,115,10,10,1.016,246.9,123.4,2094,-1088,4,4,0.827,523.5,261.8,2067,-85,8,7,0.986,295.3,137.8,7846,1994,38,26,1.085,301.8,122.6,6693,1076,28,26,1.054,257.4,123.9
u: アイムジャグラーEX-TP,1151,32987,1285,130,86,1.013,383.6,152.7,3873,394,17,9,1.034,430.3,149.0,6034,-897,19,12,0.95,502.8,194.6,5885,1041,24,20,1.059,294.2,133.8,1266,-774,3,1,0.796,1266.0,316.5,2386,-444,7,5,0.938,477.2,198.8,6775,2321,36,18,1.114,376.4,125.5,6768,-356,24,21,0.982,322.3,150.4
u: アイムジャグラーEX-TP,1152,20412,-4917,60,55,0.92,371.1,177.5,2078,-947,6,3,0.848,692.7,230.9,957,-574,2,1,0.8,957.0,319.0,952,32,4,0,1.011,,238.0,686,-415,1,2,0.798,343.0,228.7,6918,826,25,32,1.04,216.2,121.4,5504,-2621,13,12,0.841,458.7,220.2,3317,-1218,9,5,0.878,663.4,236.9
u: アイムジャグラーEX-TP,1153,38152,889,146,118,1.008,323.3,144.5,4892,-515,18,11,0.965,444.7,168.7,2702,-803,8,6,0.901,450.3,193.0,4520,450,14,25,1.033,180.8,115.9,7277,1571,33,27,1.072,269.5,121.3,5886,1950,33,10,1.11,588.6,136.9,5520,-1735,13,18,0.895,306.7,178.1,7355,-29,27,21,0.999,350.2,153.2
u: アイムジャグラーEX-TP,1154,29316,1843,113,96,1.021,305.4,140.3,7546,4926,41,35,1.218,215.6,99.3,2734,-3,11,7,1.0,390.6,151.9,4611,112,17,15,1.008,307.4,144.1,3391,-856,10,10,0.916,339.1,169.6,2639,-1241,5,6,0.843,439.8,239.9,3153,-1771,5,9,0.813,350.3,225.2,5242,676,24,14,1.043,374.4,137.9
u: アイムジャグラーEX-TP,1155,35502,2203,139,113,1.021,314.2,140.9,5482,65,22,13,1.004,421.7,156.6,8432,1500,37,31,1.059,272.0,124.0,7199,1876,31,29,1.087,248.2,120.0,2463,32,9,7,1.004,351.9,153.9,4390,-1182,13,9,0.91,487.8,199.5,5778,-38,21,18,0.998,321.0,148.2,1758,-50,6,6,0.991,293.0,146.5
total,,5261528,71272,20199,15305,1.005,343.8,148.2,729624,33717,2866,2173,1.015,335.8,144.8,754334,-14158,2790,2215,0.994,340.6,150.7,669072,22350,2635,1908,1.011,350.7,147.3,619550,-19873,2315,1685,0.989,367.7,154.9,703904,30473,2825,1950,1.014,361.0,147.4,926977,2340,3498,2760,1.001,335.9,148.1,858067,16423,3270,2614,1.006,328.3,145.8
