,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
アイムジャグラーEX-TP,1130,21017,1,85,49,1.0,428.9,156.8,1270.0,-156.0,4.0,3.0,0.959,423.3,181.4,3321.0,-897.0,10.0,8.0,0.91,415.1,184.5,5969.0,374.0,24.0,16.0,1.021,373.1,149.2,3577.0,1371.0,20.0,8.0,1.128,447.1,127.8,1811.0,-285.0,8.0,1.0,0.948,1811.0,201.2,5069.0,-406.0,19.0,13.0,0.973,389.9,158.4
アイムジャグラーEX-TP,1131,27029,409,104,79,1.005,342.1,147.7,3933.0,309.0,18.0,8.0,1.026,491.6,151.3,6055.0,-668.0,18.0,22.0,0.963,275.2,151.4,6591.0,-406.0,23.0,23.0,0.979,286.6,143.3,424.0,-144.0,1.0,1.0,0.887,424.0,212.0,5069.0,65.0,21.0,11.0,1.004,460.8,158.4,4957.0,1253.0,23.0,14.0,1.084,354.1,134.0
アイムジャグラーEX-TP,1132,15562,-2297,51,42,0.951,370.5,167.3,833.0,-438.0,1.0,2.0,0.825,416.5,277.7,2038.0,-744.0,5.0,5.0,0.878,407.6,203.8,4270.0,285.0,18.0,11.0,1.022,388.2,147.2,5432.0,-244.0,20.0,15.0,0.985,362.1,155.2,448.0,-374.0,1.0,0.0,0.722,,448.0,2541.0,-782.0,6.0,9.0,0.897,282.3,169.4
アイムジャグラーEX-TP,1133,20982,4285,94,65,1.068,322.8,132.0,457.0,-291.0,1.0,0.0,0.788,,457.0,4805.0,876.0,21.0,14.0,1.061,343.2,137.3,6900.0,3118.0,36.0,26.0,1.151,265.4,111.3,629.0,1112.0,7.0,1.0,1.589,629.0,78.6,2137.0,-1006.0,3.0,9.0,0.843,237.4,178.1,6054.0,476.0,26.0,15.0,1.026,403.6,147.7
アイムジャグラーEX-TP,1134,13907,500,54,38,1.012,366.0,151.2,5444.0,585.0,20.0,19.0,1.036,286.5,139.6,3399.0,1465.0,18.0,9.0,1.144,377.7,125.9,440.0,-350.0,1.0,0.0,0.735,,440.0,954.0,203.0,4.0,4.0,1.071,238.5,119.2,549.0,-44.0,2.0,1.0,0.973,549.0,183.0,3121.0,-1359.0,9.0,5.0,0.855,624.2,222.9
アイムジャグラーEX-TP,1135,12647,-1034,44,33,0.973,383.2,164.2,1604.0,74.0,7.0,3.0,1.015,534.7,160.4,2389.0,-1076.0,4.0,9.0,0.85,265.4,183.8,1195.0,-362.0,4.0,2.0,0.899,597.5,199.2,2192.0,-385.0,8.0,1.0,0.941,2192.0,243.6,396.0,-456.0,0.0,0.0,0.616,,,4871.0,1171.0,21.0,18.0,1.08,270.6,124.9
アイムジャグラーEX-TP,1136,26798,1408,104,77,1.018,348.0,148.1,3875.0,-56.0,14.0,13.0,0.995,298.1,143.5,3738.0,444.0,16.0,7.0,1.04,534.0,162.5,6222.0,-174.0,22.0,21.0,0.991,296.3,144.7,5905.0,794.0,24.0,18.0,1.045,328.1,140.6,2881.0,1041.0,13.0,11.0,1.12,261.9,120.0,4177.0,-641.0,15.0,7.0,0.949,596.7,189.9
アイムジャグラーEX-TP,1151,20289,1153,85,44,1.019,461.1,157.3,778.0,-932.0,0.0,1.0,0.601,778.0,778.0,5182.0,1594.0,27.0,13.0,1.103,398.6,129.6,5150.0,924.0,23.0,12.0,1.06,429.2,147.1,2427.0,-321.0,9.0,4.0,0.956,606.8,186.7,586.0,-462.0,1.0,1.0,0.737,586.0,293.0,6166.0,350.0,25.0,13.0,1.019,474.3,162.3
アイムジャグラーEX-TP,1152,17144,-2201,58,47,0.957,364.8,163.3,3085.0,-406.0,11.0,6.0,0.956,514.2,181.5,1482.0,156.0,7.0,1.0,1.035,1482.0,185.2,4194.0,191.0,15.0,15.0,1.015,279.6,139.8,4984.0,-74.0,19.0,15.0,0.995,332.3,146.6,1544.0,-744.0,4.0,4.0,0.839,386.0,193.0,1855.0,-1324.0,2.0,6.0,0.762,309.2,231.9
アイムジャグラーEX-TP,1153,11922,-311,48,26,0.991,458.5,161.1,644.0,-126.0,3.0,1.0,0.935,644.0,161.0,4556.0,762.0,22.0,9.0,1.056,506.2,147.0,3289.0,250.0,14.0,7.0,1.025,469.9,156.6,531.0,-444.0,1.0,0.0,0.721,,531.0,1148.0,-291.0,3.0,3.0,0.916,382.7,191.3,1754.0,-462.0,5.0,6.0,0.912,292.3,159.5
アイムジャグラーEX-TP,1154,17917,44,66,50,1.001,358.3,154.5,3109.0,-668.0,10.0,7.0,0.928,444.1,182.9,2552.0,409.0,13.0,4.0,1.053,638.0,150.1,2556.0,-291.0,9.0,4.0,0.962,639.0,196.6,1452.0,285.0,6.0,6.0,1.065,242.0,121.0,3188.0,-556.0,8.0,10.0,0.942,318.8,177.1,5060.0,865.0,20.0,19.0,1.057,266.3,129.7
アイムジャグラーEX-TP,1155,21403,1358,85,60,1.021,356.7,147.6,1145.0,-162.0,4.0,4.0,0.953,286.2,143.1,5231.0,1218.0,24.0,15.0,1.078,348.7,134.1,3796.0,-303.0,12.0,12.0,0.973,316.3,158.2,2755.0,85.0,12.0,4.0,1.01,688.8,172.2,2817.0,491.0,12.0,9.0,1.058,313.0,134.1,5659.0,29.0,21.0,16.0,1.002,353.7,152.9
ウルトラミラクルジャグラー,1115,17567,-2615,56,55,0.95,319.4,158.3,5499.0,-300.0,16.0,23.0,0.982,239.1,141.0,4432.0,-724.0,13.0,14.0,0.946,316.6,164.1,3167.0,-503.0,12.0,8.0,0.947,395.9,158.4,1000.0,-838.0,2.0,0.0,0.721,,500.0,3469.0,-250.0,13.0,10.0,0.976,346.9,150.8,,,,,,,
ウルトラミラクルジャグラー,1116,12524,-1308,43,33,0.965,379.5,164.8,2350.0,-926.0,5.0,6.0,0.869,391.7,213.6,1417.0,-485.0,3.0,3.0,0.886,472.3,236.2,1762.0,50.0,6.0,6.0,1.009,293.7,146.8,2868.0,-232.0,10.0,8.0,0.973,358.5,159.3,4127.0,285.0,19.0,10.0,1.023,412.7,142.3,,,,,,,
ウルトラミラクルジャグラー,1117,13560,-1372,49,37,0.966,366.5,157.7,2646.0,676.0,12.0,6.0,1.085,441.0,147.0,1997.0,-556.0,6.0,4.0,0.907,499.2,199.7,1909.0,-974.0,5.0,4.0,0.83,477.2,212.1,4439.0,-1112.0,13.0,13.0,0.916,341.5,170.7,2569.0,594.0,13.0,10.0,1.077,256.9,111.7,,,,,,,
ウルトラミラクルジャグラー,1118,10346,-876,37,26,0.972,397.9,164.2,335.0,-397.0,0.0,0.0,0.605,,,1229.0,-556.0,3.0,1.0,0.849,1229.0,307.2,1583.0,-585.0,4.0,5.0,0.877,316.6,175.9,223.0,-285.0,0.0,0.0,0.574,,,6976.0,947.0,30.0,20.0,1.045,348.8,139.5,,,,,,,
ウルトラミラクルジャグラー,1119,19589,2573,81,61,1.044,321.1,138.0,5279.0,841.0,24.0,17.0,1.053,310.5,128.8,2828.0,-556.0,10.0,2.0,0.934,1414.0,235.7,1081.0,-444.0,4.0,1.0,0.863,1081.0,216.2,4452.0,1206.0,19.0,17.0,1.09,261.9,123.7,5949.0,1526.0,24.0,24.0,1.086,247.9,123.9,,,,,,,
ウルトラミラクルジャグラー,1120,12265,791,53,27,1.021,454.3,153.3,1260.0,-309.0,4.0,4.0,0.918,315.0,157.5,2672.0,-191.0,10.0,5.0,0.976,534.4,178.1,2465.0,300.0,12.0,3.0,1.041,821.7,164.3,2301.0,-250.0,10.0,3.0,0.964,767.0,177.0,3567.0,1241.0,17.0,12.0,1.116,297.2,123.0,,,,,,,
ウルトラミラクルジャグラー,1121,18673,-288,75,49,0.995,381.1,150.6,1973.0,-121.0,9.0,3.0,0.98,657.7,164.4,4057.0,312.0,18.0,10.0,1.026,405.7,144.9,4280.0,250.0,18.0,11.0,1.019,389.1,147.6,2315.0,-603.0,9.0,2.0,0.913,1157.5,210.5,6048.0,-126.0,21.0,23.0,0.993,263.0,137.5,,,,,,,
ウルトラミラクルジャグラー,1122,17243,385,75,37,1.007,466.0,154.0,3192.0,818.0,17.0,7.0,1.085,456.0,133.0,7677.0,1265.0,35.0,23.0,1.055,333.8,132.4,1648.0,-615.0,5.0,2.0,0.876,824.0,235.4,1742.0,-615.0,6.0,2.0,0.882,871.0,217.8,2984.0,-468.0,12.0,3.0,0.948,994.7,198.9,,,,,,,
ゴーゴージャグラー3,1001,2593,-1606,5,4,0.794,648.2,288.1,2593.0,-1606.0,5.0,4.0,0.794,648.2,288.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1002,3106,853,16,7,1.092,443.7,135.0,3106.0,853.0,16.0,7.0,1.092,443.7,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1003,1389,-315,4,5,0.924,277.8,154.3,1389.0,-315.0,4.0,5.0,0.924,277.8,154.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1004,1918,168,9,5,1.029,383.6,137.0,1918.0,168.0,9.0,5.0,1.029,383.6,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1005,3798,-947,9,15,0.917,253.2,158.2,3798.0,-947.0,9.0,15.0,0.917,253.2,158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1006,500,-326,1,0,0.783,,500.0,500.0,-326.0,1.0,0.0,0.783,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1007,3064,138,9,16,1.015,191.5,122.6,3064.0,138.0,9.0,16.0,1.015,191.5,122.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1008,242,-21,1,0,0.971,,242.0,242.0,-21.0,1.0,0.0,0.971,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1009,7567,603,31,25,1.027,302.7,135.1,7567.0,603.0,31.0,25.0,1.027,302.7,135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1010,905,579,6,3,1.213,301.7,100.6,905.0,579.0,6.0,3.0,1.213,301.7,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1011,816,-679,1,1,0.723,816.0,408.0,816.0,-679.0,1.0,1.0,0.723,816.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1012,2464,735,14,5,1.099,492.8,129.7,2464.0,735.0,14.0,5.0,1.099,492.8,129.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1013,248,-326,0,0,0.562,,,248.0,-326.0,0.0,0.0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1014,1449,-426,4,5,0.902,289.8,161.0,1449.0,-426.0,4.0,5.0,0.902,289.8,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1015,2052,226,8,8,1.037,256.5,128.2,2052.0,226.0,8.0,8.0,1.037,256.5,128.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1016,1413,68,6,4,1.016,353.2,141.3,1413.0,68.0,6.0,4.0,1.016,353.2,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1017,1308,-38,6,2,0.99,654.0,163.5,1308.0,-38.0,6.0,2.0,0.99,654.0,163.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1018,3623,-474,12,11,0.956,329.4,157.5,3623.0,-474.0,12.0,11.0,0.956,329.4,157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1019,916,-50,3,3,0.982,305.3,152.7,916.0,-50.0,3.0,3.0,0.982,305.3,152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1020,3213,315,16,6,1.033,535.5,146.0,3213.0,315.0,16.0,6.0,1.033,535.5,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1100,17319,-3410,55,53,0.934,326.8,160.4,,,,,,,,2836.0,-1371.0,6.0,7.0,0.839,405.1,218.2,5310.0,-921.0,19.0,14.0,0.942,379.3,160.9,7072.0,-574.0,23.0,28.0,0.973,252.6,138.7,2101.0,-544.0,7.0,4.0,0.914,525.2,191.0,,,,,,,
ゴーゴージャグラー3,1101,9616,-2182,30,25,0.924,384.6,174.8,,,,,,,,2339.0,-826.0,6.0,6.0,0.882,389.8,194.9,1413.0,-356.0,5.0,2.0,0.916,706.5,201.9,2264.0,-285.0,8.0,5.0,0.958,452.8,174.2,3600.0,-715.0,11.0,12.0,0.934,300.0,156.5,,,,,,,
ゴーゴージャグラー3,1102,8211,-2177,24,27,0.912,304.1,161.0,,,,,,,,884.0,-344.0,2.0,2.0,0.87,442.0,221.0,2322.0,-321.0,8.0,8.0,0.954,290.2,145.1,3790.0,-762.0,12.0,13.0,0.933,291.5,151.6,1215.0,-750.0,2.0,4.0,0.794,303.8,202.5,,,,,,,
ゴーゴージャグラー3,1103,7798,656,35,21,1.028,371.3,139.2,,,,,,,,3101.0,-197.0,12.0,8.0,0.979,387.6,155.0,3627.0,1512.0,21.0,12.0,1.139,302.2,109.9,345.0,-91.0,1.0,0.0,0.912,,345.0,725.0,-568.0,1.0,1.0,0.739,725.0,362.5,,,,,,,
ゴーゴージャグラー3,1104,13242,-1529,48,41,0.962,323.0,148.8,,,,,,,,1070.0,-656.0,3.0,1.0,0.796,1070.0,267.5,3683.0,-226.0,16.0,8.0,0.98,460.4,153.5,6432.0,-515.0,23.0,22.0,0.973,292.4,142.9,2057.0,-132.0,6.0,10.0,0.979,205.7,128.6,,,,,,,
ゴーゴージャグラー3,1105,10743,-150,38,39,0.995,275.5,139.5,,,,,,,,911.0,-656.0,1.0,2.0,0.76,455.5,303.7,1772.0,-456.0,5.0,5.0,0.914,354.4,177.2,1705.0,168.0,8.0,4.0,1.033,426.2,142.1,6355.0,794.0,24.0,28.0,1.042,227.0,122.2,,,,,,,
ゴーゴージャグラー3,1106,11823,579,52,30,1.016,394.1,144.2,,,,,,,,5858.0,653.0,27.0,15.0,1.037,390.5,139.5,2498.0,91.0,12.0,4.0,1.012,624.5,156.1,1202.0,-703.0,2.0,4.0,0.805,300.5,200.3,2265.0,538.0,11.0,7.0,1.079,323.6,125.8,,,,,,,
ゴーゴージャグラー3,1107,14804,-3288,50,37,0.926,400.1,170.2,,,,,,,,3042.0,-1418.0,6.0,11.0,0.845,276.5,178.9,1323.0,-562.0,3.0,3.0,0.858,441.0,220.5,3619.0,-994.0,13.0,6.0,0.908,603.2,190.5,2567.0,-932.0,7.0,8.0,0.879,320.9,171.1,4253.0,618.0,21.0,9.0,1.048,472.6,141.8
ゴーゴージャグラー3,1108,10252,-212,41,28,0.993,366.1,148.6,,,,,,,,429.0,-585.0,0.0,0.0,0.545,,,4540.0,1582.0,23.0,16.0,1.116,283.8,116.4,577.0,-79.0,2.0,1.0,0.954,577.0,192.3,475.0,-574.0,0.0,1.0,0.597,475.0,475.0,4231.0,-556.0,16.0,10.0,0.956,423.1,162.7
ゴーゴージャグラー3,1109,22401,3262,99,81,1.049,276.6,124.4,,,,,,,,6183.0,959.0,30.0,15.0,1.052,412.2,137.4,2216.0,-779.0,6.0,7.0,0.883,316.6,170.5,6473.0,2285.0,30.0,33.0,1.118,196.2,102.7,2227.0,888.0,12.0,8.0,1.133,278.4,111.4,5302.0,-91.0,21.0,18.0,0.994,294.6,135.9
ゴーゴージャグラー3,1110,12894,-2659,38,45,0.931,286.5,155.3,,,,,,,,1352.0,-691.0,4.0,0.0,0.83,,338.0,3720.0,-91.0,12.0,18.0,0.992,206.7,124.0,514.0,-103.0,2.0,1.0,0.933,514.0,171.3,644.0,-650.0,0.0,2.0,0.664,322.0,322.0,6664.0,-1124.0,20.0,24.0,0.944,277.7,151.5
ゴーゴージャグラー3,1111,20897,-1125,81,59,0.982,354.2,149.3,,,,,,,,5128.0,274.0,24.0,14.0,1.018,366.3,134.9,5473.0,-1088.0,19.0,16.0,0.934,342.1,156.4,5100.0,74.0,19.0,16.0,1.005,318.8,145.7,3223.0,347.0,15.0,7.0,1.036,460.4,146.5,1973.0,-732.0,4.0,6.0,0.876,328.8,197.3
ゴーゴージャグラー3,1112,12875,-2177,42,39,0.944,330.1,159.0,,,,,,,,3843.0,-1159.0,11.0,11.0,0.899,349.4,174.7,1680.0,-462.0,6.0,3.0,0.908,560.0,186.7,1159.0,-532.0,3.0,2.0,0.847,579.5,231.8,1149.0,-474.0,2.0,5.0,0.862,229.8,164.1,5044.0,450.0,20.0,18.0,1.03,280.2,132.7
ゴーゴージャグラー3,1113,19317,-1785,69,60,0.969,322.0,149.7,,,,,,,,5398.0,76.0,21.0,17.0,1.005,317.5,142.1,5909.0,912.0,27.0,20.0,1.051,295.4,125.7,2643.0,-703.0,8.0,7.0,0.911,377.6,176.2,1800.0,-1088.0,3.0,4.0,0.799,450.0,257.1,3567.0,-982.0,10.0,12.0,0.908,297.2,162.1
ゴーゴージャグラー3,1115,6451,1476,31,23,1.076,280.5,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6451.0,1476.0,31.0,23.0,1.076,280.5,119.5
ゴーゴージャグラー3,1116,5321,-432,22,11,0.973,483.7,161.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.0,-432.0,22.0,11.0,0.973,483.7,161.2
ゴーゴージャグラー3,1117,5338,-338,20,21,0.979,254.2,130.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338.0,-338.0,20.0,21.0,0.979,254.2,130.2
ゴーゴージャグラー3,1118,8024,1809,36,31,1.075,258.8,119.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024.0,1809.0,36.0,31.0,1.075,258.8,119.8
ゴーゴージャグラー3,1119,5484,971,24,19,1.059,288.6,127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484.0,971.0,24.0,19.0,1.059,288.6,127.5
ゴーゴージャグラー3,1120,699,-403,2,0,0.808,,349.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,-403.0,2.0,0.0,0.808,,349.5
ゴーゴージャグラー3,1121,4474,368,22,10,1.027,447.4,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474.0,368.0,22.0,10.0,1.027,447.4,139.8
ゴーゴージャグラー3,1122,4044,850,21,8,1.07,505.5,139.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044.0,850.0,21.0,8.0,1.07,505.5,139.4
ゴーゴージャグラー3,1123,15737,-544,62,49,0.988,321.2,141.8,,,,,,,,5985.0,-159.0,25.0,17.0,0.991,352.1,142.5,4964.0,21.0,18.0,23.0,1.001,215.8,121.1,1561.0,168.0,8.0,2.0,1.036,780.5,156.1,3227.0,-574.0,11.0,7.0,0.941,461.0,179.3,,,,,,,
ゴーゴージャグラー3,1124,7986,673,33,28,1.028,285.2,130.9,,,,,,,,663.0,-309.0,2.0,0.0,0.845,,331.5,1107.0,-485.0,2.0,4.0,0.854,276.8,184.5,5777.0,1629.0,28.0,22.0,1.094,262.6,115.5,439.0,-162.0,1.0,2.0,0.877,219.5,146.3,,,,,,,
ゴーゴージャグラー3,1125,16856,2141,75,54,1.042,312.1,130.7,,,,,,,,3475.0,1194.0,19.0,10.0,1.115,347.5,119.8,5119.0,171.0,21.0,15.0,1.011,341.3,142.2,3230.0,-750.0,9.0,11.0,0.923,293.6,161.5,5032.0,1526.0,26.0,18.0,1.101,279.6,114.4,,,,,,,
ゴーゴージャグラー3,1126,14158,2917,69,42,1.069,337.1,127.5,,,,,,,,5933.0,579.0,25.0,19.0,1.033,312.3,134.8,6217.0,2585.0,37.0,19.0,1.139,327.2,111.0,1760.0,85.0,7.0,4.0,1.016,440.0,160.0,248.0,-332.0,0.0,0.0,0.554,,,,,,,,,
ゴーゴージャグラー3,1127,10402,-2474,32,28,0.921,371.5,173.4,,,,,,,,1556.0,-91.0,6.0,4.0,0.981,389.0,155.6,2943.0,-168.0,11.0,5.0,0.981,588.6,183.9,2488.0,-856.0,6.0,9.0,0.885,276.4,165.9,3415.0,-1359.0,9.0,10.0,0.867,341.5,179.7,,,,,,,
ゴーゴージャグラー3,1128,11419,-873,39,38,0.975,300.5,148.3,,,,,,,,2132.0,-1182.0,4.0,7.0,0.815,304.6,193.8,2745.0,-632.0,8.0,11.0,0.923,249.5,144.5,3805.0,309.0,15.0,11.0,1.027,345.9,146.3,2737.0,632.0,12.0,9.0,1.077,304.1,130.3,,,,,,,
ゴーゴージャグラー3,1129,15677,-3024,53,45,0.936,348.4,160.0,,,,,,,,4959.0,-468.0,17.0,18.0,0.969,275.5,141.7,2814.0,-762.0,10.0,5.0,0.91,562.8,187.6,5262.0,-2091.0,15.0,12.0,0.868,438.5,194.9,2642.0,297.0,11.0,10.0,1.037,264.2,125.8,,,,,,,
ゴーゴージャグラー3,1137,3533,-65,14,13,0.994,271.8,130.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533.0,-65.0,14.0,13.0,0.994,271.8,130.9
ゴーゴージャグラー3,1138,3114,-768,9,11,0.918,283.1,155.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3114.0,-768.0,9.0,11.0,0.918,283.1,155.7
ゴーゴージャグラー3,1139,2185,215,10,6,1.033,364.2,136.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.0,215.0,10.0,6.0,1.033,364.2,136.6
ゴーゴージャグラー3,1140,4551,103,20,12,1.008,379.2,142.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4551.0,103.0,20.0,12.0,1.008,379.2,142.2
ゴーゴージャグラー3,1141,6225,2074,30,26,1.111,239.4,111.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.0,2074.0,30.0,26.0,1.111,239.4,111.2
ゴーゴージャグラー3,1142,1688,-938,4,2,0.815,844.0,281.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.0,-938.0,4.0,2.0,0.815,844.0,281.3
