,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
マイジャグラーV,1030,22985,1905,102,45,1.028,510.8,156.4,3122.0,-121.0,13.0,5.0,0.987,624.4,173.4,5773.0,91.0,23.0,11.0,1.005,524.8,169.8,6666.0,1476.0,33.0,14.0,1.074,476.1,141.8,673.0,-521.0,1.0,1.0,0.742,673.0,336.5,3304.0,-332.0,13.0,6.0,0.967,550.7,173.9,3447.0,1312.0,19.0,8.0,1.127,430.9,127.7
マイジャグラーV,1031,26353,3782,116,67,1.048,393.3,144.0,5600.0,606.0,25.0,12.0,1.036,466.7,151.4,1806.0,-79.0,7.0,4.0,0.985,451.5,164.2,5638.0,1826.0,29.0,17.0,1.108,331.6,122.6,3945.0,888.0,20.0,7.0,1.075,563.6,146.1,4840.0,256.0,18.0,16.0,1.018,302.5,142.4,4524.0,285.0,17.0,11.0,1.021,411.3,161.6
マイジャグラーV,1032,24460,-4812,79,58,0.934,421.7,178.5,3850.0,-821.0,11.0,9.0,0.929,427.8,192.5,6970.0,429.0,31.0,16.0,1.021,435.6,148.3,2282.0,-1300.0,4.0,4.0,0.81,570.5,285.2,2854.0,-1688.0,4.0,8.0,0.803,356.8,237.8,2436.0,-144.0,11.0,3.0,0.98,812.0,174.0,6068.0,-1288.0,18.0,18.0,0.929,337.1,168.6
マイジャグラーV,1033,24362,-1776,71,102,0.976,238.8,140.8,192.0,-250.0,0.0,0.0,0.566,,,3186.0,-874.0,8.0,10.0,0.909,318.6,177.0,5849.0,-1735.0,14.0,20.0,0.901,292.4,172.0,2282.0,-585.0,5.0,8.0,0.915,285.2,175.5,6079.0,-91.0,19.0,25.0,0.995,243.2,138.2,6774.0,1759.0,25.0,39.0,1.087,173.7,105.8
マイジャグラーV,1034,28613,4756,129,79,1.055,362.2,137.6,7205.0,2709.0,38.0,20.0,1.125,360.2,124.2,7110.0,1147.0,28.0,28.0,1.054,253.9,127.0,6132.0,135.0,24.0,16.0,1.007,383.2,153.3,2232.0,-403.0,9.0,4.0,0.94,558.0,171.7,2181.0,209.0,11.0,4.0,1.032,545.2,145.4,3753.0,959.0,19.0,7.0,1.085,536.1,144.3
マイジャグラーV,1035,26300,11209,145,82,1.142,320.7,115.9,1350.0,-103.0,5.0,4.0,0.975,337.5,150.0,2777.0,32.0,13.0,6.0,1.004,462.8,146.2,1158.0,-615.0,3.0,1.0,0.823,1158.0,289.5,7800.0,3306.0,41.0,27.0,1.141,288.9,114.7,6902.0,4515.0,42.0,26.0,1.218,265.5,101.5,6313.0,4074.0,41.0,18.0,1.215,350.7,107.0
マイジャグラーV,1036,20212,2911,88,53,1.048,381.4,143.3,881.0,-74.0,3.0,3.0,0.972,293.7,146.8,5933.0,285.0,22.0,20.0,1.016,296.6,141.3,7340.0,3447.0,41.0,18.0,1.157,407.8,124.4,2450.0,115.0,11.0,5.0,1.016,490.0,153.1,1246.0,379.0,6.0,4.0,1.101,311.5,124.6,2362.0,-1241.0,5.0,3.0,0.825,787.3,295.2
マイジャグラーV,1037,23780,1103,91,73,1.015,325.8,145.0,5771.0,888.0,23.0,18.0,1.051,320.6,140.8,4250.0,-959.0,14.0,13.0,0.925,326.9,157.4,1337.0,-856.0,2.0,3.0,0.787,445.7,267.4,8248.0,3424.0,41.0,27.0,1.138,305.5,121.3,2957.0,-750.0,8.0,10.0,0.915,295.7,164.3,1217.0,-644.0,3.0,2.0,0.824,608.5,243.4
マイジャグラーV,1038,19285,-1362,70,49,0.976,393.6,162.1,2638.0,138.0,10.0,9.0,1.017,293.1,138.8,5363.0,-1006.0,18.0,12.0,0.937,446.9,178.8,3226.0,15.0,13.0,6.0,1.002,537.7,169.8,3377.0,174.0,12.0,13.0,1.017,259.8,135.1,993.0,-221.0,3.0,3.0,0.926,331.0,165.5,3688.0,-462.0,14.0,6.0,0.958,614.7,184.4
マイジャグラーV,1039,21482,-984,78,51,0.985,421.2,166.5,1790.0,-338.0,6.0,4.0,0.937,447.5,179.0,1423.0,-226.0,5.0,2.0,0.947,711.5,203.3,7386.0,1206.0,32.0,18.0,1.054,410.3,147.7,733.0,21.0,4.0,0.0,1.01,,183.2,4711.0,-488.0,17.0,11.0,0.965,428.3,168.2,5439.0,-1159.0,14.0,16.0,0.929,339.9,181.3
マイジャグラーV,1040,22970,-2241,84,58,0.967,396.0,161.8,7072.0,368.0,27.0,26.0,1.017,272.0,133.4,5401.0,-865.0,19.0,12.0,0.947,450.1,174.2,2754.0,215.0,12.0,6.0,1.026,459.0,153.0,1979.0,-438.0,7.0,2.0,0.926,989.5,219.9,330.0,-209.0,1.0,0.0,0.789,,330.0,5434.0,-1312.0,18.0,12.0,0.92,452.8,181.1
マイジャグラーV,1041,26089,1353,103,74,1.017,352.6,147.4,2351.0,-279.0,8.0,6.0,0.96,391.8,167.9,2866.0,-1312.0,6.0,8.0,0.847,358.2,204.7,6439.0,900.0,28.0,19.0,1.047,338.9,137.0,4456.0,144.0,17.0,11.0,1.011,405.1,159.1,8116.0,2929.0,40.0,27.0,1.12,300.6,121.1,1861.0,-1029.0,4.0,3.0,0.816,620.3,265.9
マイジャグラーV,1042,26922,-3746,90,67,0.954,401.8,171.5,5239.0,-2003.0,12.0,16.0,0.873,327.4,187.1,4308.0,515.0,20.0,10.0,1.04,430.8,143.6,3705.0,-479.0,14.0,5.0,0.957,741.0,195.0,5615.0,512.0,22.0,15.0,1.03,374.3,151.8,4179.0,-662.0,14.0,10.0,0.947,417.9,174.1,3876.0,-1629.0,8.0,11.0,0.86,352.4,204.0
マイジャグラーV,1043,22015,946,90,59,1.014,373.1,147.8,2413.0,-385.0,9.0,3.0,0.947,804.3,201.1,5802.0,-415.0,18.0,20.0,0.976,290.1,152.7,6087.0,2179.0,32.0,21.0,1.119,289.9,114.8,737.0,-368.0,2.0,1.0,0.834,737.0,245.7,2111.0,-568.0,5.0,9.0,0.91,234.6,150.8,4865.0,503.0,24.0,5.0,1.034,973.0,167.8
マイジャグラーV,1044,20703,586,87,38,1.009,544.8,165.6,1337.0,-638.0,3.0,1.0,0.841,1337.0,334.2,2416.0,-544.0,9.0,2.0,0.925,1208.0,219.6,4614.0,-526.0,17.0,9.0,0.962,512.7,177.5,4027.0,1653.0,23.0,8.0,1.137,503.4,129.9,1244.0,-638.0,2.0,3.0,0.829,414.7,248.8,7065.0,1279.0,33.0,15.0,1.06,471.0,147.2
マイジャグラーV,1045,15994,-1902,53,47,0.96,340.3,159.9,1453.0,-338.0,4.0,3.0,0.922,484.3,207.6,4137.0,-785.0,13.0,14.0,0.937,295.5,153.2,1289.0,-632.0,3.0,1.0,0.837,1289.0,322.2,2497.0,-356.0,8.0,8.0,0.952,312.1,156.1,4564.0,38.0,15.0,19.0,1.003,240.2,134.2,2054.0,171.0,10.0,2.0,1.028,1027.0,171.2
マイジャグラーV,1046,27562,2809,110,92,1.034,299.6,136.4,3332.0,-1347.0,6.0,12.0,0.865,277.7,185.1,9392.0,3024.0,40.0,41.0,1.107,229.1,116.0,3326.0,182.0,14.0,9.0,1.018,369.6,144.6,444.0,-297.0,1.0,0.0,0.777,,444.0,6510.0,476.0,27.0,19.0,1.024,342.6,141.5,4558.0,771.0,22.0,11.0,1.056,414.4,138.1
マイジャグラーV,1047,21771,185,71,87,1.003,250.2,137.8,181.0,-256.0,0.0,0.0,0.529,,,2089.0,-1135.0,2.0,8.0,0.819,261.1,208.9,7072.0,853.0,27.0,26.0,1.04,272.0,133.4,6690.0,1641.0,24.0,36.0,1.082,185.8,111.5,735.0,-550.0,1.0,1.0,0.751,735.0,367.5,5004.0,-368.0,17.0,16.0,0.975,312.8,151.6
マイジャグラーV,1048,24292,944,96,66,1.013,368.1,150.0,6861.0,359.0,27.0,22.0,1.017,311.9,140.0,2120.0,-774.0,6.0,3.0,0.878,706.7,235.6,2874.0,-403.0,10.0,6.0,0.953,479.0,179.6,3434.0,1006.0,16.0,11.0,1.098,312.2,127.2,1219.0,-391.0,5.0,0.0,0.893,,243.8,7784.0,1147.0,32.0,24.0,1.049,324.3,139.0
マイジャグラーV,1049,23566,289,88,68,1.004,346.6,151.1,1533.0,-138.0,5.0,3.0,0.97,511.0,191.6,6086.0,924.0,25.0,23.0,1.051,264.6,126.8,4314.0,144.0,16.0,13.0,1.011,331.8,148.8,4074.0,-688.0,13.0,11.0,0.944,370.4,169.8,5158.0,703.0,22.0,13.0,1.045,396.8,147.4,2401.0,-656.0,7.0,5.0,0.909,480.2,200.1
マイジャグラーV,1050,29012,1647,123,68,1.019,426.6,151.9,2867.0,782.0,14.0,6.0,1.091,477.8,143.4,6374.0,371.0,26.0,17.0,1.019,374.9,148.2,3039.0,-1335.0,7.0,8.0,0.854,379.9,202.6,3429.0,738.0,17.0,7.0,1.072,489.9,142.9,6988.0,1488.0,33.0,19.0,1.071,367.8,134.4,6315.0,-397.0,26.0,11.0,0.979,574.1,170.7
マイジャグラーV,1069,26197,-1306,93,73,0.983,358.9,157.8,4448.0,-162.0,17.0,13.0,0.988,342.2,148.3,7151.0,900.0,26.0,27.0,1.042,264.9,134.9,3296.0,-1312.0,9.0,5.0,0.867,659.2,235.4,1770.0,-232.0,6.0,5.0,0.956,354.0,160.9,3145.0,-468.0,11.0,4.0,0.95,786.2,209.7,6387.0,-32.0,24.0,19.0,0.998,336.2,148.5
マイジャグラーV,1070,25587,-4588,80,61,0.94,419.5,181.5,2072.0,179.0,10.0,3.0,1.029,690.7,159.4,5511.0,-1206.0,18.0,11.0,0.927,501.0,190.0,4657.0,-1194.0,12.0,16.0,0.915,291.1,166.3,3431.0,-1535.0,7.0,8.0,0.851,428.9,228.7,3030.0,-838.0,7.0,8.0,0.908,378.8,202.0,6886.0,6.0,26.0,15.0,1.0,459.1,168.0
マイジャグラーV,1071,20570,-753,82,48,0.988,428.5,158.2,1299.0,-685.0,4.0,0.0,0.824,,324.8,5408.0,1088.0,25.0,17.0,1.067,318.1,128.8,6474.0,-53.0,26.0,14.0,0.997,462.4,161.8,3543.0,-415.0,13.0,10.0,0.961,354.3,154.0,1673.0,-132.0,6.0,4.0,0.974,418.2,167.3,2173.0,-556.0,8.0,3.0,0.915,724.3,197.5
マイジャグラーV,1072,34748,3479,127,133,1.033,261.3,133.6,5495.0,-985.0,15.0,19.0,0.94,289.2,161.6,9072.0,3235.0,39.0,44.0,1.119,206.2,109.3,5060.0,-403.0,19.0,15.0,0.973,337.3,148.8,2672.0,-806.0,8.0,4.0,0.899,668.0,222.7,8690.0,3009.0,35.0,40.0,1.115,217.2,115.9,3759.0,-571.0,11.0,11.0,0.949,341.7,170.9
マイジャグラーV,1073,32590,198,127,92,1.002,354.2,148.8,6219.0,462.0,24.0,23.0,1.025,270.4,132.3,4692.0,359.0,20.0,12.0,1.026,391.0,146.6,7475.0,-885.0,27.0,19.0,0.961,393.4,162.5,7543.0,465.0,32.0,20.0,1.021,377.2,145.1,1874.0,-915.0,3.0,7.0,0.837,267.7,187.4,4787.0,712.0,21.0,11.0,1.05,435.2,149.6
マイジャグラーV,1074,28823,868,113,80,1.01,360.3,149.3,5538.0,-579.0,18.0,18.0,0.965,307.7,153.8,3308.0,-1018.0,8.0,11.0,0.897,300.7,174.1,3358.0,991.0,19.0,6.0,1.098,559.7,134.3,4543.0,568.0,22.0,10.0,1.042,454.3,142.0,8204.0,1182.0,32.0,27.0,1.048,303.9,139.1,3872.0,-276.0,14.0,8.0,0.976,484.0,176.0
マイジャグラーV,1075,24385,1838,97,76,1.025,320.9,141.0,1710.0,162.0,7.0,5.0,1.032,342.0,142.5,1953.0,-991.0,4.0,6.0,0.831,325.5,195.3,5832.0,559.0,25.0,13.0,1.032,448.6,153.5,480.0,-374.0,0.0,2.0,0.74,240.0,240.0,7282.0,1888.0,33.0,25.0,1.086,291.3,125.6,7128.0,594.0,28.0,25.0,1.028,285.1,134.5
マイジャグラーV,1076,24787,-2176,90,66,0.971,375.6,158.9,6621.0,159.0,27.0,17.0,1.008,389.5,150.5,3790.0,-1947.0,8.0,9.0,0.829,421.1,222.9,3259.0,-562.0,10.0,10.0,0.943,325.9,163.0,5069.0,279.0,20.0,16.0,1.018,316.8,140.8,972.0,-226.0,3.0,1.0,0.922,972.0,243.0,5076.0,121.0,22.0,13.0,1.008,390.5,145.0
マイジャグラーV,1077,28961,-1794,104,80,0.979,362.0,157.4,3816.0,285.0,16.0,10.0,1.025,381.6,146.8,6218.0,-150.0,22.0,19.0,0.992,327.3,151.7,3490.0,-550.0,13.0,6.0,0.947,581.7,183.7,6475.0,100.0,22.0,25.0,1.005,259.0,137.8,4008.0,-344.0,13.0,12.0,0.971,334.0,160.3,4954.0,-1135.0,18.0,8.0,0.924,619.2,190.5
マイジャグラーV,1078,25088,5779,120,60,1.077,418.1,139.4,4421.0,2550.0,27.0,11.0,1.192,401.9,116.3,6137.0,62.0,23.0,12.0,1.003,511.4,175.3,3842.0,1018.0,20.0,5.0,1.088,768.4,153.7,2684.0,-115.0,10.0,9.0,0.986,298.2,141.3,2149.0,138.0,9.0,5.0,1.021,429.8,153.5,5855.0,2126.0,31.0,18.0,1.121,325.3,119.5
マイジャグラーV,1079,22361,700,87,56,1.01,399.3,156.4,1295.0,-615.0,2.0,3.0,0.842,431.7,259.0,1636.0,-685.0,4.0,4.0,0.86,409.0,204.5,3969.0,-285.0,16.0,6.0,0.976,661.5,180.4,4694.0,1076.0,23.0,8.0,1.076,586.8,151.4,8633.0,1359.0,33.0,32.0,1.052,269.8,132.8,2134.0,-150.0,9.0,3.0,0.977,711.3,177.8
マイジャグラーV,1080,32707,2447,129,111,1.025,294.7,136.3,6627.0,853.0,25.0,27.0,1.043,245.4,127.4,6892.0,-747.0,22.0,26.0,0.964,265.1,143.6,6726.0,1018.0,28.0,24.0,1.05,280.2,129.3,2928.0,279.0,14.0,5.0,1.032,585.6,154.1,914.0,-656.0,2.0,0.0,0.761,,457.0,8620.0,1700.0,38.0,29.0,1.066,297.2,128.7
マイジャグラーV,1081,25027,-457,97,60,0.994,417.1,159.4,3679.0,391.0,17.0,5.0,1.035,735.8,167.2,6422.0,1826.0,34.0,13.0,1.095,494.0,136.6,4707.0,-194.0,18.0,10.0,0.986,470.7,168.1,1839.0,-456.0,6.0,4.0,0.917,459.8,183.9,2960.0,-1053.0,6.0,10.0,0.881,296.0,185.0,5420.0,-971.0,16.0,18.0,0.94,301.1,159.4
マイジャグラーV,1082,24608,3394,108,67,1.046,367.3,140.6,1788.0,-179.0,5.0,6.0,0.967,298.0,162.5,814.0,-44.0,3.0,3.0,0.982,271.3,135.7,4202.0,-115.0,17.0,8.0,0.991,525.2,168.1,8067.0,2779.0,44.0,21.0,1.115,384.1,124.1,7734.0,1738.0,33.0,27.0,1.075,286.4,128.9,2003.0,-785.0,6.0,2.0,0.869,1001.5,250.4
マイジャグラーV,1083,24599,-869,92,62,0.988,396.8,159.7,4419.0,79.0,18.0,10.0,1.006,441.9,157.8,6468.0,559.0,27.0,18.0,1.029,359.3,143.7,5578.0,-1006.0,19.0,11.0,0.94,507.1,185.9,843.0,-503.0,1.0,2.0,0.801,421.5,281.0,539.0,-474.0,0.0,2.0,0.707,269.5,269.5,6752.0,476.0,27.0,19.0,1.023,355.4,146.8
マイジャグラーV,1084,25620,1285,101,86,1.017,297.9,137.0,3669.0,-462.0,12.0,15.0,0.958,244.6,135.9,2489.0,-491.0,10.0,3.0,0.934,829.7,191.5,5196.0,465.0,23.0,13.0,1.03,399.7,144.3,4538.0,794.0,19.0,16.0,1.058,283.6,129.7,6811.0,582.0,27.0,24.0,1.028,283.8,133.5,2917.0,397.0,10.0,15.0,1.045,194.5,116.7
マイジャグラーV,1085,31118,-771,115,91,0.992,342.0,151.1,6609.0,-124.0,26.0,13.0,0.994,508.4,169.5,6479.0,1721.0,32.0,19.0,1.089,341.0,127.0,8229.0,1335.0,33.0,32.0,1.054,257.2,126.6,957.0,-538.0,3.0,0.0,0.813,,319.0,5219.0,-1665.0,12.0,20.0,0.894,261.0,163.1,3625.0,-1500.0,9.0,7.0,0.862,517.9,226.6
マイジャグラーV,1086,23448,313,90,55,1.004,426.3,161.7,836.0,-279.0,2.0,2.0,0.889,418.0,209.0,2791.0,-409.0,10.0,6.0,0.951,465.2,174.4,4317.0,150.0,16.0,12.0,1.012,359.8,154.2,6606.0,1712.0,31.0,13.0,1.086,508.2,150.1,1400.0,-432.0,4.0,2.0,0.897,700.0,233.3,7498.0,-429.0,27.0,20.0,0.981,374.9,159.5
マイジャグラーV,1087,26833,-200,97,76,0.998,353.1,155.1,6264.0,535.0,21.0,25.0,1.028,250.6,136.2,3996.0,-532.0,13.0,10.0,0.956,399.6,173.7,2027.0,26.0,9.0,5.0,1.004,405.4,144.8,6075.0,-1006.0,17.0,18.0,0.945,337.5,173.6,3502.0,162.0,13.0,8.0,1.015,437.8,166.8,4969.0,615.0,24.0,10.0,1.041,496.9,146.1
マイジャグラーV,1088,21813,613,86,58,1.009,376.1,151.5,4252.0,521.0,17.0,13.0,1.041,327.1,141.7,3506.0,-374.0,12.0,9.0,0.964,389.6,167.0,3666.0,9.0,16.0,5.0,1.001,733.2,174.6,4754.0,715.0,18.0,19.0,1.05,250.2,128.5,913.0,-332.0,3.0,2.0,0.879,456.5,182.6,4722.0,74.0,20.0,10.0,1.005,472.2,157.4
マイジャグラーV,1089,19381,273,74,48,1.005,403.8,158.9,815.0,-562.0,1.0,1.0,0.77,815.0,407.5,6120.0,1218.0,27.0,15.0,1.066,408.0,145.7,6674.0,1241.0,28.0,22.0,1.062,303.4,133.5,813.0,279.0,5.0,1.0,1.114,813.0,135.5,3438.0,-947.0,10.0,7.0,0.908,491.1,202.2,1521.0,-956.0,3.0,2.0,0.79,760.5,304.2
マイジャグラーV,1090,29482,2661,122,83,1.03,355.2,143.8,5372.0,138.0,20.0,18.0,1.009,298.4,141.4,6225.0,426.0,29.0,13.0,1.023,478.8,148.2,2453.0,-703.0,7.0,6.0,0.904,408.8,188.7,7688.0,1703.0,34.0,25.0,1.074,307.5,130.3,1310.0,-144.0,5.0,1.0,0.963,1310.0,218.3,6434.0,1241.0,27.0,20.0,1.064,321.7,136.9
マイジャグラーV,1091,14963,-2305,49,38,0.949,393.8,172.0,789.0,-515.0,1.0,2.0,0.782,394.5,263.0,2039.0,-832.0,5.0,6.0,0.864,339.8,185.4,6445.0,-182.0,22.0,21.0,0.991,306.9,149.9,356.0,-403.0,0.0,0.0,0.623,,,3505.0,206.0,15.0,7.0,1.02,500.7,159.3,1829.0,-579.0,6.0,2.0,0.894,914.5,228.6
マイジャグラーV,1092,25407,-991,91,70,0.987,363.0,157.8,1326.0,-450.0,4.0,2.0,0.887,663.0,221.0,4140.0,535.0,17.0,8.0,1.043,517.5,165.6,5580.0,524.0,23.0,17.0,1.031,328.2,139.5,4622.0,-344.0,17.0,9.0,0.975,513.6,177.8,3865.0,-1735.0,8.0,10.0,0.85,386.5,214.7,5874.0,479.0,22.0,24.0,1.027,244.8,127.7
マイジャグラーV,1093,33280,-394,132,82,0.996,405.9,155.5,4718.0,-197.0,19.0,13.0,0.986,362.9,147.4,1688.0,-538.0,6.0,0.0,0.894,,281.3,7490.0,41.0,29.0,19.0,1.002,394.2,156.0,5573.0,774.0,28.0,11.0,1.046,506.6,142.9,8320.0,697.0,31.0,29.0,1.028,286.9,138.7,5491.0,-1171.0,19.0,10.0,0.929,549.1,189.3
マイジャグラーV,1094,33862,5749,142,112,1.057,302.3,133.3,8391.0,3447.0,40.0,32.0,1.137,262.2,116.5,6692.0,876.0,28.0,21.0,1.044,318.7,136.6,8956.0,-1382.0,30.0,22.0,0.949,407.1,172.2,1227.0,-521.0,3.0,2.0,0.858,613.5,245.4,911.0,-303.0,2.0,4.0,0.889,227.8,151.8,7685.0,3632.0,39.0,31.0,1.158,247.9,109.8
マイジャグラーV,1095,17806,-736,62,52,0.986,342.4,156.2,314.0,-332.0,0.0,0.0,0.648,,,822.0,-715.0,1.0,0.0,0.71,,822.0,1130.0,-815.0,2.0,0.0,0.76,,565.0,4603.0,853.0,20.0,15.0,1.062,306.9,131.5,4382.0,-415.0,14.0,14.0,0.968,313.0,156.5,6555.0,688.0,25.0,23.0,1.035,285.0,136.6
マイジャグラーV,1096,19236,-3705,62,47,0.936,409.3,176.5,6555.0,1559.0,32.0,20.0,1.079,327.8,126.1,2031.0,-900.0,4.0,5.0,0.852,406.2,225.7,4745.0,-2232.0,10.0,11.0,0.843,431.4,226.0,1759.0,-597.0,7.0,1.0,0.887,1759.0,219.9,1842.0,-656.0,4.0,5.0,0.881,368.4,204.7,2304.0,-879.0,5.0,5.0,0.873,460.8,230.4
マイジャグラーV,1097,21932,86,88,49,1.001,447.6,160.1,6290.0,1932.0,32.0,18.0,1.102,349.4,125.8,5509.0,574.0,23.0,16.0,1.035,344.3,141.3,979.0,-803.0,2.0,0.0,0.727,,489.5,3000.0,15.0,12.0,6.0,1.002,500.0,166.7,2744.0,-438.0,10.0,4.0,0.947,686.0,196.0,3410.0,-1194.0,9.0,5.0,0.883,682.0,243.6
マイジャグラーV,1098,26297,-1559,88,78,0.98,337.1,158.4,7128.0,456.0,27.0,23.0,1.021,309.9,142.6,2960.0,-391.0,9.0,9.0,0.956,328.9,164.4,6720.0,-1668.0,16.0,24.0,0.917,280.0,168.0,3422.0,109.0,13.0,8.0,1.011,427.8,163.0,584.0,-103.0,2.0,0.0,0.941,,292.0,5483.0,38.0,21.0,14.0,1.002,391.6,156.7
マイジャグラーV,1099,31652,530,121,92,1.006,344.0,148.6,7497.0,-2550.0,19.0,23.0,0.887,326.0,178.5,5346.0,-1265.0,13.0,19.0,0.921,281.4,167.1,4770.0,1135.0,21.0,18.0,1.079,265.0,122.3,3552.0,821.0,17.0,7.0,1.077,507.4,148.0,5252.0,771.0,23.0,14.0,1.049,375.1,141.9,5235.0,1618.0,28.0,11.0,1.103,475.9,134.2
ミスタージャグラー,1061,20030,-1797,71,52,0.97,385.2,162.8,,,,,,,,2464.0,-650.0,6.0,7.0,0.912,352.0,189.5,5555.0,724.0,26.0,12.0,1.043,462.9,146.2,1505.0,-450.0,6.0,2.0,0.9,752.5,188.1,2904.0,-403.0,10.0,10.0,0.954,290.4,145.2,7602.0,-1018.0,23.0,21.0,0.955,362.0,172.8
ミスタージャグラー,1062,15142,611,59,50,1.013,302.8,138.9,,,,,,,,6912.0,1194.0,28.0,28.0,1.058,246.9,123.4,2129.0,-1018.0,5.0,7.0,0.841,304.1,177.4,2142.0,-797.0,5.0,4.0,0.876,535.5,238.0,2456.0,1429.0,16.0,6.0,1.194,409.3,111.6,1503.0,-197.0,5.0,5.0,0.956,300.6,150.3
ミスタージャグラー,1063,19319,6758,99,60,1.117,322.0,121.5,,,,,,,,1247.0,-709.0,3.0,2.0,0.81,623.5,249.4,2805.0,2303.0,21.0,7.0,1.274,400.7,100.2,1668.0,-503.0,4.0,6.0,0.899,278.0,166.8,5565.0,2126.0,32.0,13.0,1.127,428.1,123.7,8034.0,3541.0,39.0,32.0,1.147,251.1,113.2
ミスタージャグラー,1064,17956,-4870,56,46,0.91,390.3,176.0,,,,,,,,5285.0,-1606.0,17.0,9.0,0.899,587.2,203.3,2995.0,-838.0,10.0,7.0,0.907,427.9,176.2,2068.0,-297.0,7.0,7.0,0.952,295.4,147.7,4638.0,-594.0,17.0,13.0,0.957,356.8,154.6,2970.0,-1535.0,5.0,10.0,0.828,297.0,198.0
ミスタージャグラー,1065,14957,-2511,46,40,0.944,373.9,173.9,,,,,,,,3946.0,3.0,13.0,15.0,1.0,263.1,140.9,2422.0,-403.0,9.0,3.0,0.945,807.3,201.8,2966.0,-1253.0,7.0,8.0,0.859,370.8,197.7,2083.0,121.0,9.0,5.0,1.019,416.6,148.8,3540.0,-979.0,8.0,9.0,0.908,393.3,208.2
ミスタージャグラー,1066,13416,-874,52,29,0.978,462.6,165.6,,,,,,,,801.0,-285.0,3.0,1.0,0.881,801.0,200.2,2364.0,-262.0,8.0,7.0,0.963,337.7,157.6,1936.0,-185.0,7.0,4.0,0.968,484.0,176.0,4661.0,179.0,20.0,9.0,1.013,517.9,160.7,3654.0,-321.0,14.0,8.0,0.971,456.8,166.1
ミスタージャグラー,1067,19054,1368,77,54,1.024,352.9,145.5,,,,,,,,5953.0,1665.0,29.0,17.0,1.093,350.2,129.4,6898.0,-159.0,23.0,24.0,0.992,287.4,146.8,1016.0,38.0,6.0,0.0,1.012,,169.3,661.0,-479.0,1.0,2.0,0.758,330.5,220.3,4526.0,303.0,18.0,11.0,1.022,411.5,156.1
ミスタージャグラー,1107,4205,-626,12,18,0.95,233.6,140.2,4205.0,-626.0,12.0,18.0,0.95,233.6,140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1108,582,56,3,1,1.032,582.0,145.5,582.0,56.0,3.0,1.0,1.032,582.0,145.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1109,6376,2497,32,21,1.131,303.6,120.3,6376.0,2497.0,32.0,21.0,1.131,303.6,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1110,538,156,3,1,1.097,538.0,134.5,538.0,156.0,3.0,1.0,1.097,538.0,134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1111,900,-268,3,1,0.901,900.0,225.0,900.0,-268.0,3.0,1.0,0.901,900.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1112,261,-174,0,1,0.778,261.0,261.0,261.0,-174.0,0.0,1.0,0.778,261.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1113,6391,-65,22,24,0.997,266.3,138.9,6391.0,-65.0,22.0,24.0,0.997,266.3,138.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total,,3228156,-5378,12372,9051,0.999,356.7,150.7,427422.0,-3297.0,1616.0,1211.0,0.997,352.9,151.2,598936.0,-5653.0,2278.0,1676.0,0.997,357.4,151.5,605216.0,-13699.0,2299.0,1646.0,0.992,367.7,153.4,467061.0,6695.0,1835.0,1279.0,1.005,365.2,150.0,450416.0,-52.0,1694.0,1305.0,1.0,345.1,150.2,679105.0,10628.0,2650.0,1934.0,1.005,351.1,148.1
