,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
c: アイムジャグラーEX-TP,866,8569,-244,0.991,476.1,168.0,1069.0,-541.0,0.831,534.5,267.2,2879.0,-157.0,0.982,479.8,179.9,1357.0,-17.0,0.996,,193.9,2232.0,1151.0,1.172,248.0,106.3,1032.0,-680.0,0.78,1032.0,344.0
c: アイムジャグラーEX-TP,867,6801,-482,0.976,680.1,183.8,1079.0,-87.0,0.973,,215.8,2429.0,-424.0,0.942,809.7,202.4,1360.0,-366.0,0.91,453.3,194.3,1578.0,331.0,1.07,394.5,143.5,355.0,64.0,1.06,,177.5
c: アイムジャグラーEX-TP,868,3665,-1249,0.886,610.8,229.1,954.0,-250.0,0.913,954.0,238.5,910.0,-366.0,0.866,303.3,182.0,1022.0,41.0,1.013,511.0,170.3,477.0,-343.0,0.76,,477.0,302.0,-331.0,0.635,,
c: アイムジャグラーEX-TP,869,6204,762,1.041,326.5,137.9,975.0,76.0,1.026,975.0,162.5,2983.0,-529.0,0.941,248.6,149.2,2169.0,1035.0,1.159,361.5,120.5,77.0,180.0,1.779,,77.0,,,,,
c: アイムジャグラーEX-TP,870,9144,186,1.007,338.7,145.1,1831.0,890.0,1.162,610.3,130.8,5114.0,-29.0,0.998,269.2,134.6,1597.0,-192.0,0.96,319.4,159.7,602.0,-483.0,0.733,,602.0,,,,,
c: アイムジャグラーEX-TP,871,5108,-605,0.961,425.7,164.8,641.0,-297.0,0.846,641.0,213.7,1087.0,180.0,1.055,1087.0,181.2,1013.0,29.0,1.01,1013.0,168.8,2367.0,-517.0,0.927,263.0,147.9,,,,,
c: アイムジャグラーEX-TP,872,4834,-1326,0.909,402.8,193.4,1956.0,-320.0,0.945,326.0,163.0,843.0,-680.0,0.731,,843.0,427.0,-378.0,0.705,427.0,427.0,1608.0,52.0,1.011,321.6,146.2,,,,,
c: アイムジャグラーEX-TP,873,9389,3354,1.119,447.1,130.4,5056.0,2860.0,1.189,337.1,112.4,2116.0,483.0,1.076,2116.0,162.8,1339.0,-169.0,0.958,334.8,148.8,878.0,180.0,1.068,878.0,175.6,,,,,
c: アイムジャグラーEX-TP,874,5340,-954,0.94,445.0,172.3,409.0,-576.0,0.531,,,3107.0,-622.0,0.933,443.9,172.6,115.0,-134.0,0.612,,,1709.0,378.0,1.074,341.8,131.5,,,,,
c: アイムジャグラーEX-TP,875,2137,-1059,0.835,427.4,213.7,246.0,-355.0,0.519,,,1488.0,-250.0,0.944,372.0,165.3,294.0,-285.0,0.677,294.0,294.0,109.0,-169.0,0.483,,,,,,,
c: アイムジャグラーEX-TP,876,4998,-872,0.942,416.5,178.5,597.0,-424.0,0.763,298.5,298.5,2301.0,331.0,1.048,460.2,143.8,433.0,-506.0,0.61,433.0,433.0,1667.0,-273.0,0.945,416.8,185.2,,,,,
c: アイムジャグラーEX-TP,877,6173,22,1.001,385.8,158.3,796.0,-227.0,0.905,398.0,265.3,3689.0,238.0,1.022,335.4,141.9,871.0,-297.0,0.886,,290.3,817.0,308.0,1.126,272.3,116.7,,,,,
c: アイムジャグラーEX-TP,878,6183,110,1.006,441.6,150.8,1100.0,-343.0,0.896,366.7,183.3,3852.0,407.0,1.035,428.0,142.7,563.0,-297.0,0.824,281.5,187.7,668.0,343.0,1.171,,133.6,,,,,
c: アイムジャグラーEX-TP,879,6474,-942,0.951,462.4,175.0,830.0,-297.0,0.881,415.0,207.5,1783.0,-401.0,0.925,594.3,178.3,2377.0,29.0,1.004,475.4,169.8,1484.0,-273.0,0.939,371.0,164.9,,,,,
c: アイムジャグラーEX-TP,880,8779,1924,1.073,418.0,139.3,2579.0,1523.0,1.197,368.4,112.1,5263.0,529.0,1.034,404.8,150.4,716.0,-308.0,0.857,716.0,238.7,221.0,180.0,1.271,,110.5,,,,,
c: アイムジャグラーEX-TP,881,7624,-528,0.977,544.6,181.5,977.0,-924.0,0.685,,977.0,4510.0,1151.0,1.085,410.0,140.9,1958.0,-517.0,0.912,652.7,217.6,179.0,-238.0,0.557,,,,,,,
c: アイムジャグラーEX-TP,882,13620,2534,1.062,400.6,143.4,1841.0,680.0,1.123,613.7,153.4,4330.0,1267.0,1.098,866.0,144.3,2257.0,-76.0,0.989,376.2,161.2,5192.0,663.0,1.043,259.6,133.1,,,,,
d: マイジャグラーV,789,19355,1006,1.017,351.9,145.5,5768.0,64.0,1.004,320.4,144.2,5384.0,0.0,1.0,336.5,149.6,3412.0,477.0,1.047,426.5,148.3,1599.0,-366.0,0.924,199.9,133.2,3192.0,831.0,1.087,638.4,145.1
d: マイジャグラーV,790,17892,4000,1.075,397.6,138.7,4870.0,1058.0,1.072,374.6,143.2,3569.0,-52.0,0.995,356.9,162.2,5150.0,2116.0,1.137,367.9,119.8,3327.0,1244.0,1.125,554.5,133.1,976.0,-366.0,0.875,488.0,195.2
d: マイジャグラーV,791,7160,-866,0.96,596.7,179.0,2018.0,-529.0,0.913,672.7,201.8,2400.0,157.0,1.022,480.0,141.2,389.0,-401.0,0.656,,,447.0,250.0,1.186,,149.0,1906.0,-343.0,0.94,476.5,190.6
d: マイジャグラーV,792,11133,-1639,0.951,445.3,171.3,1465.0,-1081.0,0.754,1465.0,366.2,4582.0,-913.0,0.934,269.5,152.7,1955.0,169.0,1.029,488.8,150.4,1793.0,-169.0,0.969,896.5,199.2,1338.0,355.0,1.088,1338.0,148.7
d: マイジャグラーV,793,21025,2830,1.045,350.4,140.2,5732.0,517.0,1.03,440.9,147.0,7553.0,2860.0,1.126,236.0,112.7,2669.0,-773.0,0.903,444.8,190.6,3171.0,453.0,1.048,528.5,158.6,1900.0,-227.0,0.96,633.3,190.0
d: マイジャグラーV,794,11714,-1145,0.967,488.1,172.3,3938.0,-494.0,0.958,358.0,171.2,4601.0,-180.0,0.987,657.3,170.4,585.0,17.0,1.01,,195.0,878.0,-157.0,0.94,292.7,146.3,1712.0,-331.0,0.936,570.7,190.2
d: マイジャグラーV,795,16454,-151,0.997,350.1,151.0,4177.0,-709.0,0.943,417.7,181.6,6966.0,1895.0,1.091,302.9,126.7,1141.0,703.0,1.205,1141.0,126.8,1695.0,-959.0,0.811,282.5,188.3,2475.0,-1081.0,0.854,353.6,190.4
d: マイジャグラーV,796,11232,-3174,0.906,488.3,200.6,2336.0,-227.0,0.968,467.2,179.7,4851.0,-2674.0,0.816,404.2,242.6,3356.0,541.0,1.054,559.3,145.9,502.0,-564.0,0.625,,,187.0,-250.0,0.554,,
d: マイジャグラーV,797,20980,3617,1.057,368.1,139.9,6553.0,2767.0,1.141,327.6,121.4,7348.0,-523.0,0.976,386.7,163.3,827.0,-110.0,0.956,413.5,165.4,1068.0,192.0,1.06,1068.0,178.0,5184.0,1291.0,1.083,345.6,129.6
d: マイジャグラーV,798,10265,420,1.014,380.2,146.6,774.0,-552.0,0.762,774.0,387.0,3817.0,1012.0,1.088,545.3,141.4,2945.0,320.0,1.036,294.5,122.7,900.0,-180.0,0.933,450.0,180.0,1829.0,-180.0,0.967,261.3,152.4
d: マイジャグラーV,799,14269,-2151,0.95,419.7,171.9,2992.0,-965.0,0.892,427.4,199.5,4510.0,-227.0,0.983,346.9,155.5,390.0,-134.0,0.885,,390.0,5484.0,-52.0,0.997,391.7,152.3,893.0,-773.0,0.711,,446.5
d: マイジャグラーV,800,14142,-465,0.989,456.2,164.4,5013.0,640.0,1.043,557.0,151.9,5516.0,-192.0,0.988,424.3,162.2,446.0,-320.0,0.761,,446.0,353.0,-343.0,0.676,353.0,353.0,2814.0,-250.0,0.97,351.8,165.5
d: マイジャグラーV,801,4982,-3266,0.781,622.8,311.4,1311.0,-703.0,0.821,437.0,262.2,1308.0,-1221.0,0.689,654.0,436.0,992.0,-180.0,0.94,992.0,198.4,248.0,-331.0,0.555,,,1123.0,-831.0,0.753,561.5,374.3
d: マイジャグラーV,802,18568,435,1.008,343.9,147.4,3153.0,-506.0,0.947,788.2,197.1,4677.0,-221.0,0.984,334.1,155.9,4105.0,517.0,1.042,293.2,136.8,3540.0,308.0,1.029,236.0,122.1,3093.0,337.0,1.036,441.9,147.3
d: マイジャグラーV,803,15165,18,1.0,459.5,159.6,3990.0,-87.0,0.993,498.8,159.6,7092.0,157.0,1.007,354.6,150.9,798.0,-41.0,0.983,,266.0,1179.0,-238.0,0.933,589.5,168.4,2106.0,227.0,1.036,702.0,162.0
d: マイジャグラーV,804,10333,-691,0.978,543.8,169.4,2608.0,-87.0,0.989,372.6,153.4,3155.0,378.0,1.04,450.7,150.2,1018.0,-308.0,0.899,,254.5,1421.0,29.0,1.007,1421.0,177.6,2131.0,-703.0,0.89,532.8,193.7
d: マイジャグラーV,805,17892,-755,0.986,397.6,158.3,7197.0,-320.0,0.985,599.8,171.4,4502.0,105.0,1.008,321.6,145.2,3325.0,-215.0,0.978,277.1,144.6,824.0,-459.0,0.814,412.0,274.7,2044.0,134.0,1.022,408.8,146.0
d: マイジャグラーV,806,9103,-1960,0.928,505.7,185.8,2038.0,-87.0,0.986,509.5,169.8,2748.0,-692.0,0.916,343.5,171.8,1520.0,-320.0,0.93,1520.0,217.1,1957.0,-634.0,0.892,391.4,195.7,840.0,-227.0,0.91,,210.0
d: マイジャグラーV,807,10370,-368,0.988,334.5,152.5,953.0,-762.0,0.733,476.5,317.7,6575.0,1035.0,1.052,274.0,131.5,1427.0,-262.0,0.939,475.7,178.4,252.0,-59.0,0.922,,252.0,1163.0,-320.0,0.908,581.5,193.8
d: マイジャグラーV,808,23966,-187,0.997,328.3,152.6,7007.0,407.0,1.019,241.6,134.8,5741.0,-145.0,0.992,358.8,155.2,4331.0,267.0,1.021,333.2,149.3,2762.0,203.0,1.024,460.3,162.5,4125.0,-919.0,0.926,458.3,187.5
e: ファンキージャグラー2,819,6608,231,1.012,550.7,169.4,2223.0,1128.0,1.169,444.6,123.5,1403.0,-355.0,0.916,,233.8,2666.0,-227.0,0.972,380.9,177.7,81.0,-42.0,0.827,,,235.0,-273.0,0.613,,
e: ファンキージャグラー2,820,4114,-1890,0.847,685.7,257.1,315.0,-215.0,0.772,,315.0,960.0,-297.0,0.897,960.0,192.0,887.0,-692.0,0.74,295.7,295.7,1287.0,-285.0,0.926,1287.0,257.4,665.0,-401.0,0.799,665.0,332.5
e: ファンキージャグラー2,821,9711,-593,0.98,606.9,176.6,1310.0,-297.0,0.924,655.0,187.1,3323.0,-494.0,0.95,474.7,184.6,3497.0,570.0,1.054,499.6,145.7,399.0,-227.0,0.81,,399.0,1182.0,-145.0,0.959,,236.4
e: ファンキージャグラー2,822,12026,1622,1.045,364.4,136.7,1543.0,-238.0,0.949,771.5,192.9,5931.0,1105.0,1.062,370.7,134.8,709.0,-297.0,0.86,,354.5,111.0,-169.0,0.492,,,3732.0,1221.0,1.109,248.8,109.8
e: ファンキージャグラー2,823,4101,-1601,0.87,585.9,241.2,454.0,-355.0,0.739,454.0,454.0,1381.0,-913.0,0.78,460.3,276.2,1553.0,192.0,1.041,1553.0,194.1,202.0,-19.0,0.969,,202.0,511.0,-506.0,0.67,255.5,255.5
e: ファンキージャグラー2,824,3983,-1598,0.866,569.0,221.3,656.0,-157.0,0.92,656.0,218.7,2207.0,-610.0,0.908,441.4,183.9,222.0,-331.0,0.503,,,514.0,41.0,1.027,514.0,171.3,384.0,-541.0,0.53,,
e: ファンキージャグラー2,825,6006,-2424,0.865,500.5,214.5,1943.0,-762.0,0.869,485.8,215.9,652.0,-773.0,0.605,652.0,652.0,980.0,-459.0,0.844,326.7,196.0,1401.0,-29.0,0.993,467.0,155.7,1030.0,-401.0,0.87,1030.0,257.5
e: ファンキージャグラー2,826,11148,2663,1.08,530.9,139.4,3163.0,2349.0,1.248,1054.3,117.1,4883.0,169.0,1.012,406.9,143.6,1284.0,-64.0,0.983,428.0,183.4,1220.0,-29.0,0.992,610.0,174.3,598.0,238.0,1.133,598.0,119.6
f: ウルトラミラクルジャグラー,860,10560,-1099,0.965,340.6,160.0,3199.0,494.0,1.051,228.5,123.0,4270.0,-645.0,0.95,355.8,164.2,496.0,-41.0,0.972,,248.0,2023.0,-506.0,0.917,505.8,202.3,572.0,-401.0,0.766,572.0,286.0
f: ウルトラミラクルジャグラー,861,10972,2047,1.062,422.0,135.5,1081.0,52.0,1.016,540.5,154.4,2291.0,-552.0,0.92,458.2,176.2,2168.0,192.0,1.03,433.6,144.5,343.0,-180.0,0.825,171.5,171.5,5089.0,2535.0,1.166,424.1,115.7
f: ウルトラミラクルジャグラー,862,5546,-2355,0.858,462.2,221.8,1853.0,-866.0,0.844,308.8,185.3,2034.0,-494.0,0.919,508.5,203.4,713.0,-541.0,0.747,,713.0,172.0,-227.0,0.56,,,774.0,-227.0,0.902,387.0,193.5
f: ウルトラミラクルジャグラー,863,4374,-1501,0.886,624.9,230.2,414.0,-297.0,0.761,,414.0,1435.0,-1081.0,0.749,358.8,287.0,946.0,-262.0,0.908,946.0,315.3,610.0,459.0,1.251,,122.0,969.0,-320.0,0.89,484.5,193.8
f: ウルトラミラクルジャグラー,864,7178,321,1.015,512.7,149.5,2343.0,919.0,1.131,390.5,117.2,805.0,-541.0,0.776,,402.5,375.0,-250.0,0.778,,375.0,265.0,-51.0,0.936,,265.0,3390.0,244.0,1.024,423.8,141.2
f: ウルトラミラクルジャグラー,865,10239,-1518,0.951,393.8,170.6,165.0,-180.0,0.636,,,5805.0,-576.0,0.967,341.5,156.9,1941.0,238.0,1.041,485.2,149.3,760.0,-808.0,0.646,760.0,760.0,1568.0,-192.0,0.959,392.0,174.2
g: ジャグラーガールズ,816,9948,17,1.001,320.9,144.2,1382.0,-29.0,0.993,197.4,125.6,3057.0,866.0,1.094,218.4,113.2,2417.0,-669.0,0.908,483.4,185.9,328.0,-273.0,0.723,164.0,164.0,2764.0,122.0,1.015,921.3,172.8
g: ジャグラーガールズ,817,5983,-2483,0.862,398.9,213.7,1306.0,-529.0,0.865,261.2,186.6,1876.0,-587.0,0.896,938.0,234.5,349.0,-320.0,0.694,349.0,349.0,1099.0,-576.0,0.825,274.8,183.2,1353.0,-471.0,0.884,451.0,225.5
g: ジャグラーガールズ,818,6313,-1494,0.921,371.4,185.7,812.0,-320.0,0.869,812.0,270.7,1765.0,-436.0,0.918,441.2,196.1,1653.0,-64.0,0.987,330.6,150.3,873.0,-110.0,0.958,218.2,145.5,1210.0,-564.0,0.845,403.3,242.0
h: ハッピージャグラーVIII,849,9878,-924,0.969,352.8,154.3,1680.0,-110.0,0.978,560.0,168.0,2006.0,-157.0,0.974,286.6,143.3,776.0,-587.0,0.748,388.0,258.7,4594.0,-215.0,0.984,306.3,148.2,822.0,145.0,1.059,822.0,137.0
h: ハッピージャグラーVIII,850,4299,-773,0.94,477.7,186.9,1122.0,-401.0,0.881,561.0,224.4,1378.0,471.0,1.114,1378.0,153.1,1100.0,-599.0,0.818,275.0,220.0,112.0,-134.0,0.601,,,587.0,-110.0,0.938,293.5,146.8
h: ハッピージャグラーVIII,851,7968,-1599,0.933,346.4,169.5,690.0,-401.0,0.806,690.0,345.0,1983.0,-622.0,0.895,330.5,180.3,242.0,-297.0,0.591,,,488.0,-169.0,0.885,488.0,162.7,4565.0,-110.0,0.992,304.3,147.3
h: ハッピージャグラーVIII,852,6879,-454,0.978,299.1,146.4,315.0,-320.0,0.661,315.0,315.0,5036.0,849.0,1.056,251.8,122.8,1225.0,-785.0,0.786,612.5,306.2,82.0,-157.0,0.362,,,221.0,-41.0,0.938,,221.0
h: ハッピージャグラーVIII,853,6997,-338,0.984,241.3,134.6,2078.0,-576.0,0.908,296.9,159.8,500.0,-308.0,0.795,500.0,250.0,225.0,-285.0,0.578,,,3526.0,1430.0,1.135,195.9,103.7,668.0,-599.0,0.701,222.7,222.7
h: ハッピージャグラーVIII,854,5190,-1228,0.921,432.5,185.4,584.0,-308.0,0.824,,292.0,876.0,-680.0,0.741,876.0,438.0,100.0,-145.0,0.517,,,80.0,-54.0,0.775,,,3550.0,-41.0,0.996,322.7,147.9
h: ハッピージャグラーVIII,855,11006,2169,1.066,423.3,139.3,2673.0,872.0,1.109,381.9,127.3,4721.0,1012.0,1.071,363.2,131.1,843.0,-122.0,0.952,843.0,210.8,1161.0,343.0,1.098,580.5,145.1,1608.0,64.0,1.013,536.0,160.8
i: ゴーゴージャグラー3,809,10661,-1052,0.967,394.9,159.1,749.0,-355.0,0.842,249.7,187.2,1200.0,448.0,1.124,1200.0,133.3,2539.0,-785.0,0.897,362.7,169.3,726.0,-203.0,0.907,726.0,181.5,5447.0,-157.0,0.99,363.1,155.6
i: ゴーゴージャグラー3,810,5480,-2256,0.863,498.2,210.8,1376.0,273.0,1.066,1376.0,152.9,2419.0,-1128.0,0.845,345.6,186.1,140.0,-157.0,0.626,,,228.0,-250.0,0.635,,,1317.0,-994.0,0.748,439.0,329.2
i: ゴーゴージャグラー3,811,3942,-1771,0.85,438.0,219.0,1323.0,-355.0,0.911,441.0,189.0,1879.0,-785.0,0.861,313.2,187.9,228.0,-273.0,0.601,,,215.0,-15.0,0.977,,215.0,297.0,-343.0,0.615,,
i: ゴーゴージャグラー3,812,7288,-1745,0.92,364.4,177.8,356.0,215.0,1.201,356.0,118.7,3272.0,-1314.0,0.866,363.6,192.5,1032.0,-483.0,0.844,344.0,206.4,101.0,-180.0,0.406,,,2527.0,17.0,1.002,361.0,157.9
i: ゴーゴージャグラー3,813,10925,605,1.018,364.2,143.8,4124.0,1105.0,1.089,257.8,117.8,1167.0,-308.0,0.912,583.5,194.5,1589.0,-192.0,0.96,794.5,176.6,1727.0,52.0,1.01,345.4,143.9,2318.0,-52.0,0.993,463.6,165.6
i: ゴーゴージャグラー3,814,3755,198,1.018,341.4,139.1,809.0,-17.0,0.993,202.2,115.6,819.0,-634.0,0.742,819.0,409.5,540.0,-459.0,0.717,270.0,270.0,133.0,-215.0,0.461,,,1454.0,1523.0,1.349,363.5,90.9
i: ゴーゴージャグラー3,815,3644,-2089,0.809,455.5,227.8,544.0,-564.0,0.654,544.0,544.0,1039.0,-564.0,0.819,519.5,259.8,320.0,-78.0,0.919,320.0,160.0,658.0,-273.0,0.862,,219.3,1083.0,-610.0,0.812,270.8,180.5
i: ゴーゴージャグラー3,827,11203,-3176,0.906,320.1,167.2,2056.0,-1105.0,0.821,411.2,257.0,1755.0,-878.0,0.833,877.5,250.7,617.0,-76.0,0.959,,205.7,1019.0,-634.0,0.793,339.7,203.8,5756.0,-483.0,0.972,230.2,130.8
i: ゴーゴージャグラー3,828,10889,1517,1.046,363.0,136.1,462.0,-622.0,0.551,,,6109.0,1651.0,1.09,290.9,119.8,2466.0,1058.0,1.143,493.2,129.8,1289.0,-285.0,0.926,322.2,161.1,563.0,-285.0,0.831,,281.5
i: ゴーゴージャグラー3,829,13496,-279,0.993,364.8,146.7,2112.0,-797.0,0.874,352.0,176.0,2498.0,-17.0,0.998,624.5,166.5,4840.0,1035.0,1.071,268.9,118.0,3000.0,-552.0,0.939,428.6,176.5,1046.0,52.0,1.017,523.0,149.4
i: ゴーゴージャグラー3,830,4972,-1994,0.866,452.0,198.9,392.0,-238.0,0.798,,392.0,1262.0,-297.0,0.922,315.5,157.8,255.0,64.0,1.084,,255.0,2443.0,-773.0,0.895,407.2,174.5,620.0,-750.0,0.597,620.0,620.0
i: ゴーゴージャグラー3,831,10993,2506,1.076,281.9,120.8,258.0,-401.0,0.482,,,8168.0,1872.0,1.076,240.2,115.0,251.0,-262.0,0.652,,,1767.0,1477.0,1.279,353.4,98.2,549.0,-180.0,0.891,,274.5
i: ゴーゴージャグラー3,832,5971,-453,0.975,398.1,157.1,2830.0,198.0,1.023,314.4,134.8,677.0,-122.0,0.94,,225.7,193.0,-110.0,0.81,,,390.0,29.0,1.025,,195.0,1881.0,-448.0,0.921,313.5,156.8
i: ゴーゴージャグラー3,833,10628,459,1.014,259.2,131.2,1122.0,122.0,1.036,1122.0,187.0,3683.0,-122.0,0.989,230.2,127.0,958.0,52.0,1.018,239.5,136.9,566.0,87.0,1.051,,188.7,4299.0,320.0,1.025,215.0,119.4
i: ゴーゴージャグラー3,834,6375,-1739,0.909,398.4,187.5,1010.0,-413.0,0.864,,336.7,3774.0,-157.0,0.986,290.3,145.2,933.0,-343.0,0.877,311.0,186.6,294.0,-378.0,0.571,,,364.0,-448.0,0.59,,
i: ゴーゴージャグラー3,835,11687,4065,1.116,265.6,112.4,3444.0,2488.0,1.241,287.0,98.4,2979.0,890.0,1.1,186.2,102.7,221.0,-308.0,0.535,,,102.0,-63.0,0.794,,,4941.0,1058.0,1.071,308.8,123.5
i: ゴーゴージャグラー3,836,2065,-1262,0.796,688.3,258.1,438.0,-262.0,0.801,438.0,219.0,400.0,-436.0,0.637,400.0,400.0,476.0,-262.0,0.817,476.0,238.0,568.0,-64.0,0.962,,189.3,183.0,-238.0,0.566,,
i: ゴーゴージャグラー3,837,10690,-2123,0.934,334.1,159.6,703.0,-541.0,0.743,703.0,351.5,6388.0,-657.0,0.966,245.7,138.9,441.0,-320.0,0.758,,441.0,1334.0,-250.0,0.938,1334.0,190.6,1824.0,-355.0,0.935,456.0,165.8
i: ゴーゴージャグラー3,838,6549,825,1.042,436.6,142.4,401.0,-448.0,0.628,401.0,401.0,461.0,-157.0,0.886,,230.5,406.0,-424.0,0.652,406.0,406.0,2424.0,1360.0,1.187,242.4,101.0,2857.0,494.0,1.058,952.3,158.7
i: ゴーゴージャグラー3,839,2042,-1343,0.781,2042.0,408.4,310.0,-180.0,0.806,,310.0,840.0,-413.0,0.836,840.0,280.0,192.0,-227.0,0.606,,,325.0,-145.0,0.851,,325.0,375.0,-378.0,0.664,,
i: ゴーゴージャグラー3,840,8736,-860,0.967,312.0,148.1,252.0,-273.0,0.639,,,5741.0,-198.0,0.989,239.2,130.5,814.0,-203.0,0.917,814.0,203.5,798.0,-134.0,0.944,798.0,199.5,1131.0,-52.0,0.985,565.5,161.6
i: ゴーゴージャグラー3,841,7224,489,1.023,451.5,150.5,4789.0,1291.0,1.09,435.4,133.0,574.0,-331.0,0.808,574.0,287.0,1001.0,-529.0,0.824,333.7,200.2,533.0,413.0,1.258,533.0,106.6,327.0,-355.0,0.638,,
i: ゴーゴージャグラー3,842,7347,82,1.004,306.1,144.1,171.0,-180.0,0.649,,,727.0,-308.0,0.859,727.0,242.3,728.0,-76.0,0.965,364.0,145.6,99.0,-110.0,0.63,,,5622.0,756.0,1.045,267.7,130.7
i: ゴーゴージャグラー3,843,8499,-2028,0.92,340.0,166.6,180.0,-122.0,0.774,180.0,180.0,3839.0,-703.0,0.939,274.2,153.6,745.0,-215.0,0.904,372.5,186.2,3095.0,-715.0,0.923,619.0,182.1,640.0,-273.0,0.858,213.3,160.0
i: ゴーゴージャグラー3,844,18769,3605,1.064,318.1,127.7,5152.0,2488.0,1.161,303.1,112.0,7052.0,-81.0,0.996,306.6,138.3,4397.0,384.0,1.029,338.2,133.2,366.0,122.0,1.111,122.0,91.5,1802.0,692.0,1.128,600.7,138.6
i: ゴーゴージャグラー3,845,3642,-389,0.964,607.0,165.5,546.0,-250.0,0.847,273.0,182.0,1092.0,494.0,1.151,1092.0,121.3,568.0,262.0,1.154,284.0,113.6,201.0,-215.0,0.643,,,1235.0,-680.0,0.816,1235.0,247.0
i: ゴーゴージャグラー3,846,3745,-2116,0.812,749.0,267.5,174.0,-227.0,0.565,,,1054.0,-773.0,0.756,351.3,210.8,501.0,-203.0,0.865,501.0,250.5,322.0,-157.0,0.837,,322.0,1694.0,-756.0,0.851,1694.0,282.3
i: ゴーゴージャグラー3,847,11223,-291,0.991,448.9,153.7,1094.0,-227.0,0.931,1094.0,182.3,3212.0,-680.0,0.929,803.0,188.9,187.0,-215.0,0.617,,,2455.0,-250.0,0.966,306.9,144.4,4275.0,1081.0,1.084,356.2,129.5
i: ゴーゴージャグラー3,848,6692,-76,0.996,557.7,163.2,451.0,-459.0,0.661,451.0,451.0,1462.0,-483.0,0.89,1462.0,243.7,538.0,215.0,1.133,538.0,134.5,2385.0,157.0,1.022,477.0,149.1,1856.0,494.0,1.089,464.0,132.6
