model_name,unit_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,1073,352.5,407.0,344.6,510.4,322.4,514.1,528.2,420.1,352.5,498.8,309.7,,272.9,389.0,1184.0,500.0,327.6,367.3,531.1,240.3,322.2,263.6,410.1,236.5,212.4,312.8,418.0,267.7,308.0,868.7,,552.3,439.8,343.7,485.0,270.4,550.8,259.4,281.4,561.6,400.0,535.4,618.3,312.7,477.3,478.5,391.5,291.7,339.8,1048.5,278.5,383.5,317.7,363.9,464.8,1240.0,279.6,344.7
マイジャグラーV,1074,366.1,261.6,397.3,505.6,322.1,560.8,335.2,404.8,,309.5,356.8,589.5,399.5,277.3,305.3,675.5,,337.7,381.1,403.8,314.3,458.7,443.2,282.6,594.7,558.5,360.2,511.3,264.5,249.0,287.8,335.3,381.4,442.6,,307.7,510.6,452.9,265.3,531.0,292.9,258.0,459.6,299.2,427.7,456.7,1338.0,369.7,395.0,395.0,408.2,318.5,339.1,409.9,677.8,948.3,343.5,541.0
マイジャグラーV,1075,333.9,1052.0,323.6,459.2,268.5,,370.8,593.3,246.3,394.3,560.4,237.5,299.8,347.3,266.0,517.0,268.0,342.3,289.0,231.0,358.2,248.6,473.4,396.4,295.1,754.7,2318.0,291.4,264.3,410.3,328.3,446.7,294.6,272.5,316.3,342.0,387.7,285.9,291.6,708.0,325.6,603.3,636.0,411.7,378.0,465.5,328.3,406.6,324.5,506.5,744.0,932.0,491.2,242.6,342.3,555.5,286.1,426.1
マイジャグラーV,1076,360.0,304.5,330.3,350.1,404.2,388.8,323.4,766.1,486.1,420.2,356.8,509.7,,263.9,467.3,450.2,243.8,371.7,533.9,402.5,588.2,209.4,272.2,435.2,297.7,309.3,983.0,351.4,751.5,442.1,295.4,274.7,279.4,314.4,565.5,389.5,358.4,414.8,510.8,576.9,404.8,485.1,291.4,300.0,344.4,288.3,1360.0,427.5,195.9,404.8,508.8,324.3,470.2,312.8,659.3,419.0,500.0,453.1
マイジャグラーV,1077,345.4,773.0,360.0,370.1,330.8,534.8,232.7,191.8,374.6,415.7,319.1,330.8,501.4,403.3,360.9,366.9,480.8,399.9,373.6,373.1,238.5,312.1,472.4,333.3,410.2,662.9,495.2,397.4,503.8,387.5,423.3,278.8,234.0,268.9,586.7,381.6,557.9,385.1,339.3,277.9,362.6,355.9,605.8,394.9,381.4,314.4,341.6,294.7,266.9,332.3,532.8,485.3,389.3,263.4,508.3,348.1,251.2,344.7
マイジャグラーV,1078,326.9,310.4,777.4,308.4,554.2,346.9,339.0,454.8,1012.0,313.4,329.2,318.1,,420.5,300.4,,498.0,300.2,394.5,411.0,455.6,340.0,444.5,349.2,320.0,324.4,214.1,220.5,622.6,316.1,197.6,343.3,293.0,495.5,344.7,401.9,910.0,1642.0,310.6,245.5,254.4,365.4,311.4,507.2,270.3,585.0,283.8,404.6,273.5,329.1,334.4,796.0,437.3,299.0,583.5,384.6,261.8,276.9
マイジャグラーV,1079,322.9,,431.2,442.0,298.3,542.5,337.9,286.2,270.7,287.3,432.6,516.0,237.7,240.1,327.8,444.0,371.3,211.7,532.8,288.5,503.2,496.3,351.5,320.9,392.5,355.2,327.0,187.4,430.3,349.6,329.2,507.3,281.6,465.4,696.0,431.7,371.2,244.5,392.2,385.6,241.1,368.8,343.5,289.2,702.3,348.1,389.2,326.2,304.5,277.8,343.0,399.6,243.8,612.3,325.7,352.4,374.8,540.2
マイジャグラーV,1080,355.2,390.3,345.1,405.8,301.2,1191.7,315.4,298.0,674.2,499.4,323.7,333.9,245.8,338.4,343.2,307.2,609.7,263.4,233.8,1514.0,461.5,410.2,418.1,312.8,903.7,306.8,437.1,289.5,462.3,536.2,593.3,356.1,392.1,286.2,494.9,245.4,581.7,491.7,286.6,375.3,329.6,435.5,789.4,279.1,350.1,390.8,1426.0,385.0,311.0,382.8,602.3,506.4,395.0,220.9,538.0,398.3,483.8,551.1
マイジャグラーV,1081,353.4,2381.0,259.1,234.1,357.8,317.8,404.3,467.1,362.5,486.8,439.3,313.1,273.5,221.2,332.1,262.0,312.1,445.0,301.4,433.3,654.5,486.4,562.4,502.8,561.3,357.7,770.9,419.9,486.4,349.2,314.2,421.2,341.3,359.9,522.1,735.8,453.0,244.0,497.2,366.8,297.7,290.0,324.5,336.2,267.2,389.8,565.3,272.9,758.0,555.5,518.3,365.8,345.7,383.5,285.9,463.8,238.7,347.7
マイジャグラーV,1082,326.6,626.0,258.6,1288.5,335.9,356.3,799.0,240.6,292.0,311.4,256.2,581.3,413.0,350.0,325.7,293.8,479.6,344.8,362.0,534.0,307.2,212.2,322.2,290.0,279.2,396.2,389.0,309.4,227.8,476.2,1073.0,377.7,340.2,247.1,418.5,298.0,460.9,420.1,366.7,420.1,373.7,322.5,388.9,224.4,295.7,308.9,263.8,377.2,363.2,254.9,207.8,433.5,565.7,406.0,328.0,366.6,341.3,1965.0
マイジャグラーV,1083,345.4,1183.0,323.0,259.9,464.1,1544.0,557.9,473.9,295.5,367.5,410.8,332.1,302.6,531.9,430.2,,515.7,262.1,548.2,336.9,440.0,256.1,2737.0,272.7,253.5,377.0,416.9,529.5,258.9,299.7,474.0,338.0,259.4,461.2,275.3,441.9,255.4,874.7,343.8,572.3,267.1,506.7,659.0,287.6,264.2,302.7,300.8,746.0,392.8,721.7,270.9,812.7,409.4,409.7,332.9,363.3,320.3,385.0
マイジャグラーV,1084,335.8,336.0,221.7,343.8,445.9,630.6,296.1,1066.0,213.0,486.7,373.5,466.7,295.2,430.2,282.2,297.9,357.6,577.8,361.2,785.8,1957.0,327.7,412.6,655.2,316.9,471.6,421.0,463.0,272.3,533.9,303.1,753.0,321.1,299.5,277.0,244.6,294.6,695.8,256.1,265.7,238.6,245.1,280.6,399.4,317.7,300.2,299.6,488.2,572.0,244.1,243.1,364.7,327.2,234.7,1529.0,377.5,840.2,502.7
マイジャグラーV,1085,357.3,766.3,374.4,359.5,418.7,587.0,278.8,298.4,218.5,493.2,359.0,345.9,292.7,351.2,426.3,333.3,463.1,620.2,529.0,386.4,337.2,907.5,447.5,286.9,346.8,270.6,291.6,405.5,282.6,329.3,290.4,409.3,261.4,485.9,286.8,508.4,359.6,389.5,370.9,444.3,416.9,295.3,428.6,320.3,498.3,502.9,346.6,246.0,658.2,312.9,297.5,213.8,1121.7,374.9,405.4,476.2,454.0,962.3
マイジャグラーV,1086,329.2,351.0,342.9,255.6,634.5,398.6,377.9,395.3,,300.7,278.7,234.1,347.2,229.9,1103.0,,,361.7,364.6,1246.0,504.4,222.8,269.5,277.2,482.7,444.3,961.0,328.9,457.0,380.7,250.4,568.3,588.8,365.7,465.2,418.0,284.8,409.5,270.6,376.7,447.7,236.4,377.1,354.9,297.8,384.6,290.1,286.8,382.5,395.6,352.1,403.0,434.5,405.1,316.0,234.8,352.2,337.4
マイジャグラーV,1087,336.7,231.4,488.6,334.2,252.4,429.2,210.3,320.5,672.0,435.0,259.4,760.5,370.0,409.0,289.2,357.4,431.9,333.7,316.2,558.5,498.0,,1960.0,243.2,736.0,449.7,376.7,337.8,432.4,336.9,369.6,345.4,293.0,284.4,247.3,250.6,457.0,733.0,331.4,336.4,301.4,419.2,820.0,320.2,459.1,319.0,437.5,524.5,294.2,,369.0,341.1,494.2,384.3,593.5,300.2,319.8,445.8
マイジャグラーV,1088,331.7,1376.0,210.2,433.1,693.4,385.2,458.0,472.2,630.9,1091.0,256.6,306.4,248.7,264.1,241.7,307.9,690.5,219.1,304.7,763.3,551.3,577.2,332.1,273.4,403.5,330.7,294.4,421.9,554.8,431.9,322.0,409.6,422.1,329.8,386.7,327.1,628.2,244.0,255.3,283.3,299.0,245.4,283.9,390.4,444.3,363.8,333.7,465.5,,350.1,346.9,,1373.0,429.3,269.5,238.5,559.5,494.4
マイジャグラーV,1089,338.9,280.6,309.2,318.6,457.1,886.0,332.8,376.0,249.0,252.9,325.8,366.0,670.0,321.1,627.0,,261.1,415.1,389.0,423.7,222.6,706.7,366.1,343.6,286.2,433.4,350.6,447.1,665.1,380.8,280.4,613.7,397.1,382.6,376.6,815.0,406.0,425.0,289.9,328.9,620.0,379.0,301.3,230.0,350.9,547.4,314.4,427.5,462.8,429.3,344.2,305.0,235.3,257.6,759.0,384.2,379.0,591.7
マイジャグラーV,1090,342.1,398.2,191.5,959.0,347.6,300.3,358.8,553.6,391.4,556.2,386.8,403.9,414.2,233.6,507.3,,401.5,431.2,311.2,499.0,226.8,656.3,343.6,267.2,327.2,855.3,427.5,457.2,450.7,536.5,311.0,272.0,228.9,352.7,451.0,298.4,481.3,276.4,310.8,319.3,424.4,433.9,973.5,476.9,450.3,540.5,363.4,246.4,564.0,289.6,281.1,757.7,657.7,409.7,803.0,367.4,251.3,325.0
マイジャグラーV,1091,363.2,828.0,665.8,506.8,401.4,430.4,261.8,308.1,321.5,456.0,347.5,542.2,282.4,581.4,385.7,354.9,478.0,356.3,787.0,325.8,563.3,407.6,547.2,285.1,418.3,331.7,322.5,574.3,1188.0,297.1,661.3,315.4,321.7,355.8,283.1,394.5,350.6,214.5,2334.0,418.1,381.8,367.0,375.2,488.2,349.7,321.0,631.0,395.3,282.1,1436.0,616.0,403.6,361.6,457.3,291.6,366.4,403.8,346.2
マイジャグラーV,1092,351.0,691.2,367.9,228.9,411.8,335.6,633.3,337.8,480.8,384.0,694.0,257.8,1267.0,422.0,330.2,289.4,1014.0,365.1,399.9,300.5,371.3,434.1,470.0,260.2,375.8,394.6,441.7,445.7,359.8,420.9,551.2,398.7,347.2,250.8,307.8,663.0,240.5,527.4,295.5,515.9,232.7,282.0,525.2,570.8,450.2,337.2,269.9,304.4,348.4,408.4,350.6,286.4,323.0,306.6,301.1,912.5,609.5,270.8
マイジャグラーV,1093,357.1,206.7,428.1,450.4,532.6,380.9,469.5,647.1,363.6,321.1,316.2,354.5,391.2,598.1,238.2,509.0,413.0,212.2,317.6,585.8,1317.0,374.8,453.3,796.7,319.8,622.7,258.2,257.0,354.4,353.4,725.3,268.7,497.0,333.9,294.6,362.9,485.9,228.0,434.6,1167.8,372.5,392.3,285.5,358.7,299.5,2503.0,289.6,543.9,451.8,434.2,300.9,315.2,302.7,599.0,322.4,311.7,609.8,296.5
マイジャグラーV,1094,333.7,327.7,371.3,462.5,678.0,215.6,1080.0,260.8,263.5,1087.0,249.2,842.0,303.7,281.7,471.8,497.0,429.7,297.4,305.2,893.8,486.0,311.4,283.4,361.0,440.1,831.5,614.3,305.3,285.8,353.6,1054.0,456.1,306.9,371.5,472.6,262.2,213.8,398.3,232.1,304.5,280.1,251.3,675.7,227.3,496.8,406.0,343.5,272.6,392.4,293.1,925.0,583.3,371.0,330.9,482.7,553.0,,735.2
マイジャグラーV,1095,353.1,323.5,368.5,234.1,306.0,,259.6,614.8,269.3,748.7,549.8,250.8,878.8,315.0,446.3,1142.0,332.8,789.7,718.0,660.5,203.3,1127.0,405.2,273.7,466.4,368.6,364.7,623.7,475.1,1764.0,455.8,565.6,265.2,327.4,346.7,,,468.3,448.0,318.3,699.0,353.5,256.4,257.2,332.5,471.7,,385.9,737.0,,305.9,424.5,544.8,394.1,680.0,368.5,311.1,627.2
マイジャグラーV,1096,350.0,287.2,337.7,366.8,507.6,291.1,199.4,291.0,768.0,389.2,285.2,685.0,588.0,607.6,510.0,327.3,212.2,321.0,394.3,370.8,,267.1,362.6,507.4,511.3,374.5,,233.4,290.5,453.4,714.3,412.4,299.7,286.6,410.7,327.8,409.8,422.9,338.0,325.1,709.5,508.7,467.3,837.2,307.8,1416.0,652.8,707.8,521.3,,1425.0,282.6,611.0,268.1,1441.0,386.7,388.5,246.3
マイジャグラーV,1097,339.3,,423.3,382.6,225.0,465.5,311.9,379.4,282.4,557.3,330.3,485.6,310.4,229.8,311.4,,390.8,251.6,704.4,328.1,559.5,318.6,336.6,283.2,586.8,414.7,294.7,317.5,392.1,502.5,466.4,427.0,292.9,317.4,609.0,349.4,444.1,345.4,316.0,420.3,287.2,354.2,247.6,406.4,332.0,441.6,444.3,298.0,306.2,608.0,253.6,405.4,279.9,538.0,457.6,350.4,316.2,277.1
マイジャグラーV,1098,355.3,411.7,241.9,574.4,567.6,462.0,426.0,278.7,1780.0,597.5,286.5,537.5,769.0,374.0,404.8,266.3,367.7,277.9,391.9,483.4,732.0,338.6,302.8,224.6,840.0,523.8,823.0,485.1,595.5,373.0,866.0,314.2,361.9,422.1,279.4,309.9,327.0,433.6,355.4,490.6,502.2,323.3,315.6,276.5,514.1,433.9,207.4,279.1,477.9,618.0,469.5,370.8,391.0,332.9,482.8,,345.9,424.2
マイジャグラーV,1099,383.8,310.1,425.0,353.4,533.9,1343.0,465.1,845.0,370.4,1045.2,465.1,399.4,394.2,404.1,416.8,647.0,428.9,300.0,1793.0,277.2,442.4,448.1,479.5,263.5,413.2,754.2,807.7,312.7,,526.8,174.9,321.8,259.3,317.9,787.0,326.0,432.0,435.8,643.2,440.6,498.7,636.8,387.9,303.2,377.9,556.8,327.6,247.3,366.6,276.8,313.7,456.2,600.0,381.5,509.0,1101.0,377.1,541.3
ミスタージャグラー,1107,347.9,434.7,278.4,283.0,549.2,939.0,309.5,239.3,355.2,256.5,631.8,279.9,,330.9,786.0,857.0,249.0,427.2,286.0,218.3,528.7,396.9,399.4,424.5,1435.0,468.4,636.4,371.4,694.8,658.7,392.1,279.0,442.1,1331.0,279.3,233.6,301.0,606.8,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1108,360.9,270.2,349.1,343.6,338.5,376.3,324.3,403.7,,,374.0,365.9,629.0,268.4,468.9,353.4,366.0,383.1,1008.5,386.0,333.6,618.5,,291.5,325.7,2431.0,276.5,406.5,258.9,399.1,398.8,392.1,251.8,411.4,381.9,582.0,379.7,385.5,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1109,345.5,370.1,351.7,602.5,358.7,319.5,251.8,493.4,846.0,275.9,,1003.0,357.1,274.0,763.0,637.0,310.4,673.4,545.6,245.7,470.8,243.0,248.0,326.9,266.6,336.1,456.0,324.7,335.8,826.5,310.4,611.0,381.9,312.8,694.8,303.6,311.0,267.1,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1110,336.0,1371.0,669.3,272.4,345.7,310.1,303.2,499.8,362.2,281.8,310.8,285.7,,258.0,249.4,256.8,917.0,376.3,1098.0,398.0,521.0,610.0,,301.5,453.5,385.5,277.0,275.2,301.3,1718.0,408.2,273.8,231.0,486.8,,538.0,469.3,390.9,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1111,341.9,271.1,377.6,305.5,383.1,900.0,331.4,482.0,414.0,453.0,689.5,311.8,322.6,471.2,296.4,281.6,372.5,856.4,341.2,238.0,355.3,384.4,,366.2,257.5,467.5,445.8,337.0,244.3,298.9,305.5,266.2,381.2,285.3,366.9,900.0,452.0,327.2,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1112,343.2,447.0,293.9,357.0,396.2,860.0,1095.0,312.0,,285.0,472.6,,154.9,316.7,410.8,286.8,229.8,427.4,299.4,290.5,261.8,959.0,955.5,309.4,615.7,943.5,445.3,308.5,272.6,243.7,241.0,326.4,497.9,463.0,953.0,261.0,516.8,363.6,,,,,,,,,,,,,,,,,,,,
ミスタージャグラー,1113,350.6,659.7,543.7,367.4,345.8,322.9,490.2,450.2,491.0,288.0,233.9,279.6,331.0,362.5,,678.5,604.5,352.7,331.1,303.8,350.0,313.5,330.2,331.9,1794.0,299.0,833.5,571.7,1093.0,308.7,716.3,320.3,352.4,324.6,328.0,266.3,464.2,324.2,,,,,,,,,,,,,,,,,,,,
total,,350.6,348.4,340.3,341.4,362.9,364.2,359.0,335.8,347.0,343.4,348.1,353.7,353.6,321.7,375.4,350.1,351.7,328.4,370.5,355.8,355.3,358.5,367.0,331.8,373.9,398.6,375.4,334.9,369.7,381.8,361.0,380.2,318.1,339.0,394.6,352.9,367.9,340.6,359.3,372.4,349.6,346.4,351.2,331.2,341.2,380.5,348.4,336.3,355.7,360.7,351.1,340.1,361.5,338.4,367.1,346.9,358.4,337.9
