,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
アイムジャグラーEX-TP,1124,1004,-974,0,1,0.677,1004.0,1004.0,1004.0,-974.0,0.0,1.0,0.677,1004.0,1004.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1125,9093,515,37,24,1.019,378.9,149.1,1745.0,-691.0,4.0,5.0,0.868,349.0,193.9,7348.0,1206.0,33.0,19.0,1.055,386.7,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1126,9035,158,31,30,1.006,301.2,148.1,884.0,-468.0,2.0,1.0,0.824,884.0,294.7,8151.0,626.0,29.0,29.0,1.026,281.1,140.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1127,9026,-271,29,41,0.99,220.1,128.9,687.0,-321.0,3.0,0.0,0.844,,229.0,8339.0,50.0,26.0,41.0,1.002,203.4,124.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1128,1802,-726,5,4,0.866,450.5,200.2,1802.0,-726.0,5.0,4.0,0.866,450.5,200.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1129,507,-509,0,1,0.665,507.0,507.0,507.0,-509.0,0.0,1.0,0.665,507.0,507.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,1130,25639,-606,98,62,0.992,413.5,160.2,624.0,-385.0,1.0,1.0,0.794,624.0,312.0,3698.0,150.0,16.0,6.0,1.014,616.3,168.1,5834.0,1968.0,27.0,19.0,1.112,307.1,126.8,3652.0,-2709.0,5.0,9.0,0.753,405.8,260.9,4919.0,-397.0,16.0,16.0,0.973,307.4,153.7,5996.0,1088.0,30.0,10.0,1.06,599.6,149.9,916.0,-321.0,3.0,1.0,0.883,916.0,229.0
アイムジャグラーEX-TP,1131,21657,387,83,65,1.006,333.2,146.3,547.0,-491.0,0.0,1.0,0.701,547.0,547.0,7286.0,-1171.0,20.0,29.0,0.946,251.2,148.7,2717.0,229.0,12.0,6.0,1.028,452.8,150.9,846.0,-403.0,2.0,2.0,0.841,423.0,211.5,3882.0,2444.0,24.0,12.0,1.21,323.5,107.8,5198.0,-159.0,20.0,13.0,0.99,399.8,157.5,1181.0,-62.0,5.0,2.0,0.983,590.5,168.7
アイムジャグラーEX-TP,1132,21485,-1788,75,57,0.972,376.9,162.8,5429.0,-715.0,17.0,17.0,0.956,319.4,159.7,2763.0,-385.0,10.0,7.0,0.954,394.7,162.5,2510.0,509.0,11.0,6.0,1.068,418.3,147.6,4593.0,-756.0,13.0,15.0,0.945,306.2,164.0,358.0,-515.0,0.0,0.0,0.52,,,943.0,-791.0,1.0,2.0,0.72,471.5,314.3,4889.0,865.0,23.0,10.0,1.059,488.9,148.2
アイムジャグラーEX-TP,1133,19324,-1178,72,43,0.98,449.4,168.0,433.0,-238.0,1.0,1.0,0.817,433.0,216.5,5129.0,-138.0,18.0,17.0,0.991,301.7,146.5,4000.0,-500.0,16.0,3.0,0.958,1333.3,210.5,2270.0,-779.0,7.0,2.0,0.886,1135.0,252.2,2278.0,-238.0,8.0,5.0,0.965,455.6,175.2,906.0,-444.0,2.0,1.0,0.837,906.0,302.0,4308.0,1159.0,20.0,14.0,1.09,307.7,126.7
アイムジャグラーEX-TP,1134,20483,721,81,55,1.012,372.4,150.6,867.0,485.0,5.0,2.0,1.186,433.5,123.9,5362.0,18.0,21.0,14.0,1.001,383.0,153.2,2091.0,597.0,10.0,6.0,1.095,348.5,130.7,2683.0,-226.0,10.0,6.0,0.972,447.2,167.7,467.0,-209.0,1.0,1.0,0.851,467.0,233.5,6420.0,359.0,26.0,19.0,1.019,337.9,142.7,2593.0,-303.0,8.0,7.0,0.961,370.4,172.9
アイムジャグラーEX-TP,1135,27473,14,104,77,1.0,356.8,151.8,2600.0,-474.0,9.0,6.0,0.939,433.3,173.3,6220.0,-2656.0,14.0,14.0,0.858,444.3,222.1,2950.0,-444.0,9.0,7.0,0.95,421.4,184.4,6481.0,3165.0,34.0,26.0,1.163,249.3,108.0,5360.0,1300.0,25.0,16.0,1.081,335.0,130.7,1520.0,-503.0,5.0,4.0,0.89,380.0,168.9,2342.0,-374.0,8.0,4.0,0.947,585.5,195.2
アイムジャグラーEX-TP,1136,22091,-425,83,63,0.994,350.7,151.3,2030.0,-1371.0,3.0,7.0,0.775,290.0,203.0,6614.0,747.0,25.0,29.0,1.038,228.1,122.5,2382.0,-503.0,8.0,5.0,0.93,476.4,183.2,985.0,-368.0,3.0,0.0,0.875,,328.3,3984.0,385.0,19.0,3.0,1.032,1328.0,181.1,5319.0,1382.0,25.0,17.0,1.087,312.9,126.6,777.0,-697.0,0.0,2.0,0.701,388.5,388.5
アイムジャグラーEX-TP,1151,19425,-690,78,41,0.988,473.8,163.2,3578.0,935.0,19.0,7.0,1.087,511.1,137.6,5093.0,335.0,22.0,14.0,1.022,363.8,141.5,2783.0,-726.0,8.0,5.0,0.913,556.6,214.1,3225.0,-574.0,12.0,5.0,0.941,645.0,189.7,2497.0,-218.0,9.0,7.0,0.971,356.7,156.1,1949.0,-321.0,7.0,3.0,0.945,649.7,194.9,300.0,-121.0,1.0,0.0,0.866,,300.0
アイムジャグラーEX-TP,1152,22867,1130,91,63,1.016,363.0,148.5,601.0,-368.0,1.0,2.0,0.796,300.5,200.3,8321.0,1588.0,38.0,21.0,1.064,396.2,141.0,1058.0,-679.0,2.0,1.0,0.786,1058.0,352.7,1430.0,-438.0,5.0,2.0,0.898,715.0,204.3,537.0,-609.0,0.0,1.0,0.622,537.0,537.0,3963.0,-88.0,17.0,7.0,0.993,566.1,165.1,6957.0,1724.0,28.0,29.0,1.083,239.9,122.1
アイムジャグラーEX-TP,1153,17311,-1173,63,44,0.977,393.4,161.8,1656.0,321.0,7.0,6.0,1.065,276.0,127.4,1435.0,-662.0,4.0,1.0,0.846,1435.0,287.0,5294.0,162.0,19.0,16.0,1.01,330.9,151.3,2434.0,-656.0,8.0,3.0,0.91,811.3,221.3,1444.0,-1218.0,2.0,3.0,0.719,481.3,288.8,4496.0,1018.0,21.0,14.0,1.075,321.1,128.5,552.0,-138.0,2.0,1.0,0.917,552.0,184.0
アイムジャグラーEX-TP,1154,16323,-2461,55,39,0.95,418.5,173.6,1295.0,-1324.0,0.0,2.0,0.659,647.5,647.5,7655.0,1524.0,33.0,24.0,1.066,319.0,134.3,1898.0,-726.0,5.0,5.0,0.872,379.6,189.8,1283.0,-356.0,4.0,1.0,0.908,1283.0,256.6,677.0,-621.0,1.0,1.0,0.694,677.0,338.5,2003.0,-326.0,8.0,2.0,0.946,1001.5,200.3,1512.0,-632.0,4.0,4.0,0.861,378.0,189.0
アイムジャグラーEX-TP,1155,23484,-996,93,47,0.986,499.7,167.7,1769.0,-485.0,5.0,3.0,0.909,589.7,221.1,5098.0,206.0,22.0,9.0,1.013,566.4,164.5,5480.0,394.0,24.0,12.0,1.024,456.7,152.2,1840.0,-1253.0,4.0,3.0,0.773,613.3,262.9,3282.0,1100.0,16.0,11.0,1.112,298.4,121.6,3022.0,-732.0,10.0,3.0,0.919,1007.3,232.5,2993.0,-226.0,12.0,6.0,0.975,498.8,166.3
ウルトラミラクルジャグラー,1115,24254,-2300,90,61,0.968,397.6,160.6,5614.0,3000.0,34.0,18.0,1.178,311.9,108.0,2480.0,-1359.0,5.0,6.0,0.817,413.3,225.5,4617.0,-485.0,16.0,11.0,0.965,419.7,171.0,2129.0,-738.0,7.0,3.0,0.884,709.7,212.9,4658.0,-1100.0,16.0,10.0,0.921,465.8,179.2,4756.0,-1618.0,12.0,13.0,0.887,365.8,190.2,,,,,,,
ウルトラミラクルジャグラー,1116,25483,435,101,66,1.006,386.1,152.6,916.0,126.0,4.0,1.0,1.046,916.0,183.2,4113.0,547.0,19.0,10.0,1.044,411.3,141.8,4507.0,524.0,20.0,10.0,1.039,450.7,150.2,4176.0,-1006.0,12.0,13.0,0.92,321.2,167.0,5470.0,509.0,23.0,16.0,1.031,341.9,140.3,6301.0,-265.0,23.0,16.0,0.986,393.8,161.6,,,,,,,
ウルトラミラクルジャグラー,1117,23506,1927,95,76,1.027,309.3,137.5,4857.0,1985.0,27.0,16.0,1.136,303.6,113.0,4616.0,-179.0,15.0,16.0,0.987,288.5,148.9,1010.0,-450.0,3.0,1.0,0.851,1010.0,252.5,7630.0,1265.0,32.0,27.0,1.055,282.6,129.3,1776.0,-256.0,7.0,3.0,0.952,592.0,177.6,3617.0,-438.0,11.0,13.0,0.96,278.2,150.7,,,,,,,
ウルトラミラクルジャグラー,1118,22018,24,84,58,1.0,379.6,155.1,584.0,-203.0,2.0,1.0,0.884,584.0,194.7,6943.0,-285.0,24.0,20.0,0.986,347.2,157.8,3977.0,465.0,17.0,9.0,1.039,441.9,153.0,1160.0,-374.0,2.0,3.0,0.893,386.7,232.0,5723.0,465.0,26.0,15.0,1.027,381.5,139.6,3631.0,-44.0,13.0,10.0,0.996,363.1,157.9,,,,,,,
ウルトラミラクルジャグラー,1119,21922,-4926,59,72,0.925,304.5,167.3,504.0,-462.0,0.0,0.0,0.694,,,1373.0,-597.0,3.0,4.0,0.855,343.2,196.1,3861.0,-79.0,14.0,12.0,0.993,321.8,148.5,1281.0,-738.0,2.0,3.0,0.808,427.0,256.2,6299.0,-1879.0,14.0,24.0,0.901,262.5,165.8,8604.0,-1171.0,26.0,29.0,0.955,296.7,156.4,,,,,,,
ウルトラミラクルジャグラー,1120,13766,-3155,44,28,0.924,491.6,191.2,352.0,-397.0,0.0,0.0,0.624,,,2148.0,-226.0,9.0,2.0,0.965,1074.0,195.3,2670.0,97.0,11.0,6.0,1.012,445.0,157.1,1992.0,-606.0,7.0,2.0,0.899,996.0,221.3,3917.0,-88.0,14.0,12.0,0.993,326.4,150.7,2687.0,-1935.0,3.0,6.0,0.76,447.8,298.6,,,,,,,
ウルトラミラクルジャグラー,1121,21065,-5103,63,60,0.919,351.1,171.3,342.0,-462.0,0.0,0.0,0.55,,,4292.0,-1535.0,10.0,11.0,0.881,390.2,204.4,5109.0,9.0,19.0,19.0,1.001,268.9,134.4,2137.0,-585.0,6.0,5.0,0.909,427.4,194.3,5395.0,-562.0,19.0,18.0,0.965,299.7,145.8,3790.0,-1968.0,9.0,7.0,0.827,541.4,236.9,,,,,,,
ウルトラミラクルジャグラー,1122,17106,-2749,59,38,0.946,450.2,176.4,1266.0,-191.0,4.0,3.0,0.95,422.0,180.9,2294.0,-1735.0,4.0,2.0,0.748,1147.0,382.3,1324.0,-691.0,3.0,2.0,0.826,662.0,264.8,3555.0,-579.0,11.0,10.0,0.946,355.5,169.3,1390.0,-109.0,6.0,1.0,0.974,1390.0,198.6,7277.0,556.0,31.0,20.0,1.025,363.8,142.7,,,,,,,
ゴーゴージャグラー3,1001,7029,106,31,17,1.005,413.5,146.4,4412.0,1335.0,25.0,9.0,1.101,490.2,129.8,2617.0,-1229.0,6.0,8.0,0.843,327.1,186.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1002,3767,-971,13,4,0.914,941.8,221.6,1294.0,3.0,6.0,2.0,1.001,647.0,161.8,2473.0,-974.0,7.0,2.0,0.869,1236.5,274.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1003,7302,-176,26,29,0.992,251.8,132.8,3404.0,256.0,15.0,10.0,1.025,340.4,136.2,3898.0,-432.0,11.0,19.0,0.963,205.2,129.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1004,4307,-280,16,10,0.978,430.7,165.7,2790.0,688.0,14.0,6.0,1.082,465.0,139.5,1517.0,-968.0,2.0,4.0,0.787,379.2,252.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1005,10732,729,42,34,1.023,315.6,141.2,1699.0,-921.0,3.0,3.0,0.819,566.3,283.2,9033.0,1650.0,39.0,31.0,1.061,291.4,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1006,4114,-1385,12,9,0.888,457.1,195.9,2336.0,-1053.0,5.0,6.0,0.85,389.3,212.4,1778.0,-332.0,7.0,3.0,0.938,592.7,177.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1007,3888,-1112,13,9,0.905,432.0,176.7,990.0,-968.0,1.0,1.0,0.674,990.0,495.0,2898.0,-144.0,12.0,8.0,0.983,362.2,144.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1008,5605,-900,23,12,0.946,467.1,160.1,2323.0,-50.0,11.0,4.0,0.993,580.8,154.9,3282.0,-850.0,12.0,8.0,0.914,410.2,164.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1009,11883,444,43,46,1.012,258.3,133.5,4590.0,-538.0,15.0,17.0,0.961,270.0,143.4,7293.0,982.0,28.0,29.0,1.045,251.5,127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1010,4890,-1839,13,12,0.875,407.5,195.6,505.0,-574.0,0.0,1.0,0.621,505.0,505.0,4385.0,-1265.0,13.0,11.0,0.904,398.6,182.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1011,8923,-1300,31,24,0.951,371.8,162.2,3192.0,-538.0,13.0,5.0,0.944,638.4,177.3,5731.0,-762.0,18.0,19.0,0.956,301.6,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1012,4448,-1164,15,9,0.913,494.2,185.3,2252.0,-638.0,7.0,5.0,0.906,450.4,187.7,2196.0,-526.0,8.0,4.0,0.92,549.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1013,6461,-197,24,20,0.99,323.0,146.8,2479.0,844.0,13.0,9.0,1.113,275.4,112.7,3982.0,-1041.0,11.0,11.0,0.913,362.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1014,3362,-400,13,9,0.96,373.6,152.8,2714.0,-97.0,11.0,8.0,0.988,339.2,142.8,648.0,-303.0,2.0,1.0,0.844,648.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1015,9743,2394,43,40,1.082,243.6,117.4,2087.0,-191.0,7.0,7.0,0.969,298.1,149.1,7656.0,2585.0,36.0,33.0,1.113,232.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1016,10548,1073,44,37,1.034,285.1,130.2,2004.0,-415.0,7.0,4.0,0.931,501.0,182.2,8544.0,1488.0,37.0,33.0,1.058,258.9,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1017,13331,-291,48,47,0.993,283.6,140.3,5709.0,159.0,20.0,21.0,1.009,271.9,139.2,7622.0,-450.0,28.0,26.0,0.98,293.2,141.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1018,6796,-441,24,24,0.978,283.2,141.6,1364.0,-344.0,4.0,4.0,0.916,341.0,170.5,5432.0,-97.0,20.0,20.0,0.994,271.6,135.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1019,8795,32,33,29,1.001,303.3,141.9,980.0,-703.0,2.0,1.0,0.761,980.0,326.7,7815.0,735.0,31.0,28.0,1.031,279.1,132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1020,4320,-2191,9,10,0.831,432.0,227.4,2781.0,-1241.0,6.0,7.0,0.851,397.3,213.9,1539.0,-950.0,3.0,3.0,0.794,513.0,256.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,1100,10888,-1421,38,36,0.956,302.4,147.1,,,,,,,,,,,,,,,2931.0,-462.0,10.0,9.0,0.947,325.7,154.3,855.0,-315.0,2.0,4.0,0.877,213.8,142.5,4641.0,-132.0,17.0,16.0,0.991,290.1,140.6,2461.0,-512.0,9.0,7.0,0.931,351.6,153.8,,,,,,,
ゴーゴージャグラー3,1101,12197,-1577,42,40,0.957,304.9,148.7,,,,,,,,,,,,,,,704.0,-221.0,3.0,0.0,0.895,,234.7,2886.0,-132.0,10.0,11.0,0.985,262.4,137.4,5104.0,641.0,23.0,15.0,1.042,340.3,134.3,3503.0,-1865.0,6.0,14.0,0.823,250.2,175.2,,,,,,,
ゴーゴージャグラー3,1102,14489,-909,56,39,0.979,371.5,152.5,,,,,,,,,,,,,,,5450.0,1394.0,29.0,13.0,1.085,419.2,129.8,4094.0,-665.0,13.0,14.0,0.946,292.4,151.6,638.0,-526.0,1.0,1.0,0.725,638.0,319.0,4307.0,-1112.0,13.0,11.0,0.914,391.5,179.5,,,,,,,
ゴーゴージャグラー3,1103,7353,-760,27,18,0.966,408.5,163.4,,,,,,,,,,,,,,,953.0,-938.0,1.0,1.0,0.672,953.0,476.5,715.0,-174.0,3.0,1.0,0.919,715.0,178.8,1069.0,126.0,6.0,0.0,1.039,,178.2,4616.0,226.0,17.0,16.0,1.016,288.5,139.9,,,,,,,
ゴーゴージャグラー3,1104,13506,-1403,51,41,0.965,329.4,146.8,,,,,,,,,,,,,,,3901.0,-21.0,16.0,13.0,0.998,300.1,134.5,4336.0,-379.0,17.0,10.0,0.971,433.6,160.6,693.0,-856.0,0.0,1.0,0.588,693.0,693.0,4576.0,-147.0,18.0,17.0,0.989,269.2,130.7,,,,,,,
ゴーゴージャグラー3,1105,11346,-1068,40,40,0.969,283.6,141.8,,,,,,,,,,,,,,,2735.0,-1194.0,8.0,5.0,0.854,547.0,210.4,3496.0,-68.0,12.0,17.0,0.994,205.6,120.6,4151.0,691.0,18.0,16.0,1.055,259.4,122.1,964.0,-497.0,2.0,2.0,0.828,482.0,241.0,,,,,,,
ゴーゴージャグラー3,1106,11061,-2285,36,36,0.931,307.2,153.6,,,,,,,,,,,,,,,2371.0,-656.0,7.0,7.0,0.908,338.7,169.4,1287.0,-197.0,6.0,2.0,0.949,643.5,160.9,2559.0,9.0,10.0,9.0,1.001,284.3,134.7,4844.0,-1441.0,13.0,18.0,0.901,269.1,156.3,,,,,,,
ゴーゴージャグラー3,1107,23915,-2203,81,88,0.969,271.8,141.5,,,,,,,,,,,,,,,4461.0,-474.0,17.0,14.0,0.965,318.6,143.9,3261.0,-1535.0,5.0,13.0,0.843,250.8,181.2,3533.0,-653.0,10.0,12.0,0.938,294.4,160.6,7465.0,1018.0,33.0,28.0,1.045,266.6,122.4,5195.0,-559.0,16.0,21.0,0.964,247.4,140.4
ゴーゴージャグラー3,1108,12813,-865,48,33,0.977,388.3,158.2,,,,,,,,,,,,,,,3445.0,1006.0,18.0,9.0,1.097,382.8,127.6,1578.0,-321.0,5.0,3.0,0.932,526.0,197.2,2347.0,-509.0,7.0,6.0,0.928,391.2,180.5,4757.0,-750.0,16.0,15.0,0.947,317.1,153.5,686.0,-291.0,2.0,0.0,0.859,,343.0
ゴーゴージャグラー3,1109,11114,567,48,34,1.017,326.9,135.5,,,,,,,,,,,,,,,1171.0,-662.0,3.0,3.0,0.812,390.3,195.2,1181.0,-315.0,5.0,1.0,0.911,1181.0,196.8,4690.0,2338.0,26.0,19.0,1.166,246.8,104.2,1845.0,-697.0,5.0,6.0,0.874,307.5,167.7,2227.0,-97.0,9.0,5.0,0.985,445.4,159.1
ゴーゴージャグラー3,1110,14373,-1609,51,45,0.963,319.4,149.7,,,,,,,,,,,,,,,3052.0,-544.0,12.0,6.0,0.941,508.7,169.6,5227.0,309.0,20.0,20.0,1.02,261.4,130.7,3462.0,747.0,16.0,15.0,1.072,230.8,111.7,1804.0,-1500.0,1.0,4.0,0.723,451.0,360.8,828.0,-621.0,2.0,0.0,0.75,,414.0
ゴーゴージャグラー3,1111,11551,545,52,26,1.016,444.3,148.1,,,,,,,,,,,,,,,1975.0,1124.0,13.0,2.0,1.19,987.5,131.7,2266.0,62.0,10.0,6.0,1.009,377.7,141.6,1296.0,-1088.0,2.0,3.0,0.72,432.0,259.2,2335.0,879.0,13.0,7.0,1.125,333.6,116.8,3679.0,-432.0,14.0,8.0,0.961,459.9,167.2
ゴーゴージャグラー3,1112,21042,5697,102,73,1.09,288.2,120.2,,,,,,,,,,,,,,,4372.0,829.0,22.0,10.0,1.063,437.2,136.6,3669.0,-9.0,14.0,11.0,0.999,333.5,146.8,5142.0,1806.0,24.0,22.0,1.117,233.7,111.8,6090.0,3809.0,37.0,26.0,1.208,234.2,96.7,1769.0,-738.0,5.0,4.0,0.861,442.2,196.6
ゴーゴージャグラー3,1113,18485,-693,71,50,0.988,369.7,152.8,,,,,,,,,,,,,,,5734.0,1182.0,24.0,25.0,1.069,229.4,117.0,5137.0,-262.0,23.0,9.0,0.983,570.8,160.5,3826.0,426.0,16.0,8.0,1.037,478.2,159.4,933.0,-974.0,1.0,0.0,0.652,,933.0,2855.0,-1065.0,7.0,8.0,0.876,356.9,190.3
ゴーゴージャグラー3,1115,1675,-856,4,5,0.83,335.0,186.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.0,-856.0,4.0,5.0,0.83,335.0,186.1
ゴーゴージャグラー3,1116,1264,415,7,3,1.109,421.3,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.0,415.0,7.0,3.0,1.109,421.3,126.4
ゴーゴージャグラー3,1117,6657,2021,35,17,1.101,391.6,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6657.0,2021.0,35.0,17.0,1.101,391.6,128.0
ゴーゴージャグラー3,1118,4410,-768,18,8,0.942,551.2,169.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4410.0,-768.0,18.0,8.0,0.942,551.2,169.6
ゴーゴージャグラー3,1119,2283,-350,9,5,0.949,456.6,163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283.0,-350.0,9.0,5.0,0.949,456.6,163.1
ゴーゴージャグラー3,1120,4952,62,16,25,1.004,198.1,120.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952.0,62.0,16.0,25.0,1.004,198.1,120.8
