,,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,MEDAL_RATE,RB_RATE,TOTAL_RATE
マイジャグラーV,1010,13914,-2638,39,44,0.937,316.2,167.6,,,,,,,,,,,,,,,4724.0,-841.0,13.0,16.0,0.941,295.2,162.9,5975.0,-335.0,19.0,21.0,0.981,284.5,149.4,884.0,-374.0,2.0,2.0,0.859,442.0,221.0,1338.0,-950.0,2.0,2.0,0.763,669.0,334.5,993.0,-138.0,3.0,3.0,0.954,331.0,165.5
マイジャグラーV,1011,20161,-2110,68,55,0.965,366.6,163.9,,,,,,,,,,,,,,,5646.0,726.0,26.0,13.0,1.043,434.3,144.8,6530.0,138.0,23.0,24.0,1.007,272.1,138.9,2075.0,-350.0,6.0,6.0,0.944,345.8,172.9,2397.0,-1418.0,4.0,5.0,0.803,479.4,266.3,3513.0,-1206.0,9.0,7.0,0.886,501.9,219.6
マイジャグラーV,1012,12863,-2136,44,33,0.945,389.8,167.1,,,,,,,,,,,,,,,1713.0,-521.0,5.0,5.0,0.899,342.6,171.3,1299.0,-291.0,5.0,2.0,0.925,649.5,185.6,4161.0,-959.0,11.0,14.0,0.923,297.2,166.4,4654.0,350.0,21.0,11.0,1.025,423.1,145.4,1036.0,-715.0,2.0,1.0,0.77,1036.0,345.3
マイジャグラーV,1013,12956,1324,50,40,1.034,323.9,144.0,,,,,,,,,,,,,,,1102.0,-415.0,3.0,2.0,0.874,551.0,220.4,2702.0,-26.0,10.0,7.0,0.997,386.0,158.9,1991.0,762.0,11.0,4.0,1.128,497.8,132.7,490.0,-462.0,0.0,1.0,0.686,490.0,490.0,6671.0,1465.0,26.0,26.0,1.073,256.6,128.3
マイジャグラーV,1014,14391,3514,68,38,1.081,378.7,135.8,,,,,,,,,,,,,,,2686.0,982.0,13.0,8.0,1.122,335.8,127.9,2630.0,32.0,12.0,4.0,1.004,657.5,164.4,498.0,-268.0,1.0,0.0,0.821,,498.0,6311.0,3494.0,38.0,18.0,1.185,350.6,112.7,2266.0,-726.0,4.0,8.0,0.893,283.2,188.8
マイジャグラーV,1015,12823,56,49,33,1.001,388.6,156.4,,,,,,,,,,,,,,,2697.0,638.0,11.0,10.0,1.079,269.7,128.4,5699.0,597.0,23.0,13.0,1.035,438.4,158.3,1506.0,-391.0,5.0,3.0,0.913,502.0,188.2,1656.0,-97.0,7.0,3.0,0.98,552.0,165.6,1265.0,-691.0,3.0,4.0,0.818,316.2,180.7
マイジャグラーV,1016,13697,1091,60,29,1.027,472.3,153.9,,,,,,,,,,,,,,,1339.0,68.0,6.0,2.0,1.017,669.5,167.4,3113.0,32.0,13.0,6.0,1.003,518.8,163.8,864.0,-185.0,3.0,2.0,0.929,432.0,172.8,4960.0,135.0,20.0,11.0,1.009,450.9,160.0,3421.0,1041.0,18.0,8.0,1.101,427.6,131.6
マイジャグラーV,1017,17516,-1018,60,53,0.981,330.5,155.0,,,,,,,,,,,,,,,3964.0,-794.0,9.0,16.0,0.933,247.8,158.6,931.0,-574.0,1.0,3.0,0.794,310.3,232.8,4586.0,468.0,19.0,13.0,1.034,352.8,143.3,7336.0,85.0,29.0,20.0,1.004,366.8,149.7,699.0,-203.0,2.0,1.0,0.903,699.0,233.0
マイジャグラーV,1018,10373,-867,38,28,0.972,370.5,157.2,,,,,,,,,,,,,,,911.0,56.0,5.0,0.0,1.02,,182.2,1871.0,-362.0,6.0,5.0,0.936,374.2,170.1,450.0,-138.0,2.0,0.0,0.898,,225.0,1818.0,-438.0,5.0,5.0,0.92,363.6,181.8,5323.0,15.0,20.0,18.0,1.001,295.7,140.1
マイジャグラーV,1019,24674,2554,99,87,1.035,283.6,132.7,,,,,,,,,,,,,,,7714.0,62.0,25.0,36.0,1.003,214.3,126.5,4524.0,2953.0,29.0,13.0,1.218,348.0,107.7,5839.0,-597.0,20.0,17.0,0.966,343.5,157.8,5386.0,-126.0,18.0,21.0,0.992,256.5,138.1,1211.0,262.0,7.0,0.0,1.072,,173.0
マイジャグラーV,1020,13643,-1841,45,36,0.955,379.0,168.4,,,,,,,,,,,,,,,3022.0,674.0,14.0,9.0,1.074,335.8,131.4,3257.0,174.0,13.0,8.0,1.018,407.1,155.1,575.0,-615.0,0.0,0.0,0.643,,,3437.0,-1418.0,8.0,8.0,0.862,429.6,214.8,3352.0,-656.0,10.0,11.0,0.935,304.7,159.6
マイジャグラーV,1021,30444,-660,122,73,0.993,417.0,156.1,3699.0,-253.0,14.0,7.0,0.977,528.4,176.1,3763.0,-1018.0,14.0,4.0,0.91,940.8,209.1,3418.0,618.0,17.0,5.0,1.06,683.6,155.4,6407.0,594.0,26.0,25.0,1.031,256.3,125.6,2047.0,-771.0,5.0,4.0,0.874,511.8,227.4,5821.0,26.0,22.0,19.0,1.001,306.4,142.0,5289.0,144.0,24.0,9.0,1.009,587.7,160.3
マイジャグラーV,1022,23714,-568,83,75,0.992,316.2,150.1,2081.0,-547.0,6.0,5.0,0.912,416.2,189.2,5822.0,1438.0,27.0,19.0,1.082,306.4,126.6,447.0,-297.0,1.0,0.0,0.779,,447.0,8256.0,-1650.0,20.0,32.0,0.933,258.0,158.8,512.0,-285.0,1.0,1.0,0.814,512.0,256.0,4969.0,1629.0,26.0,14.0,1.109,354.9,124.2,1627.0,-856.0,2.0,4.0,0.825,406.8,271.2
マイジャグラーV,1023,26355,653,95,82,1.008,321.4,148.9,984.0,-74.0,3.0,2.0,0.975,492.0,196.8,5024.0,221.0,17.0,18.0,1.015,279.1,143.5,7122.0,1582.0,34.0,18.0,1.074,395.7,137.0,1223.0,44.0,6.0,2.0,1.012,611.5,152.9,2294.0,115.0,8.0,8.0,1.017,286.8,143.4,5652.0,-597.0,17.0,19.0,0.965,297.5,157.0,4056.0,-638.0,10.0,15.0,0.948,270.4,162.2
マイジャグラーV,1024,25380,100,101,65,1.001,390.5,152.9,8186.0,1841.0,39.0,28.0,1.075,292.4,122.2,3812.0,1229.0,18.0,10.0,1.107,381.2,136.1,779.0,-421.0,1.0,1.0,0.82,779.0,389.5,4950.0,-432.0,19.0,11.0,0.971,450.0,165.0,2805.0,-879.0,9.0,4.0,0.896,701.2,215.8,1579.0,-1029.0,2.0,3.0,0.783,526.3,315.8,3269.0,-209.0,13.0,8.0,0.979,408.6,155.7
マイジャグラーV,1025,23331,3280,89,86,1.047,271.3,133.3,997.0,-397.0,2.0,4.0,0.867,249.2,166.2,9302.0,5241.0,44.0,53.0,1.188,175.5,95.9,5050.0,-676.0,15.0,12.0,0.955,420.8,187.0,939.0,-309.0,3.0,1.0,0.89,939.0,234.8,870.0,-479.0,2.0,1.0,0.816,870.0,290.0,2108.0,115.0,8.0,7.0,1.018,301.1,140.5,4065.0,-215.0,15.0,8.0,0.982,508.1,176.7
マイジャグラーV,1026,26282,-4334,93,54,0.945,486.7,178.8,3713.0,-332.0,15.0,7.0,0.97,530.4,168.8,5558.0,-950.0,18.0,13.0,0.943,427.5,179.3,1980.0,-274.0,8.0,3.0,0.954,660.0,180.0,3162.0,-197.0,12.0,9.0,0.979,351.3,150.6,3439.0,-1276.0,9.0,6.0,0.876,573.2,229.3,5430.0,-876.0,21.0,7.0,0.946,775.7,193.9,3000.0,-429.0,10.0,9.0,0.952,333.3,157.9
マイジャグラーV,1027,26403,738,106,66,1.009,400.0,153.5,4609.0,1456.0,24.0,11.0,1.105,419.0,131.7,6031.0,-450.0,21.0,15.0,0.975,402.1,167.5,1270.0,-1006.0,2.0,1.0,0.736,1270.0,423.3,5759.0,1297.0,29.0,13.0,1.075,443.0,137.1,4005.0,-606.0,13.0,12.0,0.95,333.8,160.2,2806.0,-197.0,8.0,9.0,0.977,311.8,165.1,1923.0,244.0,9.0,5.0,1.042,384.6,137.4
マイジャグラーV,1028,26288,3670,110,78,1.047,337.0,139.8,3571.0,406.0,15.0,11.0,1.038,324.6,137.3,1027.0,-774.0,1.0,2.0,0.749,513.5,342.3,4499.0,697.0,17.0,15.0,1.052,299.9,140.6,824.0,-179.0,3.0,1.0,0.928,824.0,206.0,3321.0,-221.0,8.0,18.0,0.978,184.5,127.7,6391.0,1226.0,32.0,12.0,1.064,532.6,145.2,6655.0,2515.0,34.0,19.0,1.126,350.3,125.6
マイジャグラーV,1029,14049,-1724,48,34,0.959,413.2,171.3,1270.0,-615.0,2.0,4.0,0.839,317.5,211.7,1781.0,-1312.0,4.0,0.0,0.754,,445.2,3371.0,115.0,15.0,5.0,1.011,674.2,168.6,2183.0,-174.0,7.0,5.0,0.973,436.6,181.9,751.0,-585.0,1.0,1.0,0.74,751.0,375.5,3690.0,579.0,14.0,16.0,1.052,230.6,123.0,1003.0,268.0,5.0,3.0,1.089,334.3,125.4
マイジャグラーV,1030,30057,2055,115,90,1.023,334.0,146.6,5019.0,-485.0,14.0,21.0,0.968,239.0,143.4,6787.0,-974.0,22.0,15.0,0.952,452.5,183.4,276.0,-179.0,1.0,0.0,0.784,,276.0,8049.0,1491.0,33.0,24.0,1.062,335.4,141.2,893.0,-515.0,2.0,1.0,0.808,893.0,297.7,3467.0,238.0,13.0,10.0,1.023,346.7,150.7,5566.0,2479.0,30.0,19.0,1.148,292.9,113.6
マイジャグラーV,1031,15528,-2731,50,38,0.941,408.6,176.5,1097.0,-762.0,3.0,0.0,0.768,,365.7,1199.0,-1029.0,1.0,2.0,0.714,599.5,399.7,7027.0,303.0,27.0,19.0,1.014,369.8,152.8,621.0,-232.0,2.0,0.0,0.875,,310.5,210.0,-232.0,0.0,0.0,0.632,,,4978.0,-276.0,17.0,17.0,0.982,292.8,146.4,396.0,-503.0,0.0,0.0,0.577,,
マイジャグラーV,1032,31228,3731,136,76,1.04,410.9,147.3,1843.0,-959.0,5.0,0.0,0.827,,368.6,7110.0,2868.0,40.0,18.0,1.134,395.0,122.6,1698.0,-591.0,4.0,3.0,0.884,566.0,242.6,2100.0,15.0,10.0,2.0,1.002,1050.0,175.0,8547.0,3165.0,41.0,35.0,1.123,244.2,112.5,4111.0,-135.0,16.0,4.0,0.989,1027.8,205.6,5819.0,-632.0,20.0,14.0,0.964,415.6,171.1
マイジャグラーV,1033,36978,2851,153,102,1.026,362.5,145.0,7052.0,841.0,31.0,19.0,1.04,371.2,141.0,8462.0,1065.0,37.0,20.0,1.042,423.1,148.5,1411.0,-309.0,4.0,3.0,0.927,470.3,201.6,3729.0,368.0,15.0,11.0,1.033,339.0,143.4,3147.0,-232.0,13.0,6.0,0.975,524.5,165.6,6283.0,-135.0,24.0,19.0,0.993,330.7,146.1,6894.0,1253.0,29.0,24.0,1.061,287.2,130.1
マイジャグラーV,1034,26034,-2445,92,77,0.969,338.1,154.0,3119.0,582.0,16.0,6.0,1.062,519.8,141.8,4436.0,-409.0,18.0,9.0,0.969,492.9,164.3,6765.0,-782.0,21.0,27.0,0.961,250.6,140.9,997.0,-385.0,2.0,4.0,0.871,249.2,166.2,944.0,-662.0,1.0,2.0,0.766,472.0,314.7,2937.0,-515.0,10.0,8.0,0.942,367.1,163.2,6836.0,-274.0,24.0,21.0,0.987,325.5,151.9
マイジャグラーV,1035,30015,-1451,107,89,0.984,337.2,153.1,2005.0,-321.0,7.0,5.0,0.947,401.0,167.1,2635.0,-832.0,7.0,7.0,0.895,376.4,188.2,3230.0,-768.0,8.0,12.0,0.921,269.2,161.5,7434.0,-297.0,25.0,26.0,0.987,285.9,145.8,2908.0,38.0,12.0,7.0,1.004,415.4,153.1,5265.0,994.0,25.0,11.0,1.063,478.6,146.2,6538.0,-265.0,23.0,21.0,0.986,311.3,148.6
マイジャグラーV,1036,18324,684,74,44,1.012,416.5,155.3,2857.0,-1206.0,7.0,5.0,0.859,571.4,238.1,2621.0,968.0,13.0,10.0,1.123,262.1,114.0,4149.0,924.0,20.0,9.0,1.074,461.0,143.1,4658.0,1171.0,23.0,11.0,1.084,423.5,137.0,794.0,68.0,4.0,0.0,1.029,,198.5,2436.0,-544.0,6.0,9.0,0.926,270.7,162.4,809.0,-697.0,1.0,0.0,0.713,,809.0
マイジャグラーV,1037,16770,-1713,61,37,0.966,453.2,171.1,535.0,-174.0,2.0,0.0,0.892,,267.5,1305.0,-650.0,4.0,0.0,0.834,,326.2,904.0,-168.0,3.0,2.0,0.938,452.0,180.8,2026.0,-597.0,7.0,3.0,0.902,675.3,202.6,7093.0,147.0,25.0,23.0,1.007,308.4,147.8,1710.0,97.0,8.0,2.0,1.019,855.0,171.0,3197.0,-368.0,12.0,7.0,0.962,456.7,168.3
マイジャグラーV,1038,29647,-495,113,81,0.994,366.0,152.8,7769.0,747.0,31.0,22.0,1.032,353.1,146.6,7479.0,-724.0,27.0,20.0,0.968,374.0,159.1,3707.0,197.0,15.0,8.0,1.018,463.4,161.2,2389.0,-721.0,8.0,5.0,0.899,477.8,183.8,691.0,15.0,3.0,2.0,1.007,345.5,138.2,6440.0,382.0,25.0,23.0,1.02,280.0,134.2,1172.0,-391.0,4.0,1.0,0.889,1172.0,234.4
マイジャグラーV,1039,18682,-607,69,48,0.989,389.2,159.7,299.0,-274.0,0.0,0.0,0.695,,,3961.0,-285.0,16.0,7.0,0.976,565.9,172.2,698.0,-509.0,1.0,1.0,0.757,698.0,349.0,2853.0,29.0,11.0,8.0,1.003,356.6,150.2,4667.0,738.0,20.0,15.0,1.053,311.1,133.3,469.0,-344.0,1.0,0.0,0.756,,469.0,5735.0,38.0,20.0,17.0,1.002,337.4,155.0
マイジャグラーV,1040,28799,-2668,91,95,0.969,303.1,154.8,4136.0,-197.0,12.0,18.0,0.984,229.8,137.9,2971.0,-1147.0,7.0,6.0,0.871,495.2,228.5,4051.0,626.0,13.0,19.0,1.052,213.2,126.6,6351.0,747.0,26.0,21.0,1.039,302.4,135.1,664.0,-356.0,2.0,1.0,0.821,664.0,221.3,5833.0,-1088.0,18.0,15.0,0.938,388.9,176.8,4793.0,-1253.0,13.0,15.0,0.913,319.5,171.2
マイジャグラーV,1041,30225,-4877,97,84,0.946,359.8,167.0,5839.0,-900.0,18.0,19.0,0.949,307.3,157.8,5779.0,-791.0,17.0,13.0,0.954,444.5,192.6,6717.0,-206.0,21.0,28.0,0.99,239.9,137.1,5391.0,594.0,25.0,14.0,1.037,385.1,138.2,1170.0,-691.0,3.0,1.0,0.803,1170.0,292.5,2706.0,-1359.0,8.0,3.0,0.833,902.0,246.0,2623.0,-1524.0,5.0,6.0,0.806,437.2,238.5
マイジャグラーV,1042,39099,3335,158,125,1.028,312.8,138.2,5658.0,-1053.0,18.0,14.0,0.938,404.1,176.8,7089.0,-62.0,24.0,29.0,0.997,244.4,133.8,5578.0,462.0,24.0,15.0,1.028,371.9,143.0,8762.0,2162.0,39.0,34.0,1.082,257.7,120.0,1969.0,-265.0,7.0,3.0,0.955,656.3,196.9,4455.0,485.0,20.0,9.0,1.036,495.0,153.6,5588.0,1606.0,26.0,21.0,1.096,266.1,118.9
マイジャグラーV,1043,28284,-265,101,94,0.997,300.9,145.0,357.0,-532.0,0.0,0.0,0.503,,,7856.0,-1629.0,23.0,21.0,0.931,374.1,178.5,2458.0,-668.0,7.0,7.0,0.909,351.1,175.6,597.0,-350.0,1.0,1.0,0.805,597.0,298.5,5186.0,432.0,19.0,25.0,1.028,207.4,117.9,5883.0,1782.0,26.0,22.0,1.101,267.4,122.6,5947.0,700.0,25.0,18.0,1.039,330.4,138.3
マイジャグラーV,1044,26810,-669,100,68,0.992,394.3,159.6,4396.0,-732.0,15.0,8.0,0.944,549.5,191.1,1599.0,-832.0,4.0,2.0,0.827,799.5,266.5,1152.0,-832.0,2.0,1.0,0.759,1152.0,384.0,6044.0,-256.0,21.0,16.0,0.986,377.8,163.4,6932.0,1371.0,28.0,26.0,1.066,266.6,128.4,6275.0,1244.0,30.0,15.0,1.066,418.3,139.4,412.0,-632.0,0.0,0.0,0.489,,
マイジャグラーV,1045,18706,-3496,57,52,0.938,359.7,171.6,1597.0,-521.0,5.0,2.0,0.891,798.5,228.1,4054.0,-1500.0,11.0,9.0,0.877,450.4,202.7,1227.0,-432.0,4.0,1.0,0.883,1227.0,245.4,1300.0,515.0,7.0,2.0,1.132,650.0,144.4,4288.0,-182.0,11.0,21.0,0.986,204.2,134.0,5150.0,-638.0,17.0,15.0,0.959,343.3,160.9,1090.0,-738.0,2.0,2.0,0.774,545.0,272.5
マイジャグラーV,1046,20967,-381,86,39,0.994,537.6,167.7,1796.0,-697.0,5.0,2.0,0.871,898.0,256.6,1929.0,-579.0,6.0,3.0,0.9,643.0,214.3,1081.0,-838.0,2.0,0.0,0.742,,540.5,1636.0,-732.0,4.0,3.0,0.851,545.3,233.7,668.0,-315.0,2.0,1.0,0.843,668.0,222.7,8971.0,3212.0,50.0,20.0,1.119,448.6,128.2,4886.0,-432.0,17.0,10.0,0.971,488.6,181.0
マイジャグラーV,1047,24102,613,79,96,1.008,251.1,137.7,2144.0,-379.0,7.0,5.0,0.941,428.8,178.7,6412.0,429.0,19.0,34.0,1.022,188.6,121.0,3608.0,-744.0,10.0,11.0,0.931,328.0,171.8,1743.0,-279.0,5.0,5.0,0.947,348.6,174.3,805.0,-538.0,1.0,2.0,0.777,402.5,268.3,7641.0,2709.0,33.0,34.0,1.118,224.7,114.0,1749.0,-585.0,4.0,5.0,0.889,349.8,194.3
マイジャグラーV,1048,33538,1767,126,110,1.018,304.9,142.1,2928.0,-250.0,11.0,7.0,0.972,418.3,162.7,3020.0,109.0,13.0,7.0,1.012,431.4,151.0,965.0,-415.0,2.0,2.0,0.857,482.5,241.2,8906.0,382.0,29.0,36.0,1.014,247.4,137.0,5678.0,38.0,21.0,16.0,1.002,354.9,153.5,6197.0,238.0,23.0,20.0,1.013,309.8,144.1,5844.0,1665.0,27.0,22.0,1.095,265.6,119.3
マイジャグラーV,1049,17804,-2871,59,40,0.946,445.1,179.8,5246.0,1288.0,24.0,14.0,1.082,374.7,138.1,2363.0,-150.0,10.0,3.0,0.979,787.7,181.8,1785.0,-1324.0,2.0,3.0,0.753,595.0,357.0,2146.0,-1147.0,4.0,6.0,0.822,357.7,214.6,1601.0,-379.0,5.0,2.0,0.921,800.5,228.7,1784.0,-585.0,5.0,3.0,0.891,594.7,223.0,2879.0,-574.0,9.0,9.0,0.934,319.9,159.9
マイジャグラーV,1050,33184,-1382,130,66,0.986,502.8,169.3,7631.0,-1124.0,28.0,15.0,0.951,508.7,177.5,8567.0,615.0,31.0,25.0,1.024,342.7,153.0,3597.0,368.0,16.0,3.0,1.034,1199.0,189.3,2385.0,-750.0,9.0,2.0,0.895,1192.5,216.8,6049.0,1571.0,33.0,12.0,1.087,504.1,134.4,2072.0,-1171.0,4.0,3.0,0.812,690.7,296.0,2883.0,-891.0,9.0,6.0,0.897,480.5,192.2
マイジャグラーV,1069,36750,2973,156,95,1.027,386.8,146.4,1760.0,147.0,9.0,2.0,1.028,880.0,160.0,6827.0,-603.0,27.0,13.0,0.971,525.2,170.7,7651.0,935.0,28.0,30.0,1.041,255.0,131.9,6542.0,1206.0,30.0,19.0,1.061,344.3,133.5,3515.0,1535.0,20.0,7.0,1.146,502.1,130.2,5895.0,-9.0,23.0,15.0,0.999,393.0,155.1,4560.0,-238.0,19.0,9.0,0.983,506.7,162.9
マイジャグラーV,1070,24728,2321,97,74,1.031,334.2,144.6,5393.0,406.0,20.0,15.0,1.025,359.5,154.1,6674.0,994.0,27.0,22.0,1.05,303.4,136.2,4187.0,850.0,15.0,19.0,1.068,220.4,123.1,1471.0,-291.0,6.0,2.0,0.934,735.5,183.9,1346.0,-56.0,6.0,0.0,0.986,,224.3,4284.0,874.0,19.0,14.0,1.068,306.0,129.8,1373.0,-456.0,4.0,2.0,0.889,686.5,228.8
マイジャグラーV,1071,18132,-1323,59,58,0.976,312.6,155.0,1252.0,-274.0,4.0,2.0,0.927,626.0,208.7,1718.0,-138.0,6.0,5.0,0.973,343.6,156.2,4216.0,662.0,19.0,11.0,1.052,383.3,140.5,1462.0,-538.0,3.0,3.0,0.877,487.3,243.7,5435.0,421.0,18.0,23.0,1.026,236.3,132.6,1172.0,-203.0,3.0,5.0,0.942,234.4,146.5,2877.0,-1253.0,6.0,9.0,0.855,319.7,191.8
マイジャグラーV,1072,31745,-815,111,101,0.991,314.3,149.7,3342.0,-1571.0,7.0,6.0,0.843,557.0,257.1,6540.0,-2815.0,10.0,29.0,0.857,225.5,167.7,1309.0,-403.0,4.0,1.0,0.897,1309.0,261.8,4859.0,-1606.0,13.0,10.0,0.89,485.9,211.3,943.0,-526.0,1.0,3.0,0.814,314.3,235.8,8884.0,5347.0,48.0,40.0,1.201,222.1,101.0,5868.0,759.0,28.0,12.0,1.043,489.0,146.7
マイジャグラーV,1073,23033,-1529,89,49,0.978,470.1,166.9,2368.0,515.0,13.0,2.0,1.072,1184.0,157.9,6682.0,171.0,28.0,14.0,1.009,477.3,159.1,1410.0,156.0,7.0,1.0,1.037,1410.0,176.2,5114.0,-994.0,17.0,16.0,0.935,319.6,155.0,1421.0,-250.0,4.0,3.0,0.941,473.7,203.0,2985.0,-1312.0,6.0,7.0,0.853,426.4,229.6,3053.0,185.0,14.0,6.0,1.02,508.8,152.6
マイジャグラーV,1074,33488,2329,131,98,1.023,341.7,146.2,7023.0,241.0,25.0,23.0,1.011,305.3,146.3,4277.0,-1100.0,12.0,10.0,0.914,427.7,194.4,7869.0,2656.0,38.0,28.0,1.113,281.0,119.2,3605.0,279.0,15.0,10.0,1.026,360.5,144.2,4704.0,-785.0,14.0,14.0,0.944,336.0,168.0,2213.0,-297.0,9.0,1.0,0.955,2213.0,221.3,3797.0,1335.0,18.0,12.0,1.117,316.4,126.6
マイジャグラーV,1075,20047,-1144,74,52,0.981,385.5,159.1,3724.0,924.0,17.0,14.0,1.083,266.0,120.1,1512.0,-303.0,4.0,4.0,0.933,378.0,189.0,1220.0,-91.0,4.0,4.0,0.975,305.0,152.5,2534.0,26.0,12.0,4.0,1.003,633.5,158.4,818.0,-432.0,2.0,2.0,0.824,409.0,204.5,5030.0,-1512.0,13.0,14.0,0.9,359.3,186.3,5209.0,244.0,22.0,10.0,1.016,520.9,162.8
マイジャグラーV,1076,32664,50,124,90,1.001,362.9,152.6,4673.0,994.0,22.0,10.0,1.071,467.3,146.0,6887.0,182.0,27.0,20.0,1.009,344.4,146.5,955.0,-403.0,3.0,0.0,0.859,,318.3,5498.0,-253.0,21.0,15.0,0.985,366.5,152.7,4714.0,-944.0,15.0,11.0,0.933,428.5,181.3,7732.0,1171.0,29.0,31.0,1.05,249.4,128.9,2205.0,-697.0,7.0,3.0,0.895,735.0,220.5
マイジャグラーV,1077,23511,-2771,82,57,0.961,412.5,169.1,3248.0,115.0,13.0,9.0,1.012,360.9,147.6,3433.0,-303.0,11.0,9.0,0.971,381.4,171.6,4758.0,135.0,21.0,10.0,1.009,475.8,153.5,1917.0,-726.0,5.0,4.0,0.874,479.2,213.0,1898.0,-103.0,6.0,7.0,0.982,271.1,146.0,4498.0,-2215.0,8.0,13.0,0.836,346.0,214.2,3759.0,326.0,18.0,5.0,1.029,751.8,163.4
マイジャグラーV,1078,38786,5048,164,116,1.043,334.4,138.5,6007.0,665.0,25.0,20.0,1.037,300.4,133.5,7298.0,-203.0,25.0,27.0,0.991,270.3,140.3,7831.0,1156.0,35.0,23.0,1.049,340.5,135.0,4598.0,1324.0,22.0,15.0,1.096,306.5,124.3,7575.0,712.0,30.0,21.0,1.031,360.7,148.5,2098.0,-574.0,6.0,3.0,0.909,699.3,233.1,3379.0,1968.0,21.0,7.0,1.194,482.7,120.7
マイジャグラーV,1079,25234,73,88,83,1.001,304.0,147.6,1967.0,-374.0,5.0,6.0,0.937,327.8,178.8,2107.0,-1547.0,2.0,3.0,0.755,702.3,421.4,4733.0,-747.0,15.0,13.0,0.947,364.1,169.0,5021.0,56.0,17.0,17.0,1.004,295.4,147.7,8535.0,3588.0,40.0,39.0,1.14,218.8,108.0,1935.0,-688.0,6.0,4.0,0.881,483.8,193.5,936.0,-215.0,3.0,1.0,0.923,936.0,234.0
マイジャグラーV,1080,29246,-2721,104,66,0.969,443.1,172.0,4462.0,876.0,20.0,13.0,1.065,343.2,135.2,6301.0,-762.0,20.0,18.0,0.96,350.1,165.8,2411.0,-303.0,9.0,2.0,0.958,1205.5,219.2,6173.0,-476.0,22.0,13.0,0.974,474.8,176.4,1253.0,-279.0,5.0,2.0,0.926,626.5,179.0,4030.0,-1065.0,11.0,10.0,0.912,403.0,191.9,4616.0,-712.0,17.0,8.0,0.949,577.0,184.6
マイジャグラーV,1081,33236,1595,130,93,1.016,357.4,149.0,3321.0,-750.0,9.0,10.0,0.925,332.1,174.8,5879.0,-462.0,18.0,22.0,0.974,267.2,147.0,7558.0,3721.0,43.0,22.0,1.164,343.5,116.3,5007.0,809.0,22.0,12.0,1.054,417.2,147.3,6328.0,-947.0,21.0,15.0,0.95,421.9,175.8,3885.0,-650.0,13.0,9.0,0.944,431.7,176.6,1258.0,-126.0,4.0,3.0,0.967,419.3,179.7
マイジャグラーV,1082,22641,-2973,72,60,0.956,377.4,171.5,977.0,-391.0,2.0,3.0,0.867,325.7,195.4,8576.0,771.0,33.0,29.0,1.03,295.7,138.3,705.0,-509.0,1.0,1.0,0.759,705.0,352.5,2102.0,-644.0,5.0,5.0,0.898,420.4,210.2,1044.0,-515.0,2.0,2.0,0.836,522.0,261.0,3729.0,-1076.0,11.0,6.0,0.904,621.5,219.4,5508.0,-609.0,18.0,14.0,0.963,393.4,172.1
マイジャグラーV,1083,31091,1712,121,89,1.018,349.3,148.1,6023.0,-438.0,22.0,14.0,0.976,430.2,167.3,8189.0,2906.0,39.0,31.0,1.118,264.2,117.0,3562.0,-579.0,11.0,9.0,0.946,395.8,178.1,1513.0,-350.0,5.0,4.0,0.923,378.2,168.1,3739.0,829.0,18.0,8.0,1.074,467.4,143.8,3768.0,-806.0,10.0,11.0,0.929,342.5,179.4,4297.0,150.0,16.0,12.0,1.012,358.1,153.5
マイジャグラーV,1084,24976,-679,93,64,0.991,390.2,159.1,2822.0,-432.0,7.0,10.0,0.949,282.2,166.0,6672.0,-1359.0,19.0,21.0,0.932,317.7,166.8,5116.0,1371.0,24.0,15.0,1.089,341.1,131.2,4075.0,935.0,22.0,6.0,1.076,679.2,145.5,1876.0,-438.0,7.0,2.0,0.922,938.0,208.4,3545.0,-653.0,11.0,9.0,0.939,393.9,177.2,870.0,-103.0,3.0,1.0,0.961,870.0,217.5
マイジャグラーV,1085,37058,359,150,95,1.003,390.1,151.3,5116.0,-935.0,18.0,12.0,0.939,426.3,170.5,6976.0,656.0,33.0,14.0,1.031,498.3,148.4,6010.0,1053.0,29.0,16.0,1.058,375.6,133.6,4493.0,1406.0,24.0,11.0,1.104,408.5,128.4,6005.0,-609.0,20.0,17.0,0.966,353.2,162.3,5826.0,-1500.0,14.0,19.0,0.914,306.6,176.5,2632.0,288.0,12.0,6.0,1.036,438.7,146.2
