,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
c: アイムジャグラーEX-TP,874,5611,-762,0.955,701.4,193.5,1215.0,413.0,1.113,607.5,151.9,1845.0,-610.0,0.89,922.5,230.6,911.0,17.0,1.006,455.5,151.8,893.0,-76.0,0.972,446.5,178.6,747.0,-506.0,0.774,,373.5,,,,,,,,,,
c: アイムジャグラーEX-TP,875,8988,802,1.03,691.4,163.4,750.0,0.0,1.0,375.0,150.0,2532.0,291.0,1.038,506.4,148.9,3910.0,1837.0,1.157,782.0,134.8,612.0,-797.0,0.566,,,1184.0,-529.0,0.851,1184.0,296.0,,,,,,,,,,
c: アイムジャグラーEX-TP,876,10830,1669,1.051,361.0,138.8,1336.0,-529.0,0.868,267.2,167.0,1880.0,203.0,1.036,626.7,156.7,539.0,134.0,1.083,539.0,134.8,2667.0,1198.0,1.15,333.4,116.0,4408.0,663.0,1.05,339.1,142.2,,,,,,,,,,
c: アイムジャグラーEX-TP,877,6425,861,1.045,356.9,139.7,316.0,-413.0,0.564,,,3762.0,1570.0,1.139,250.8,114.0,1777.0,-64.0,0.988,592.3,161.5,144.0,-180.0,0.583,,,426.0,-52.0,0.959,,213.0,,,,,,,,,,
c: アイムジャグラーEX-TP,878,5174,-1285,0.917,398.0,184.8,1133.0,-610.0,0.821,283.2,188.8,1193.0,-52.0,0.985,1193.0,198.8,950.0,215.0,1.075,950.0,158.3,170.0,-169.0,0.669,,,1728.0,-669.0,0.871,246.9,172.8,,,,,,,,,,
c: アイムジャグラーEX-TP,879,7089,1454,1.068,373.1,139.0,344.0,-273.0,0.735,344.0,344.0,4671.0,2349.0,1.168,311.4,113.9,404.0,-227.0,0.813,,404.0,631.0,-110.0,0.942,315.5,157.8,1039.0,-285.0,0.909,1039.0,259.8,,,,,,,,,,
c: アイムジャグラーEX-TP,880,3775,-669,0.941,755.0,198.7,1040.0,-76.0,0.976,1040.0,208.0,655.0,-157.0,0.92,,218.3,583.0,-122.0,0.93,583.0,194.3,221.0,-227.0,0.658,,,1276.0,-87.0,0.977,425.3,159.5,,,,,,,,,,
c: アイムジャグラーEX-TP,881,5857,1354,1.077,418.4,142.9,588.0,-76.0,0.957,588.0,196.0,1756.0,-76.0,0.986,439.0,159.6,1041.0,820.0,1.263,1041.0,115.7,672.0,436.0,1.216,224.0,112.0,1800.0,250.0,1.046,360.0,150.0,,,,,,,,,,
c: アイムジャグラーEX-TP,882,10894,1767,1.054,473.7,149.2,1846.0,-308.0,0.944,307.7,153.8,3342.0,669.0,1.067,835.5,159.1,757.0,273.0,1.12,,189.2,1057.0,424.0,1.134,528.5,132.1,3892.0,709.0,1.061,353.8,139.0,,,,,,,,,,
d: マイジャグラーV,789,32637,-88,0.999,388.5,156.2,5191.0,1081.0,1.069,399.3,136.6,4852.0,-128.0,0.991,303.2,147.0,3726.0,52.0,1.005,414.0,149.0,4048.0,-308.0,0.975,337.3,161.9,7842.0,-547.0,0.977,412.7,166.9,3595.0,0.0,1.0,513.6,163.4,3383.0,-238.0,0.977,422.9,178.1
d: マイジャグラーV,790,16249,-3790,0.922,439.2,188.9,2985.0,-203.0,0.977,597.0,175.6,4745.0,-1593.0,0.888,316.3,182.5,2219.0,-587.0,0.912,369.8,184.9,2220.0,-238.0,0.964,555.0,185.0,1332.0,-541.0,0.865,1332.0,266.4,806.0,-355.0,0.853,,403.0,1942.0,-273.0,0.953,323.7,161.8
d: マイジャグラーV,791,32357,-994,0.99,414.8,161.8,6659.0,-663.0,0.967,665.9,190.3,7430.0,-267.0,0.988,323.0,151.6,5763.0,413.0,1.024,339.0,137.2,1238.0,87.0,1.023,619.0,154.8,4439.0,145.0,1.011,493.2,164.4,4753.0,-552.0,0.961,297.1,163.9,2075.0,-157.0,0.975,2075.0,207.5
d: マイジャグラーV,792,15724,-1238,0.974,341.8,157.2,7129.0,494.0,1.023,245.8,132.0,2304.0,-831.0,0.88,576.0,230.4,1121.0,110.0,1.033,,186.8,790.0,-436.0,0.816,790.0,263.3,1807.0,227.0,1.042,451.8,139.0,1112.0,41.0,1.012,185.3,123.6,1461.0,-843.0,0.808,730.5,292.2
d: マイジャグラーV,793,22078,-2400,0.964,441.6,162.3,8180.0,767.0,1.031,454.4,148.7,4015.0,-203.0,0.983,365.0,148.7,425.0,-506.0,0.603,,,1436.0,-180.0,0.958,718.0,205.1,2367.0,-517.0,0.927,473.4,182.1,3942.0,-1337.0,0.887,328.5,151.6,1713.0,-424.0,0.917,856.5,214.1
d: マイジャグラーV,794,29826,6808,1.076,298.3,129.7,7506.0,3326.0,1.148,220.8,108.8,3642.0,-506.0,0.954,404.7,173.4,2757.0,872.0,1.105,344.6,131.3,4929.0,1826.0,1.123,289.9,114.6,4472.0,802.0,1.06,372.7,139.8,1756.0,29.0,1.006,439.0,159.6,4764.0,459.0,1.032,297.8,144.4
d: マイジャグラーV,795,17616,-663,0.987,326.2,151.9,704.0,-483.0,0.771,704.0,352.0,8123.0,2535.0,1.104,246.2,119.5,1623.0,-285.0,0.941,811.5,202.9,1568.0,-808.0,0.828,392.0,224.0,2559.0,-355.0,0.954,365.6,159.9,1781.0,-738.0,0.862,356.2,197.9,1258.0,-529.0,0.86,629.0,209.7
d: マイジャグラーV,796,20635,-343,0.994,429.9,160.0,3458.0,552.0,1.053,384.2,138.3,6236.0,738.0,1.039,328.2,141.7,1881.0,-157.0,0.972,470.2,171.0,1814.0,-459.0,0.916,453.5,181.4,3498.0,-831.0,0.921,499.7,194.3,731.0,-262.0,0.881,,365.5,3017.0,76.0,1.008,603.4,158.8
d: マイジャグラーV,797,17538,2058,1.039,357.9,143.8,3703.0,1221.0,1.11,308.6,119.5,791.0,-192.0,0.919,,263.7,3079.0,29.0,1.003,279.9,146.6,1402.0,99.0,1.024,701.0,175.2,1102.0,-820.0,0.752,,551.0,3274.0,942.0,1.096,409.2,131.0,4187.0,779.0,1.062,261.7,130.8
d: マイジャグラーV,798,19309,151,1.003,327.3,147.4,1627.0,-471.0,0.904,1627.0,232.4,8178.0,1651.0,1.067,272.6,127.8,805.0,-145.0,0.94,268.3,161.0,2409.0,-424.0,0.941,267.7,150.6,3796.0,-529.0,0.954,345.1,165.0,1567.0,459.0,1.098,391.8,130.6,927.0,-390.0,0.86,927.0,231.8
d: マイジャグラーV,799,15893,-1179,0.975,353.2,155.8,2376.0,-1244.0,0.825,594.0,264.0,2137.0,-657.0,0.898,534.2,194.3,1778.0,-808.0,0.849,444.5,222.2,5231.0,1698.0,1.108,209.2,109.0,444.0,-610.0,0.542,,,2445.0,762.0,1.104,349.3,128.7,1482.0,-320.0,0.928,1482.0,211.7
d: マイジャグラーV,800,20297,-1499,0.975,383.0,159.8,2544.0,-174.0,0.977,424.0,159.0,5578.0,87.0,1.005,398.4,154.9,998.0,-238.0,0.921,,249.5,4924.0,1093.0,1.074,307.8,126.3,3739.0,-988.0,0.912,311.6,170.0,551.0,-448.0,0.729,,551.0,1963.0,-831.0,0.859,392.6,218.1
d: マイジャグラーV,801,15078,-2924,0.935,443.5,186.1,1289.0,-517.0,0.866,1289.0,257.8,4894.0,-285.0,0.981,326.3,152.9,2547.0,-366.0,0.952,363.9,159.2,841.0,-587.0,0.767,,841.0,1522.0,-1314.0,0.712,761.0,507.3,510.0,-308.0,0.799,,510.0,3475.0,453.0,1.043,386.1,151.1
d: マイジャグラーV,802,23428,1251,1.018,355.0,143.7,5388.0,680.0,1.042,384.9,138.2,1709.0,-1244.0,0.757,427.2,284.8,5269.0,1477.0,1.093,239.5,114.5,1216.0,-1058.0,0.71,608.0,405.3,2279.0,-959.0,0.86,455.8,207.2,3079.0,750.0,1.081,307.9,123.2,4488.0,1605.0,1.119,498.7,136.0
d: マイジャグラーV,803,21961,-3565,0.946,399.3,172.9,4239.0,267.0,1.021,235.5,132.5,5793.0,-1151.0,0.934,965.5,222.8,2365.0,-448.0,0.937,337.9,168.9,2183.0,-448.0,0.932,311.9,167.9,5522.0,-436.0,0.974,424.8,157.8,1031.0,-855.0,0.724,343.7,257.8,828.0,-494.0,0.801,828.0,276.0
d: マイジャグラーV,804,21117,-418,0.993,391.1,163.7,3603.0,-145.0,0.987,300.2,156.7,4993.0,1337.0,1.089,356.6,138.7,1561.0,1244.0,1.266,312.2,104.1,3389.0,-110.0,0.989,423.6,154.0,1530.0,-727.0,0.842,510.0,255.0,2103.0,-424.0,0.933,420.6,191.2,3938.0,-1593.0,0.865,562.6,246.1
d: マイジャグラーV,805,21717,384,1.006,482.6,162.1,3436.0,-64.0,0.994,859.0,190.9,7673.0,-169.0,0.993,365.4,156.6,1214.0,-331.0,0.909,1214.0,242.8,2205.0,-17.0,0.997,551.2,169.6,3178.0,849.0,1.089,454.0,132.4,446.0,-41.0,0.969,,223.0,3565.0,157.0,1.015,445.6,155.0
d: マイジャグラーV,806,18227,-1941,0.965,343.9,164.2,3936.0,-1430.0,0.879,328.0,187.4,5270.0,1779.0,1.113,329.4,128.5,1714.0,390.0,1.076,428.5,131.8,883.0,-320.0,0.879,,294.3,2061.0,-703.0,0.886,343.5,206.1,2871.0,-1058.0,0.877,239.2,168.9,1492.0,-599.0,0.866,497.3,248.7
d: マイジャグラーV,807,22736,3069,1.045,398.9,142.1,2348.0,541.0,1.077,293.5,123.6,4922.0,616.0,1.042,410.2,140.6,2616.0,779.0,1.099,373.7,130.8,2407.0,1360.0,1.188,481.4,114.6,4928.0,203.0,1.014,379.1,144.9,3551.0,-192.0,0.982,394.6,169.1,1964.0,-238.0,0.96,654.7,196.4
d: マイジャグラーV,808,25223,-1779,0.976,434.9,169.3,4745.0,52.0,1.004,316.3,139.6,4987.0,-1430.0,0.904,332.5,184.7,787.0,-436.0,0.815,,393.5,1319.0,-343.0,0.913,439.7,188.4,4932.0,1267.0,1.086,616.5,149.5,2381.0,-436.0,0.939,476.2,198.4,6072.0,-453.0,0.975,506.0,178.6
e: ファンキージャグラー2,819,11094,-1198,0.964,443.8,170.7,1730.0,76.0,1.015,432.5,157.3,1196.0,-727.0,0.797,598.0,299.0,568.0,-529.0,0.69,568.0,568.0,1022.0,262.0,1.085,511.0,146.0,2120.0,-797.0,0.875,424.0,212.0,93.0,-99.0,0.645,,,4365.0,616.0,1.047,396.8,136.4
e: ファンキージャグラー2,820,9773,879,1.03,424.9,148.1,3346.0,0.0,1.0,334.6,152.1,947.0,-494.0,0.826,947.0,236.8,172.0,-203.0,0.607,,,611.0,110.0,1.06,611.0,152.8,917.0,-238.0,0.913,,229.2,3134.0,2163.0,1.23,284.9,101.1,646.0,-459.0,0.763,,646.0
e: ファンキージャグラー2,821,7672,-2273,0.901,511.5,201.9,619.0,-308.0,0.834,,309.5,2172.0,-413.0,0.937,362.0,181.0,487.0,-308.0,0.789,,487.0,507.0,-215.0,0.859,507.0,253.5,2718.0,-262.0,0.968,453.0,159.9,657.0,18.0,1.009,328.5,164.2,512.0,-785.0,0.489,,
e: ファンキージャグラー2,822,12016,-597,0.983,429.1,162.4,928.0,99.0,1.036,928.0,154.7,3829.0,-424.0,0.963,273.5,147.3,420.0,-390.0,0.69,,,282.0,-145.0,0.829,,282.0,3963.0,483.0,1.041,566.1,152.4,257.0,-51.0,0.934,,257.0,2337.0,-169.0,0.976,389.5,166.9
e: ファンキージャグラー2,823,6391,-1436,0.925,581.0,206.2,1052.0,-924.0,0.707,1052.0,1052.0,2141.0,-250.0,0.961,356.8,164.7,310.0,-390.0,0.581,,,1036.0,506.0,1.163,345.3,115.1,1024.0,157.0,1.051,1024.0,170.7,521.0,-401.0,0.743,,521.0,307.0,-134.0,0.855,,307.0
e: ファンキージャグラー2,824,9761,1547,1.053,513.7,147.9,2225.0,1477.0,1.221,556.2,111.2,1514.0,-366.0,0.919,757.0,216.3,122.0,-157.0,0.571,,,1408.0,471.0,1.112,1408.0,156.4,629.0,-390.0,0.793,629.0,314.5,2419.0,320.0,1.044,268.8,134.4,1444.0,192.0,1.044,722.0,144.4
e: ファンキージャグラー2,825,19622,3634,1.062,327.0,131.7,201.0,-285.0,0.527,,,5978.0,2535.0,1.141,229.9,106.8,225.0,-110.0,0.837,,,2106.0,715.0,1.113,421.2,123.9,4917.0,-820.0,0.944,378.2,175.6,916.0,-99.0,0.964,,229.0,5279.0,1698.0,1.107,329.9,120.0
e: ファンキージャグラー2,826,8335,1040,1.042,595.4,148.8,837.0,0.0,1.0,837.0,167.4,646.0,-99.0,0.949,,215.3,724.0,-343.0,0.842,,362.0,1419.0,895.0,1.21,202.7,94.6,2480.0,715.0,1.096,826.7,145.9,1873.0,-366.0,0.935,624.3,170.3,356.0,238.0,1.223,,118.7
f: ウルトラミラクルジャグラー,860,21102,1652,1.026,329.7,140.7,1802.0,-680.0,0.874,300.3,180.2,5775.0,727.0,1.042,303.9,131.2,2842.0,-366.0,0.957,473.7,167.2,1810.0,-76.0,0.986,362.0,150.8,5889.0,640.0,1.036,392.6,151.0,2984.0,1407.0,1.157,229.5,106.6,,,,,
f: ウルトラミラクルジャグラー,861,11361,-3518,0.897,437.0,195.9,3974.0,-657.0,0.945,397.4,165.6,1259.0,-390.0,0.897,314.8,179.9,814.0,-227.0,0.907,407.0,162.8,644.0,-145.0,0.925,322.0,161.0,1761.0,-1384.0,0.738,880.5,440.2,2909.0,-715.0,0.918,484.8,207.8,,,,,
f: ウルトラミラクルジャグラー,862,6826,329,1.016,853.2,166.5,202.0,-64.0,0.894,,202.0,1518.0,-1151.0,0.747,379.5,303.6,86.0,-101.0,0.609,,,444.0,227.0,1.17,444.0,111.0,2651.0,587.0,1.074,883.7,147.3,1925.0,831.0,1.144,,148.1,,,,,
f: ウルトラミラクルジャグラー,863,19156,1907,1.033,330.3,137.8,1614.0,-529.0,0.891,230.6,146.7,3741.0,448.0,1.04,415.7,143.9,3536.0,401.0,1.038,392.9,141.4,1288.0,-1035.0,0.732,1288.0,429.3,6344.0,2907.0,1.153,275.8,113.3,2633.0,-285.0,0.964,292.6,146.3,,,,,
f: ウルトラミラクルジャグラー,864,10018,-1454,0.952,435.6,172.7,648.0,-76.0,0.961,,216.0,3956.0,-215.0,0.982,359.6,158.2,1730.0,-157.0,0.97,288.3,144.2,1128.0,180.0,1.053,564.0,161.1,913.0,-762.0,0.722,913.0,456.5,1643.0,-424.0,0.914,547.7,182.6,,,,,
f: ウルトラミラクルジャグラー,865,17356,1734,1.033,469.1,148.3,1750.0,610.0,1.116,350.0,116.7,5670.0,-1384.0,0.919,405.0,177.2,599.0,-169.0,0.906,599.0,199.7,216.0,-85.0,0.869,,216.0,6772.0,2349.0,1.116,564.3,138.2,2349.0,413.0,1.059,469.8,138.2,,,,,
g: ジャグラーガールズ,816,7690,-1052,0.954,404.7,170.9,217.0,-250.0,0.616,,,1697.0,459.0,1.09,424.2,130.5,478.0,-250.0,0.826,239.0,159.3,329.0,-273.0,0.723,329.0,329.0,1611.0,-727.0,0.85,537.0,268.5,2043.0,320.0,1.052,408.6,145.9,1315.0,-331.0,0.916,328.8,164.4
g: ジャグラーガールズ,817,8806,-1145,0.957,400.3,172.7,1330.0,366.0,1.092,332.5,120.9,1226.0,-273.0,0.926,306.5,175.1,459.0,-157.0,0.886,459.0,229.5,407.0,-273.0,0.776,,407.0,689.0,-785.0,0.62,,,1351.0,41.0,1.01,450.3,168.9,3344.0,-64.0,0.994,334.4,152.0
g: ジャグラーガールズ,818,9229,-1664,0.94,439.5,167.8,182.0,-273.0,0.5,,,2157.0,645.0,1.1,539.2,134.8,2002.0,17.0,1.003,400.4,143.0,879.0,459.0,1.174,219.8,97.7,2439.0,-1221.0,0.833,406.5,203.2,590.0,-576.0,0.675,295.0,295.0,980.0,-715.0,0.757,,490.0
h: ハッピージャグラーVIII,849,14117,-516,0.988,371.5,160.4,1739.0,576.0,1.11,347.8,124.2,2417.0,-517.0,0.929,1208.5,241.7,360.0,-157.0,0.855,,360.0,3831.0,616.0,1.054,212.8,119.7,2211.0,-703.0,0.894,442.2,221.1,1477.0,-331.0,0.925,738.5,211.0,2082.0,0.0,1.0,347.0,148.7
h: ハッピージャグラーVIII,850,10986,1401,1.043,523.1,152.6,1033.0,-262.0,0.915,516.5,206.6,1729.0,-203.0,0.961,432.2,172.9,775.0,-29.0,0.988,387.5,155.0,390.0,-192.0,0.836,390.0,195.0,2779.0,-285.0,0.966,694.8,185.3,3011.0,1430.0,1.158,501.8,125.5,1269.0,942.0,1.247,634.5,115.4
h: ハッピージャグラーVIII,851,7384,278,1.013,615.3,167.8,1444.0,378.0,1.087,288.8,120.3,733.0,-297.0,0.865,733.0,244.3,879.0,308.0,1.117,879.0,146.5,909.0,250.0,1.092,909.0,151.5,1091.0,0.0,1.0,,218.2,1639.0,-76.0,0.985,546.3,182.1,689.0,-285.0,0.862,689.0,229.7
h: ハッピージャグラーVIII,852,9646,-1296,0.955,602.9,182.0,225.0,-46.0,0.932,,225.0,2881.0,1221.0,1.141,720.2,131.0,1343.0,-145.0,0.964,1343.0,223.8,2086.0,-797.0,0.873,347.7,189.6,393.0,-157.0,0.867,393.0,196.5,1614.0,-855.0,0.823,807.0,269.0,1104.0,-517.0,0.844,552.0,220.8
h: ハッピージャグラーVIII,853,14192,-564,0.987,295.7,146.3,3593.0,448.0,1.042,239.5,123.9,881.0,-506.0,0.809,440.5,293.7,1150.0,308.0,1.089,575.0,143.8,208.0,-238.0,0.619,,,1307.0,-436.0,0.889,,261.4,6219.0,331.0,1.018,239.2,129.6,834.0,-471.0,0.812,278.0,208.5
h: ハッピージャグラーVIII,854,6600,-1302,0.934,471.4,183.3,475.0,-343.0,0.759,,475.0,1200.0,-29.0,0.992,300.0,150.0,248.0,0.0,1.0,,248.0,1487.0,-215.0,0.952,297.4,148.7,1577.0,-134.0,0.972,525.7,175.2,900.0,-122.0,0.955,,225.0,713.0,-459.0,0.785,356.5,237.7
h: ハッピージャグラーVIII,855,13661,-2965,0.928,506.0,189.7,1588.0,331.0,1.069,317.6,132.3,4809.0,-1337.0,0.907,1202.2,229.0,660.0,-157.0,0.921,220.0,165.0,3655.0,-622.0,0.943,365.5,166.1,365.0,-483.0,0.559,,,1318.0,-610.0,0.846,329.5,188.3,1266.0,-87.0,0.977,1266.0,211.0
i: ゴーゴージャグラー3,809,6811,-854,0.958,619.2,184.1,303.0,-238.0,0.738,303.0,303.0,1154.0,-634.0,0.817,288.5,192.3,497.0,-203.0,0.864,497.0,248.5,1932.0,709.0,1.122,483.0,138.0,624.0,-552.0,0.705,,624.0,1146.0,198.0,1.058,,163.7,1155.0,-134.0,0.961,1155.0,192.5
i: ゴーゴージャグラー3,810,9481,-186,0.993,364.7,148.1,337.0,-192.0,0.81,,337.0,600.0,-180.0,0.9,300.0,200.0,1076.0,-215.0,0.933,1076.0,179.3,88.0,-122.0,0.538,,,2814.0,-355.0,0.958,351.8,148.1,1490.0,849.0,1.19,298.0,106.4,3076.0,29.0,1.003,307.6,146.5
i: ゴーゴージャグラー3,811,17359,2110,1.041,304.5,135.6,3330.0,715.0,1.072,222.0,123.3,4127.0,1081.0,1.087,317.5,125.1,2076.0,-192.0,0.969,259.5,138.4,358.0,-262.0,0.756,,358.0,4334.0,-645.0,0.95,309.6,160.5,771.0,76.0,1.033,385.5,128.5,2363.0,1337.0,1.189,472.6,124.4
i: ゴーゴージャグラー3,812,9204,-2236,0.919,354.0,180.5,1073.0,-87.0,0.973,357.7,178.8,683.0,-87.0,0.958,683.0,170.8,317.0,-366.0,0.615,317.0,317.0,200.0,-203.0,0.662,,,3183.0,-238.0,0.975,289.4,151.6,1440.0,-610.0,0.859,720.0,288.0,2308.0,-645.0,0.907,288.5,164.9
i: ゴーゴージャグラー3,813,16560,-233,0.995,360.0,147.9,656.0,-145.0,0.926,,218.7,6194.0,-41.0,0.998,258.1,131.8,1391.0,-29.0,0.993,278.2,139.1,458.0,-285.0,0.793,458.0,229.0,3642.0,453.0,1.041,455.2,145.7,1410.0,-343.0,0.919,282.0,156.7,2809.0,157.0,1.019,936.3,175.6
i: ゴーゴージャグラー3,814,6662,-1761,0.912,740.2,208.2,764.0,-157.0,0.932,764.0,191.0,419.0,-541.0,0.57,,,229.0,-238.0,0.654,229.0,229.0,1180.0,-331.0,0.906,1180.0,236.0,1894.0,459.0,1.081,947.0,157.8,697.0,-808.0,0.614,,697.0,1479.0,-145.0,0.967,369.8,164.3
i: ゴーゴージャグラー3,815,13004,-2266,0.942,433.5,183.2,1878.0,297.0,1.053,1878.0,208.7,922.0,-622.0,0.775,307.3,230.5,2143.0,1500.0,1.233,306.1,97.4,445.0,-459.0,0.656,222.5,222.5,3483.0,-2023.0,0.806,497.6,267.9,838.0,169.0,1.067,,209.5,3295.0,-1128.0,0.886,329.5,193.8
