,hall_name,date,model_name,unit_no,game,BB,RB,medals,BB_rate,RB_rate,Grape_rate,Total_rate,month,day,weekday,year,unit_last,area,5_more
10427,EXA FIRST,2025-02-20,マイジャグラーV,1093,1510,5,2,-356,302.0,755.0,5.74,215.7,2025-02,20,3,2025,3,m: マイジャグラーV,0.0
10428,EXA FIRST,2025-02-20,マイジャグラーV,1094,5197,20,17,362,259.8,305.7,5.78,140.5,2025-02,20,3,2025,4,m: マイジャグラーV,0.35000000000000003
10429,EXA FIRST,2025-02-20,マイジャグラーV,1095,1927,6,6,-303,321.2,321.2,5.93,160.6,2025-02,20,3,2025,5,m: マイジャグラーV,0.0
10430,EXA FIRST,2025-02-20,マイジャグラーV,1096,3369,15,5,356,224.6,673.8,5.53,168.4,2025-02,20,3,2025,6,m: マイジャグラーV,0.0
10431,EXA FIRST,2025-02-20,マイジャグラーV,1097,869,2,1,-297,434.5,869.0,5.18,289.7,2025-02,20,3,2025,7,m: マイジャグラーV,0.0
10432,EXA FIRST,2025-02-20,マイジャグラーV,1098,7848,23,33,-276,341.2,237.8,5.67,140.1,2025-02,20,3,2025,8,m: マイジャグラーV,0.72
10433,EXA FIRST,2025-02-20,マイジャグラーV,1099,5085,21,10,97,242.1,508.5,5.75,164.0,2025-02,20,3,2025,9,m: マイジャグラーV,0.03
10434,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1100,4019,13,14,-432,309.2,287.1,5.97,148.9,2025-02,20,3,2025,0,n: アイムジャグラーEX-TP,0.0
10435,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1101,566,1,1,-356,566.0,566.0,6.0,283.0,2025-02,20,3,2025,1,n: アイムジャグラーEX-TP,0.0
10436,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1102,3306,7,10,-1253,472.3,330.6,5.8,194.5,2025-02,20,3,2025,2,n: アイムジャグラーEX-TP,0.0
10437,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1103,1088,6,1,115,181.3,1088.0,6.39,155.4,2025-02,20,3,2025,3,n: アイムジャグラーEX-TP,0.0
10438,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1104,3462,15,7,-53,230.8,494.6,6.11,157.4,2025-02,20,3,2025,4,n: アイムジャグラーEX-TP,0.0
10439,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1105,3020,15,12,1241,201.3,251.7,5.72,111.9,2025-02,20,3,2025,5,n: アイムジャグラーEX-TP,0.0
10440,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1106,479,1,0,-344,479.0,0.0,5.99,479.0,2025-02,20,3,2025,6,n: アイムジャグラーEX-TP,0.0
10441,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1107,4117,16,12,-112,257.3,343.1,6.07,147.0,2025-02,20,3,2025,7,o: ミスタージャグラー,0.0
10442,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1108,311,1,0,-232,311.0,0.0,7.71,311.0,2025-02,20,3,2025,8,o: ミスタージャグラー,0.0
10443,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1109,2370,10,6,-21,237.0,395.0,6.18,148.1,2025-02,20,3,2025,9,o: ミスタージャグラー,0.0
10444,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1110,1182,4,2,-326,295.5,591.0,6.12,197.0,2025-02,20,3,2025,0,o: ミスタージャグラー,0.0
10445,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1111,2897,11,7,-397,263.4,413.9,6.26,160.9,2025-02,20,3,2025,1,o: ミスタージャグラー,0.0
10446,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1112,1826,6,6,-144,304.3,304.3,5.82,152.2,2025-02,20,3,2025,2,o: ミスタージャグラー,0.0
10447,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1113,4334,23,7,815,188.4,619.1,6.07,144.5,2025-02,20,3,2025,3,o: ミスタージャグラー,0.0
10448,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1115,4747,18,5,-618,263.7,949.4,0.0,206.4,2025-02,20,3,2025,5,p: ウルトラミラクルジャグラー,0.0
10449,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1116,964,2,2,-503,482.0,482.0,0.0,241.0,2025-02,20,3,2025,6,p: ウルトラミラクルジャグラー,0.0
10450,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1117,4830,19,21,853,254.2,230.0,0.0,120.8,2025-02,20,3,2025,7,p: ウルトラミラクルジャグラー,0.0
10451,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1118,1351,3,2,-585,450.3,675.5,0.0,270.2,2025-02,20,3,2025,8,p: ウルトラミラクルジャグラー,0.0
10452,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1119,1429,6,1,-221,238.2,1429.0,0.0,204.1,2025-02,20,3,2025,9,p: ウルトラミラクルジャグラー,0.0
10453,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1120,1319,4,2,-568,329.8,659.5,0.0,219.8,2025-02,20,3,2025,0,p: ウルトラミラクルジャグラー,0.0
10454,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1121,917,1,2,-532,917.0,458.5,0.0,305.7,2025-02,20,3,2025,1,p: ウルトラミラクルジャグラー,0.0
10455,EXA FIRST,2025-02-20,ウルトラミラクルジャグラー,1122,3194,17,5,724,187.9,638.8,0.0,145.2,2025-02,20,3,2025,2,p: ウルトラミラクルジャグラー,0.0
10456,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1123,5401,35,12,2868,154.3,450.1,6.05,114.9,2025-02,20,3,2025,3,q: アイムジャグラーEX-TP,0.16999999999999998
10457,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1124,745,6,1,521,124.2,745.0,6.67,106.4,2025-02,20,3,2025,4,q: アイムジャグラーEX-TP,0.0
10458,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1125,1043,4,3,-62,260.8,347.7,6.14,149.0,2025-02,20,3,2025,5,q: アイムジャグラーEX-TP,0.0
10459,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1126,4280,22,13,956,194.5,329.2,6.36,122.3,2025-02,20,3,2025,6,q: アイムジャグラーEX-TP,0.0
10460,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1127,2589,10,7,-315,258.9,369.9,6.4,152.3,2025-02,20,3,2025,7,q: アイムジャグラーEX-TP,0.0
10461,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1128,2669,7,9,-815,381.3,296.6,6.16,166.8,2025-02,20,3,2025,8,q: アイムジャグラーEX-TP,0.0
10462,EXA FIRST,2025-02-20,ゴーゴージャグラー3,1129,1941,3,7,-1053,647.0,277.3,6.17,194.1,2025-02,20,3,2025,9,q: アイムジャグラーEX-TP,0.0
10463,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1130,1681,12,4,1335,140.1,420.2,6.05,105.1,2025-02,20,3,2025,0,r: アイムジャグラーEX-TP,0.0
10464,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1131,795,0,2,-679,0.0,397.5,5.5,397.5,2025-02,20,3,2025,1,r: アイムジャグラーEX-TP,0.0
10465,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1132,1889,6,3,-562,314.8,629.7,6.15,209.9,2025-02,20,3,2025,2,r: アイムジャグラーEX-TP,0.0
10466,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1133,1838,9,1,97,204.2,1838.0,6.06,183.8,2025-02,20,3,2025,3,r: アイムジャグラーEX-TP,0.0
10467,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1134,1657,4,4,-874,414.2,414.2,6.75,207.1,2025-02,20,3,2025,4,r: アイムジャグラーEX-TP,0.0
10468,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1135,1316,4,2,-362,329.0,658.0,5.86,219.3,2025-02,20,3,2025,5,r: アイムジャグラーEX-TP,0.0
10469,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1136,1313,5,2,-126,262.6,656.5,5.92,187.6,2025-02,20,3,2025,6,r: アイムジャグラーEX-TP,0.0
10470,EXA FIRST,2025-02-20,ジャグラーガールズ,1137,491,1,0,-385,491.0,0.0,0.0,491.0,2025-02,20,3,2025,7,s: ハッピージャグラーVIII,0.0
10471,EXA FIRST,2025-02-20,ジャグラーガールズ,1138,5019,22,19,935,228.1,264.2,0.0,122.4,2025-02,20,3,2025,8,s: ハッピージャグラーVIII,0.0
10472,EXA FIRST,2025-02-20,ジャグラーガールズ,1139,5421,20,24,876,271.0,225.9,0.0,123.2,2025-02,20,3,2025,9,s: ハッピージャグラーVIII,0.0
10473,EXA FIRST,2025-02-20,ジャグラーガールズ,1140,583,2,2,-38,291.5,291.5,0.0,145.8,2025-02,20,3,2025,0,s: ハッピージャグラーVIII,0.0
10474,EXA FIRST,2025-02-20,ジャグラーガールズ,1141,756,2,1,-397,378.0,756.0,0.0,252.0,2025-02,20,3,2025,1,s: ハッピージャグラーVIII,0.0
10475,EXA FIRST,2025-02-20,ジャグラーガールズ,1142,1232,2,5,-550,616.0,246.4,0.0,176.0,2025-02,20,3,2025,2,s: ハッピージャグラーVIII,0.0
10476,EXA FIRST,2025-02-20,ジャグラーガールズ,1143,4268,19,11,312,224.6,388.0,0.0,142.3,2025-02,20,3,2025,3,s: ハッピージャグラーVIII,0.0
10477,EXA FIRST,2025-02-20,ジャグラーガールズ,1145,708,1,1,-562,708.0,708.0,0.0,354.0,2025-02,20,3,2025,5,t: ジャグラーガールズ,0.0
10478,EXA FIRST,2025-02-20,ジャグラーガールズ,1146,3708,15,17,832,247.2,218.1,0.0,115.9,2025-02,20,3,2025,6,t: ジャグラーガールズ,0.0
10479,EXA FIRST,2025-02-20,ジャグラーガールズ,1147,716,1,2,-456,716.0,358.0,0.0,238.7,2025-02,20,3,2025,7,t: ジャグラーガールズ,0.0
10480,EXA FIRST,2025-02-20,ジャグラーガールズ,1148,1240,2,5,-544,620.0,248.0,0.0,177.1,2025-02,20,3,2025,8,t: ジャグラーガールズ,0.0
10481,EXA FIRST,2025-02-20,ジャグラーガールズ,1149,5725,24,22,900,238.5,260.2,0.0,124.5,2025-02,20,3,2025,9,t: ジャグラーガールズ,0.0
10482,EXA FIRST,2025-02-20,ジャグラーガールズ,1150,1009,1,3,-656,1009.0,336.3,0.0,252.2,2025-02,20,3,2025,0,t: ジャグラーガールズ,0.0
10483,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1151,1181,6,1,44,196.8,1181.0,6.51,168.7,2025-02,20,3,2025,1,u: アイムジャグラーEX-TP,0.0
10484,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1152,3982,17,11,418,234.2,362.0,6.07,142.2,2025-02,20,3,2025,2,u: アイムジャグラーEX-TP,0.0
10485,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1153,1405,4,4,-291,351.2,351.2,5.9,175.6,2025-02,20,3,2025,3,u: アイムジャグラーEX-TP,0.0
10486,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1154,2898,12,6,362,241.5,483.0,5.57,161.0,2025-02,20,3,2025,4,u: アイムジャグラーEX-TP,0.0
10487,EXA FIRST,2025-02-20,アイムジャグラーEX-TP,1155,3303,16,13,1347,206.4,254.1,5.86,113.9,2025-02,20,3,2025,5,u: アイムジャグラーEX-TP,0.0
10488,EXA FIRST,2025-02-19,マイジャグラーV,1001,3561,11,12,-321,323.7,296.8,5.73,154.8,2025-02,19,2,2025,1,a: ゴーゴージャグラー3,0.0
10489,EXA FIRST,2025-02-19,マイジャグラーV,1002,6909,27,25,876,255.9,276.4,5.74,132.9,2025-02,19,2,2025,2,a: ゴーゴージャグラー3,0.5700000000000001
10490,EXA FIRST,2025-02-19,マイジャグラーV,1003,4475,19,12,382,235.5,372.9,5.88,144.4,2025-02,19,2,2025,3,a: ゴーゴージャグラー3,0.0
10491,EXA FIRST,2025-02-19,マイジャグラーV,1004,1500,6,2,-391,250.0,750.0,6.66,187.5,2025-02,19,2,2025,4,a: ゴーゴージャグラー3,0.0
10492,EXA FIRST,2025-02-19,マイジャグラーV,1005,4062,16,10,-132,253.9,406.2,5.98,156.2,2025-02,19,2,2025,5,a: ゴーゴージャグラー3,0.0
10493,EXA FIRST,2025-02-19,マイジャグラーV,1006,5207,18,10,-1065,289.3,520.7,6.01,186.0,2025-02,19,2,2025,6,a: ゴーゴージャグラー3,0.01
10494,EXA FIRST,2025-02-19,マイジャグラーV,1007,835,5,1,368,167.0,835.0,5.55,139.2,2025-02,19,2,2025,7,a: ゴーゴージャグラー3,0.0
10495,EXA FIRST,2025-02-19,マイジャグラーV,1008,6111,21,17,-229,291.0,359.5,5.63,160.8,2025-02,19,2,2025,8,a: ゴーゴージャグラー3,0.12
10496,EXA FIRST,2025-02-19,マイジャグラーV,1009,1048,3,1,-426,349.3,1048.0,5.86,262.0,2025-02,19,2,2025,9,a: ゴーゴージャグラー3,0.0
10497,EXA FIRST,2025-02-19,マイジャグラーV,1010,1815,6,4,-344,302.5,453.8,5.9,181.5,2025-02,19,2,2025,0,a: ゴーゴージャグラー3,0.0
10498,EXA FIRST,2025-02-19,マイジャグラーV,1011,6412,28,20,1421,229.0,320.6,5.61,133.6,2025-02,19,2,2025,1,b: ゴーゴージャグラー3,0.48
10499,EXA FIRST,2025-02-19,マイジャグラーV,1012,2346,11,4,362,213.3,586.5,5.65,156.4,2025-02,19,2,2025,2,b: ゴーゴージャグラー3,0.0
10500,EXA FIRST,2025-02-19,マイジャグラーV,1013,901,2,0,-538,450.5,0.0,5.64,450.5,2025-02,19,2,2025,3,b: ゴーゴージャグラー3,0.0
10501,EXA FIRST,2025-02-19,マイジャグラーV,1014,1553,5,4,-62,310.6,388.2,5.36,172.6,2025-02,19,2,2025,4,b: ゴーゴージャグラー3,0.0
10502,EXA FIRST,2025-02-19,マイジャグラーV,1015,1312,3,1,-721,437.3,1312.0,5.81,328.0,2025-02,19,2,2025,5,b: ゴーゴージャグラー3,0.0
10503,EXA FIRST,2025-02-19,マイジャグラーV,1016,4566,20,18,1382,228.3,253.7,5.61,120.2,2025-02,19,2,2025,6,b: ゴーゴージャグラー3,0.0
10504,EXA FIRST,2025-02-19,マイジャグラーV,1017,4485,6,20,-1947,747.5,224.2,5.85,172.5,2025-02,19,2,2025,7,b: ゴーゴージャグラー3,0.0
10505,EXA FIRST,2025-02-19,マイジャグラーV,1018,548,1,0,-368,548.0,0.0,5.56,548.0,2025-02,19,2,2025,8,b: ゴーゴージャグラー3,0.0
10506,EXA FIRST,2025-02-19,マイジャグラーV,1019,6715,31,15,1359,216.6,447.7,5.59,146.0,2025-02,19,2,2025,9,b: ゴーゴージャグラー3,0.09999999999999999
10507,EXA FIRST,2025-02-19,マイジャグラーV,1020,417,1,0,-303,417.0,0.0,6.42,417.0,2025-02,19,2,2025,0,b: ゴーゴージャグラー3,0.0
10508,EXA FIRST,2025-02-19,マイジャグラーV,1021,1207,2,3,-574,603.5,402.3,5.56,241.4,2025-02,19,2,2025,1,c: マイジャグラーV,0.0
10509,EXA FIRST,2025-02-19,マイジャグラーV,1022,1135,6,2,326,189.2,567.5,5.71,141.9,2025-02,19,2,2025,2,c: マイジャグラーV,0.0
10510,EXA FIRST,2025-02-19,マイジャグラーV,1023,6474,28,16,418,231.2,404.6,5.97,147.1,2025-02,19,2,2025,3,c: マイジャグラーV,0.06
10511,EXA FIRST,2025-02-19,マイジャグラーV,1024,2011,10,4,374,201.1,502.8,5.91,143.6,2025-02,19,2,2025,4,c: マイジャグラーV,0.0
10512,EXA FIRST,2025-02-19,マイジャグラーV,1025,5472,22,12,18,248.7,456.0,5.8,160.9,2025-02,19,2,2025,5,c: マイジャグラーV,0.03
10513,EXA FIRST,2025-02-19,マイジャグラーV,1026,2943,13,6,121,226.4,490.5,5.98,154.9,2025-02,19,2,2025,6,c: マイジャグラーV,0.0
10514,EXA FIRST,2025-02-19,マイジャグラーV,1027,1908,4,6,-903,477.0,318.0,6.29,190.8,2025-02,19,2,2025,7,d: マイジャグラーV,0.0
10515,EXA FIRST,2025-02-19,マイジャグラーV,1028,4358,20,11,782,217.9,396.2,5.76,140.6,2025-02,19,2,2025,8,d: マイジャグラーV,0.0
10516,EXA FIRST,2025-02-19,マイジャグラーV,1029,1443,4,5,-156,360.8,288.6,5.53,160.3,2025-02,19,2,2025,9,d: マイジャグラーV,0.0
10517,EXA FIRST,2025-02-19,マイジャグラーV,1030,2653,8,7,-415,331.6,379.0,5.64,176.9,2025-02,19,2,2025,0,d: マイジャグラーV,0.0
10518,EXA FIRST,2025-02-19,マイジャグラーV,1031,349,0,0,-426,0.0,0.0,6.03,0.0,2025-02,19,2,2025,1,d: マイジャグラーV,0.0
10519,EXA FIRST,2025-02-19,マイジャグラーV,1032,7820,42,17,2762,186.2,460.0,5.68,132.5,2025-02,19,2,2025,2,d: マイジャグラーV,0.15000000000000002
10520,EXA FIRST,2025-02-19,マイジャグラーV,1033,3580,14,10,15,255.7,358.0,5.93,149.2,2025-02,19,2,2025,3,e: マイジャグラーV,0.0
10521,EXA FIRST,2025-02-19,マイジャグラーV,1034,1044,2,2,-597,522.0,522.0,6.0,261.0,2025-02,19,2,2025,4,e: マイジャグラーV,0.0
10522,EXA FIRST,2025-02-19,マイジャグラーV,1035,2795,14,8,676,199.6,349.4,6.07,127.0,2025-02,19,2,2025,5,e: マイジャグラーV,0.0
10523,EXA FIRST,2025-02-19,マイジャグラーV,1036,6598,25,15,-226,263.9,439.9,5.76,165.0,2025-02,19,2,2025,6,e: マイジャグラーV,0.02
10524,EXA FIRST,2025-02-19,マイジャグラーV,1037,1011,4,1,-162,252.8,1011.0,5.94,202.2,2025-02,19,2,2025,7,e: マイジャグラーV,0.0
10525,EXA FIRST,2025-02-19,マイジャグラーV,1038,4962,22,10,621,225.5,496.2,5.64,155.1,2025-02,19,2,2025,8,e: マイジャグラーV,0.0
10526,EXA FIRST,2025-02-19,マイジャグラーV,1039,2437,8,6,-191,304.6,406.2,5.52,174.1,2025-02,19,2,2025,9,e: マイジャグラーV,0.0
10527,EXA FIRST,2025-02-19,マイジャグラーV,1040,5098,14,24,-479,364.1,212.4,5.94,134.2,2025-02,19,2,2025,0,e: マイジャグラーV,0.69
10528,EXA FIRST,2025-02-19,マイジャグラーV,1041,2866,9,8,-556,318.4,358.2,5.99,168.6,2025-02,19,2,2025,1,e: マイジャグラーV,0.0
10529,EXA FIRST,2025-02-19,マイジャグラーV,1042,4497,20,13,374,224.8,345.9,6.2,136.3,2025-02,19,2,2025,2,f: マイジャグラーV,0.0
10530,EXA FIRST,2025-02-19,マイジャグラーV,1043,802,1,2,-315,802.0,401.0,4.94,267.3,2025-02,19,2,2025,3,f: マイジャグラーV,0.0
10531,EXA FIRST,2025-02-19,マイジャグラーV,1044,2746,11,7,68,249.6,392.3,5.84,152.6,2025-02,19,2,2025,4,f: マイジャグラーV,0.0
10532,EXA FIRST,2025-02-19,マイジャグラーV,1045,3377,13,9,-50,259.8,375.2,5.9,153.5,2025-02,19,2,2025,5,f: マイジャグラーV,0.0
10533,EXA FIRST,2025-02-19,マイジャグラーV,1046,777,1,1,-391,777.0,777.0,4.96,388.5,2025-02,19,2,2025,6,f: マイジャグラーV,0.0
10534,EXA FIRST,2025-02-19,マイジャグラーV,1047,8713,26,30,-1253,335.1,290.4,5.88,155.6,2025-02,19,2,2025,7,f: マイジャグラーV,0.19
10535,EXA FIRST,2025-02-19,マイジャグラーV,1048,426,0,0,-509,0.0,0.0,5.92,0.0,2025-02,19,2,2025,8,f: マイジャグラーV,0.0
10536,EXA FIRST,2025-02-19,マイジャグラーV,1049,3762,12,9,-726,313.5,418.0,5.87,179.1,2025-02,19,2,2025,9,f: マイジャグラーV,0.0
10537,EXA FIRST,2025-02-19,マイジャグラーV,1050,1709,5,3,-644,341.8,569.7,6.14,213.6,2025-02,19,2,2025,0,f: マイジャグラーV,0.0
10538,EXA FIRST,2025-02-19,ファンキージャグラー2,1051,1187,2,3,-679,593.5,395.7,6.02,237.4,2025-02,19,2,2025,1,g: ファンキージャグラー2,0.0
10539,EXA FIRST,2025-02-19,ファンキージャグラー2,1052,512,0,3,-344,0.0,170.7,6.08,170.7,2025-02,19,2,2025,2,g: ファンキージャグラー2,0.0
10540,EXA FIRST,2025-02-19,ファンキージャグラー2,1053,4477,19,14,315,235.6,319.8,6.14,135.7,2025-02,19,2,2025,3,g: ファンキージャグラー2,0.0
10541,EXA FIRST,2025-02-19,ファンキージャグラー2,1054,545,1,1,-344,545.0,545.0,6.15,272.5,2025-02,19,2,2025,4,g: ファンキージャグラー2,0.0
10542,EXA FIRST,2025-02-19,ファンキージャグラー2,1055,1793,7,3,-226,256.1,597.7,6.03,179.3,2025-02,19,2,2025,5,g: ファンキージャグラー2,0.0
10543,EXA FIRST,2025-02-19,ファンキージャグラー2,1056,6302,30,9,618,210.1,700.2,5.84,161.6,2025-02,19,2,2025,6,h: ファンキージャグラー2,0.01
10544,EXA FIRST,2025-02-19,ファンキージャグラー2,1057,283,1,0,-97,283.0,0.0,5.89,283.0,2025-02,19,2,2025,7,h: ファンキージャグラー2,0.0
10545,EXA FIRST,2025-02-19,ファンキージャグラー2,1058,1173,3,3,-403,391.0,391.0,5.94,195.5,2025-02,19,2,2025,8,h: ファンキージャグラー2,0.0
10546,EXA FIRST,2025-02-19,ファンキージャグラー2,1059,1341,7,2,291,191.6,670.5,5.83,149.0,2025-02,19,2,2025,9,h: ファンキージャグラー2,0.0
10547,EXA FIRST,2025-02-19,ファンキージャグラー2,1060,3411,11,8,-544,310.1,426.4,5.75,179.5,2025-02,19,2,2025,0,h: ファンキージャグラー2,0.0
10548,EXA FIRST,2025-02-19,ミスタージャグラー,1061,4279,13,10,-1018,329.2,427.9,0.0,186.0,2025-02,19,2,2025,1,i: ファンキージャグラー2,0.0
10549,EXA FIRST,2025-02-19,ミスタージャグラー,1062,678,2,0,-315,339.0,0.0,0.0,339.0,2025-02,19,2,2025,2,i: ファンキージャグラー2,0.0
10550,EXA FIRST,2025-02-19,ミスタージャグラー,1063,959,4,1,-174,239.8,959.0,0.0,191.8,2025-02,19,2,2025,3,i: ファンキージャグラー2,0.0
10551,EXA FIRST,2025-02-19,ミスタージャグラー,1064,1398,4,1,-626,349.5,1398.0,0.0,279.6,2025-02,19,2,2025,4,i: ファンキージャグラー2,0.0
10552,EXA FIRST,2025-02-19,ミスタージャグラー,1065,4178,13,13,-668,321.4,321.4,0.0,160.7,2025-02,19,2,2025,5,j: ファンキージャグラー2,0.0
10553,EXA FIRST,2025-02-19,ミスタージャグラー,1066,1207,2,2,-826,603.5,603.5,0.0,301.8,2025-02,19,2,2025,6,j: ファンキージャグラー2,0.0
10554,EXA FIRST,2025-02-19,ミスタージャグラー,1067,5621,18,25,-76,312.3,224.8,0.0,130.7,2025-02,19,2,2025,7,j: ファンキージャグラー2,0.0
10555,EXA FIRST,2025-02-19,マイジャグラーV,1069,6841,31,18,971,220.7,380.1,5.91,139.6,2025-02,19,2,2025,9,k: マイジャグラーV,0.14
10556,EXA FIRST,2025-02-19,マイジャグラーV,1070,1623,5,3,-609,324.6,541.0,6.36,202.9,2025-02,19,2,2025,0,k: マイジャグラーV,0.0
10557,EXA FIRST,2025-02-19,マイジャグラーV,1071,2781,8,10,-303,347.6,278.1,5.69,154.5,2025-02,19,2,2025,1,k: マイジャグラーV,0.0
10558,EXA FIRST,2025-02-19,マイジャグラーV,1072,3524,14,7,56,251.7,503.4,5.62,167.8,2025-02,19,2,2025,2,k: マイジャグラーV,0.0
10559,EXA FIRST,2025-02-19,マイジャグラーV,1073,6802,36,21,2788,188.9,323.9,5.73,119.3,2025-02,19,2,2025,3,k: マイジャグラーV,0.62
10560,EXA FIRST,2025-02-19,マイジャグラーV,1074,189,0,0,-303,0.0,0.0,8.48,0.0,2025-02,19,2,2025,4,k: マイジャグラーV,0.0
10561,EXA FIRST,2025-02-19,マイジャグラーV,1075,4836,18,11,221,268.7,439.6,5.39,166.8,2025-02,19,2,2025,5,k: マイジャグラーV,0.0
10562,EXA FIRST,2025-02-19,マイジャグラーV,1076,1310,5,3,-121,262.0,436.7,6.05,163.8,2025-02,19,2,2025,6,k: マイジャグラーV,0.0
10563,EXA FIRST,2025-02-19,マイジャグラーV,1077,1156,3,2,-497,385.3,578.0,6.01,231.2,2025-02,19,2,2025,7,k: マイジャグラーV,0.0
10564,EXA FIRST,2025-02-19,マイジャグラーV,1078,1994,7,5,-268,284.9,398.8,6.0,166.2,2025-02,19,2,2025,8,k: マイジャグラーV,0.0
10565,EXA FIRST,2025-02-19,マイジャグラーV,1079,9344,44,34,3188,212.4,274.8,5.65,119.8,2025-02,19,2,2025,9,k: マイジャグラーV,0.85
10566,EXA FIRST,2025-02-19,マイジャグラーV,1080,1509,4,2,-444,377.2,754.5,5.36,251.5,2025-02,19,2,2025,0,k: マイジャグラーV,0.0
10567,EXA FIRST,2025-02-19,マイジャグラーV,1081,3164,13,5,-250,243.4,632.8,6.0,175.8,2025-02,19,2,2025,1,k: マイジャグラーV,0.0
10568,EXA FIRST,2025-02-19,マイジャグラーV,1082,2368,7,7,-485,338.3,338.3,5.91,169.1,2025-02,19,2,2025,2,k: マイジャグラーV,0.0
10569,EXA FIRST,2025-02-19,マイジャグラーV,1083,1349,2,2,-756,674.5,674.5,5.37,337.2,2025-02,19,2,2025,3,k: マイジャグラーV,0.0
10570,EXA FIRST,2025-02-19,マイジャグラーV,1084,3315,9,7,-732,368.3,473.6,5.42,207.2,2025-02,19,2,2025,4,k: マイジャグラーV,0.0
10571,EXA FIRST,2025-02-19,マイジャグラーV,1085,8607,29,28,229,296.8,307.4,5.49,151.0,2025-02,19,2,2025,5,l: マイジャグラーV,0.36
10572,EXA FIRST,2025-02-19,マイジャグラーV,1086,1506,7,1,-138,215.1,1506.0,6.25,188.2,2025-02,19,2,2025,6,l: マイジャグラーV,0.0
10573,EXA FIRST,2025-02-19,マイジャグラーV,1087,3776,13,8,-744,290.5,472.0,6.04,179.8,2025-02,19,2,2025,7,l: マイジャグラーV,0.0
10574,EXA FIRST,2025-02-19,マイジャグラーV,1088,1014,4,1,-203,253.5,1014.0,6.11,202.8,2025-02,19,2,2025,8,l: マイジャグラーV,0.0
10575,EXA FIRST,2025-02-19,マイジャグラーV,1089,3189,15,8,615,212.6,398.6,5.82,138.7,2025-02,19,2,2025,9,l: マイジャグラーV,0.0
10576,EXA FIRST,2025-02-19,マイジャグラーV,1090,2308,9,3,-50,256.4,769.3,5.45,192.3,2025-02,19,2,2025,0,l: マイジャグラーV,0.0
10577,EXA FIRST,2025-02-19,マイジャグラーV,1091,4462,12,15,-1124,371.8,297.5,6.01,165.3,2025-02,19,2,2025,1,l: マイジャグラーV,0.0
10578,EXA FIRST,2025-02-19,マイジャグラーV,1092,4425,17,11,-88,260.3,402.3,5.84,158.0,2025-02,19,2,2025,2,l: マイジャグラーV,0.0
10579,EXA FIRST,2025-02-19,マイジャグラーV,1093,7109,28,23,568,253.9,309.1,5.81,139.4,2025-02,19,2,2025,3,m: マイジャグラーV,0.33999999999999997
10580,EXA FIRST,2025-02-19,マイジャグラーV,1094,8359,42,19,1915,199.0,439.9,5.89,137.0,2025-02,19,2,2025,4,m: マイジャグラーV,0.07
10581,EXA FIRST,2025-02-19,マイジャグラーV,1095,2963,17,6,1206,174.3,493.8,5.76,128.8,2025-02,19,2,2025,5,m: マイジャグラーV,0.0
10582,EXA FIRST,2025-02-19,マイジャグラーV,1096,6095,24,20,465,254.0,304.8,5.85,138.5,2025-02,19,2,2025,6,m: マイジャグラーV,0.34
10583,EXA FIRST,2025-02-19,マイジャグラーV,1097,966,2,2,-409,483.0,483.0,5.59,241.5,2025-02,19,2,2025,7,m: マイジャグラーV,0.0
