,,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE,GAME,MEDALS,MEDAL_RATE,RB_RATE,TOTAL_RATE
アイムジャグラーEX-TP,389,21197,-3052,0.952,460.8,181.2,1870.0,741.0,1.132,467.5,133.6,5805.0,-2022.0,0.884,446.5,207.3,3794.0,-271.0,0.976,474.2,172.5,5358.0,-832.0,0.948,595.3,191.4,4370.0,-668.0,0.949,364.2,174.8
アイムジャグラーEX-TP,390,21569,-1187,0.982,385.2,158.6,3860.0,-1452.0,0.875,643.3,241.2,7308.0,-9.0,1.0,304.5,140.5,5784.0,390.0,1.022,385.6,148.3,1264.0,-146.0,0.961,421.3,180.6,3353.0,30.0,1.003,419.1,152.4
アイムジャグラーEX-TP,391,18194,2411,1.044,454.8,151.6,3199.0,-1313.0,0.863,639.8,266.6,4825.0,1441.0,1.1,536.1,141.9,2892.0,-1.0,1.0,964.0,192.8,5746.0,1232.0,1.071,319.2,130.6,1532.0,1052.0,1.229,306.4,102.1
アイムジャグラーEX-TP,392,14642,-1289,0.971,504.9,172.3,1584.0,-196.0,0.959,792.0,198.0,6930.0,1243.0,1.06,407.6,138.6,3078.0,-1081.0,0.883,615.6,219.9,2380.0,-723.0,0.899,595.0,216.4,670.0,-532.0,0.735,670.0,335.0
アイムジャグラーEX-TP,393,15757,-1495,0.968,450.2,165.9,2166.0,-686.0,0.894,433.2,196.9,4730.0,832.0,1.059,394.2,139.1,4056.0,-1383.0,0.886,579.4,202.8,3341.0,-181.0,0.982,417.6,159.1,1464.0,-77.0,0.982,488.0,162.7
アイムジャグラーEX-TP,394,25145,3920,1.052,264.7,128.3,3318.0,1787.0,1.18,144.3,89.7,6160.0,664.0,1.036,228.1,125.7,4326.0,-641.0,0.951,393.3,173.0,7328.0,1562.0,1.071,293.1,128.6,4013.0,548.0,1.046,445.9,143.3
アイムジャグラーEX-TP,395,15736,-430,0.991,476.8,167.4,2560.0,-91.0,0.988,365.7,150.6,4842.0,-419.0,0.971,484.2,172.9,2259.0,72.0,1.011,564.8,173.8,1842.0,-378.0,0.932,368.4,167.5,4233.0,386.0,1.03,604.7,169.3
アイムジャグラーEX-TP,396,17408,1164,1.022,512.0,159.7,5876.0,796.0,1.045,419.7,146.9,3672.0,610.0,1.055,408.0,141.2,3564.0,-1412.0,0.868,594.0,237.6,3864.0,1145.0,1.099,772.8,148.6,432.0,25.0,1.019,,216.0
アイムジャグラーEX-TP,397,17575,959,1.018,319.5,145.2,1342.0,-981.0,0.756,671.0,335.5,4718.0,-546.0,0.961,362.9,174.7,7689.0,2291.0,1.099,240.3,118.3,3135.0,541.0,1.058,447.9,142.5,691.0,-346.0,0.833,691.0,230.3
アイムジャグラーEX-TP,398,22821,2254,1.033,374.1,147.2,4233.0,651.0,1.051,282.2,132.3,4185.0,-884.0,0.93,1395.0,232.5,2772.0,488.0,1.059,462.0,154.0,5292.0,-268.0,0.983,330.8,155.6,6339.0,2267.0,1.119,301.9,119.6
ウルトラミラクルジャグラー,348,22140,-5265,0.921,381.7,175.7,7825.0,-1157.0,0.951,313.0,156.5,5088.0,-2457.0,0.839,462.5,221.2,1386.0,42.0,1.01,693.0,173.2,3454.0,-1029.0,0.901,575.7,203.2,4387.0,-664.0,0.95,313.4,156.7
ウルトラミラクルジャグラー,349,15500,-4366,0.906,442.9,193.8,3552.0,-845.0,0.921,394.7,169.1,3213.0,-1632.0,0.831,459.0,229.5,2748.0,-1336.0,0.838,458.0,229.0,4400.0,106.0,1.008,366.7,157.1,1587.0,-659.0,0.862,1587.0,317.4
ゴーゴージャグラー3,359,21786,-3205,0.951,330.1,153.4,3420.0,-304.0,0.97,488.6,155.5,6498.0,-1371.0,0.93,282.5,154.7,6912.0,-843.0,0.959,314.2,150.3,3945.0,-419.0,0.965,358.6,151.7,1011.0,-268.0,0.912,337.0,168.5
ゴーゴージャグラー3,360,18488,-2947,0.947,336.1,158.0,4212.0,-642.0,0.949,300.9,156.0,5000.0,94.0,1.006,384.6,151.5,504.0,-503.0,0.667,504.0,504.0,1860.0,-1087.0,0.805,310.0,186.0,6912.0,-809.0,0.961,329.1,150.3
ゴーゴージャグラー3,361,24331,2524,1.035,279.7,129.4,5236.0,2378.0,1.151,290.9,113.8,5301.0,-349.0,0.978,331.3,151.5,7366.0,1487.0,1.067,199.1,111.6,4465.0,-422.0,0.968,496.1,159.5,1963.0,-570.0,0.903,280.4,151.0
ゴーゴージャグラー3,362,17002,-3194,0.937,274.2,151.8,2315.0,-520.0,0.925,210.5,144.7,3960.0,-1603.0,0.865,304.6,180.0,2600.0,-277.0,0.964,260.0,144.4,3504.0,-1458.0,0.861,318.5,184.4,4623.0,664.0,1.048,271.9,124.9
ゴーゴージャグラー3,363,25549,255,1.003,359.8,143.5,2660.0,599.0,1.075,886.7,156.5,7056.0,1765.0,1.083,261.3,112.0,6432.0,-316.0,0.984,378.4,156.9,4352.0,-1435.0,0.89,1088.0,217.6,5049.0,-358.0,0.976,252.4,136.5
ゴーゴージャグラー3,364,21252,-5563,0.913,332.1,168.7,2910.0,-1603.0,0.816,415.7,242.5,4381.0,-1568.0,0.881,625.9,219.0,5334.0,-351.0,0.978,280.7,133.4,5700.0,-1499.0,0.912,211.1,146.2,2927.0,-542.0,0.938,731.8,195.1
ゴーゴージャグラー3,365,18155,-3100,0.943,349.1,159.3,822.0,-303.0,0.877,,274.0,6588.0,-193.0,0.99,329.4,140.2,4777.0,-884.0,0.938,398.1,164.7,4290.0,-1052.0,0.918,286.0,165.0,1678.0,-668.0,0.867,335.6,186.4
ゴーゴージャグラー3,366,18148,-962,0.982,394.5,150.0,570.0,-433.0,0.747,,285.0,6392.0,1545.0,1.081,355.1,122.9,2793.0,-996.0,0.881,349.1,186.2,1652.0,-1145.0,0.769,1652.0,330.4,6741.0,67.0,1.003,354.8,143.4
ゴーゴージャグラー3,367,16756,-4002,0.92,356.5,171.0,1430.0,-1070.0,0.751,357.5,238.3,5010.0,-958.0,0.936,278.3,151.8,4411.0,-2100.0,0.841,882.2,275.7,1928.0,-990.0,0.829,321.3,192.8,3977.0,1116.0,1.094,284.1,120.5
ゴーゴージャグラー3,368,23384,-1567,0.978,281.7,143.5,1698.0,-790.0,0.845,283.0,188.7,6939.0,254.0,1.012,301.7,138.8,4505.0,-277.0,0.98,346.5,150.2,5566.0,426.0,1.026,253.0,126.5,4676.0,-1180.0,0.916,246.1,155.9
ジャグラーガールズ,332,443,-503,0.622,443.0,443.0,,,,,,,,,,,,,,,,,,,,,443.0,-503.0,0.622,443.0,443.0
ジャグラーガールズ,333,17067,-2636,0.949,355.6,164.1,1689.0,-996.0,0.803,563.0,281.5,5652.0,-1255.0,0.926,376.8,171.3,4182.0,541.0,1.043,321.7,139.4,2840.0,-478.0,0.944,284.0,157.8,2704.0,-448.0,0.945,386.3,159.1
ジャグラーガールズ,334,24724,-342,0.995,363.6,155.5,5405.0,601.0,1.037,360.3,142.2,6375.0,-49.0,0.997,490.4,167.8,5109.0,-1017.0,0.934,283.8,164.8,7263.0,200.0,1.009,330.1,148.2,572.0,-77.0,0.955,,190.7
ジャグラーガールズ,335,17736,-195,0.996,377.4,150.3,1944.0,-199.0,0.966,972.0,194.4,1736.0,-693.0,0.867,,248.0,4085.0,1307.0,1.107,255.3,116.7,3510.0,-1007.0,0.904,351.0,175.5,6461.0,397.0,1.02,340.1,140.5
ジャグラーガールズ,336,11569,-198,0.994,373.2,152.2,1668.0,-865.0,0.827,556.0,238.3,3726.0,1017.0,1.091,372.6,133.1,4959.0,193.0,1.013,275.5,134.0,1216.0,-543.0,0.851,,304.0,,,,,
ハッピージャグラーVIII,399,17016,-4037,0.921,347.3,170.2,1540.0,-770.0,0.833,1540.0,256.7,2880.0,480.0,1.056,720.0,151.6,785.0,-570.0,0.758,785.0,392.5,4914.0,-1574.0,0.893,327.6,175.5,6897.0,-1603.0,0.923,246.3,153.3
ハッピージャグラーVIII,400,17209,2237,1.043,351.2,135.5,1876.0,-323.0,0.943,375.2,156.3,6780.0,849.0,1.042,339.0,135.6,2860.0,312.0,1.036,408.6,143.0,2678.0,654.0,1.081,334.8,127.5,3015.0,745.0,1.082,335.0,125.6
ハッピージャグラーVIII,401,22590,-1930,0.972,297.2,151.6,6153.0,-651.0,0.965,341.8,157.8,4693.0,419.0,1.03,335.2,142.2,4158.0,-988.0,0.921,297.0,166.3,7140.0,-448.0,0.979,238.0,140.0,446.0,-262.0,0.804,,446.0
ハッピージャグラーVIII,402,12289,-1636,0.956,341.4,157.6,888.0,-819.0,0.693,296.0,296.0,6118.0,-1046.0,0.943,322.0,161.0,1158.0,190.0,1.055,579.0,144.8,1017.0,-799.0,0.738,508.5,339.0,3108.0,838.0,1.09,310.8,119.5
ハッピージャグラーVIII,403,17717,-2866,0.946,322.1,162.5,3856.0,386.0,1.033,350.5,142.8,4496.0,-1725.0,0.872,236.6,166.5,3350.0,-675.0,0.933,372.2,176.3,3146.0,-210.0,0.978,393.2,165.6,2869.0,-642.0,0.925,358.6,168.8
ハッピージャグラーVIII,404,19639,-4800,0.919,409.1,181.8,4950.0,-1070.0,0.928,353.6,170.7,4485.0,-1145.0,0.915,640.7,203.9,2236.0,-1951.0,0.709,745.3,447.2,4624.0,-204.0,0.985,308.3,149.2,3344.0,-430.0,0.957,371.6,159.2
ファンキージャグラー2,336,2221,223,1.033,555.2,158.6,,,,,,,,,,,,,,,,,,,,,2221.0,223.0,1.033,555.2,158.6
ファンキージャグラー2,337,11873,-3510,0.901,456.7,197.9,1834.0,-286.0,0.948,611.3,183.4,3377.0,-838.0,0.917,482.4,187.6,2646.0,-393.0,0.95,529.2,189.0,2764.0,-1574.0,0.81,345.5,230.3,1252.0,-419.0,0.888,417.3,208.7
ファンキージャグラー2,338,17831,-3128,0.942,396.2,174.8,2259.0,-54.0,0.992,322.7,141.2,5850.0,-1835.0,0.895,450.0,208.9,2115.0,-764.0,0.88,302.1,176.2,5888.0,-36.0,0.998,392.5,154.9,1719.0,-439.0,0.915,573.0,214.9
ファンキージャグラー2,339,21444,385,1.006,397.1,153.2,3553.0,1186.0,1.111,444.1,131.6,3240.0,-196.0,0.98,462.9,170.5,5960.0,-1000.0,0.944,397.3,170.3,6480.0,1330.0,1.068,360.0,135.0,2211.0,-935.0,0.859,368.5,201.0
ファンキージャグラー2,340,15812,-2747,0.942,439.2,171.9,4592.0,-965.0,0.93,417.5,183.7,2684.0,-607.0,0.925,1342.0,206.5,2268.0,-91.0,0.987,378.0,151.2,3640.0,-558.0,0.949,455.0,173.3,2628.0,-526.0,0.933,292.0,146.0
ファンキージャグラー2,341,15550,-1770,0.962,647.9,187.3,3408.0,251.0,1.025,568.0,154.9,3660.0,-1348.0,0.877,732.0,244.0,2680.0,-59.0,0.993,670.0,191.4,2130.0,-1823.0,0.715,1065.0,426.0,3672.0,1209.0,1.11,524.6,136.0
ファンキージャグラー2,342,14389,-1226,0.972,575.6,175.5,3880.0,868.0,1.075,554.3,143.7,2356.0,-1754.0,0.752,1178.0,392.7,3705.0,530.0,1.048,926.2,161.1,1359.0,-729.0,0.821,679.5,271.8,3089.0,-141.0,0.985,308.9,147.1
ファンキージャグラー2,343,27552,3129,1.038,399.3,145.0,3860.0,-717.0,0.938,296.9,167.8,7958.0,3554.0,1.149,418.8,122.4,2772.0,123.0,1.015,924.0,163.1,4200.0,-1870.0,0.852,420.0,210.0,8762.0,2039.0,1.078,365.1,134.8
マイジャグラーV,350,25404,-4313,0.943,470.4,186.8,4158.0,-797.0,0.936,319.8,173.2,6684.0,-3588.0,0.821,668.4,303.8,3816.0,-930.0,0.919,477.0,190.8,6467.0,693.0,1.036,380.4,140.6,4279.0,309.0,1.024,713.2,178.3
マイジャグラーV,351,26131,-158,0.998,390.0,153.7,2563.0,-77.0,0.99,427.2,150.8,6600.0,-1383.0,0.93,550.0,194.1,5328.0,674.0,1.042,355.2,136.6,5094.0,132.0,1.009,318.4,149.8,6546.0,496.0,1.025,363.7,142.3
マイジャグラーV,352,18558,-3299,0.941,337.4,167.2,2706.0,-1290.0,0.841,451.0,225.5,5772.0,-2170.0,0.875,339.5,192.4,5336.0,1243.0,1.078,266.8,124.1,3195.0,-768.0,0.92,355.0,177.5,1549.0,-314.0,0.932,516.3,193.6
マイジャグラーV,353,21110,-2579,0.959,406.0,170.2,1228.0,-828.0,0.775,614.0,307.0,6240.0,-610.0,0.967,390.0,173.3,2590.0,59.0,1.008,323.8,143.9,4872.0,55.0,1.004,541.3,162.4,6180.0,-1255.0,0.932,363.5,171.7
マイジャグラーV,354,25511,-6,1.0,472.4,158.5,6302.0,-720.0,0.962,450.1,170.3,7308.0,-716.0,0.967,522.0,174.0,2220.0,-1133.0,0.83,2220.0,317.1,6300.0,1935.0,1.102,420.0,126.0,3381.0,628.0,1.062,338.1,135.2
マイジャグラーV,355,20510,-3842,0.938,539.7,193.5,1347.0,-1001.0,0.752,673.5,449.0,7644.0,-693.0,0.97,449.6,169.9,4318.0,-364.0,0.972,616.9,179.9,2430.0,-888.0,0.878,607.5,243.0,4771.0,-896.0,0.937,596.4,198.8
マイジャグラーV,356,25821,-1303,0.983,348.9,155.5,5940.0,378.0,1.021,258.3,138.1,5015.0,-919.0,0.939,417.9,172.9,4505.0,-494.0,0.963,450.5,166.9,6748.0,681.0,1.034,374.9,146.7,3613.0,-949.0,0.912,328.5,172.0
マイジャグラーV,357,23515,-3392,0.952,361.8,169.2,3360.0,-1864.0,0.815,672.0,280.0,5852.0,-1499.0,0.915,254.4,158.2,4026.0,-1267.0,0.895,447.3,201.3,8365.0,1622.0,1.065,321.7,137.1,1912.0,-384.0,0.933,956.0,212.4
マイジャグラーV,358,22306,2123,1.032,354.1,143.0,2695.0,-543.0,0.933,336.9,179.7,5980.0,413.0,1.023,351.8,139.1,6214.0,648.0,1.035,365.5,144.5,2860.0,-62.0,0.993,286.0,143.0,4557.0,1667.0,1.122,414.3,130.2
マイジャグラーV,369,19082,-1892,0.967,424.0,164.5,1820.0,-865.0,0.842,364.0,202.2,6528.0,1783.0,1.091,466.3,136.0,5040.0,-1591.0,0.895,387.7,186.7,2556.0,-1058.0,0.862,365.1,196.6,3138.0,-161.0,0.983,523.0,165.2
マイジャグラーV,370,20481,-1714,0.972,426.7,167.9,3564.0,-407.0,0.962,324.0,162.0,3537.0,-1464.0,0.862,505.3,221.1,3234.0,-332.0,0.966,808.5,179.7,5888.0,601.0,1.034,346.4,147.2,4258.0,-112.0,0.991,473.1,163.8
マイジャグラーV,371,16262,-2016,0.959,492.8,178.7,1332.0,-512.0,0.872,666.0,222.0,5910.0,-2135.0,0.88,537.3,227.3,4408.0,199.0,1.015,551.0,163.3,3978.0,642.0,1.054,361.6,137.2,634.0,-210.0,0.89,634.0,211.3
マイジャグラーV,372,20791,-1102,0.982,462.0,166.3,2794.0,-233.0,0.972,399.1,155.2,7280.0,245.0,1.011,383.2,154.9,2025.0,-152.0,0.975,1012.5,184.1,4065.0,-526.0,0.957,508.1,176.7,4627.0,-436.0,0.969,514.1,178.0
マイジャグラーV,373,20967,-5527,0.912,403.2,187.2,4185.0,-123.0,0.99,465.0,174.4,3904.0,-2022.0,0.827,488.0,244.0,1952.0,-1139.0,0.805,488.0,244.0,5040.0,-1017.0,0.933,360.0,168.0,5886.0,-1226.0,0.931,346.2,173.1
マイジャグラーV,374,26447,2849,1.036,440.8,152.9,4114.0,1470.0,1.119,514.2,137.1,5625.0,-1696.0,0.899,511.4,216.3,6290.0,2707.0,1.143,370.0,123.3,6776.0,810.0,1.04,376.4,147.3,3642.0,-442.0,0.96,607.0,182.1
マイジャグラーV,375,19635,-652,0.989,400.7,160.9,1794.0,-83.0,0.985,256.3,138.0,6075.0,194.0,1.011,552.3,168.8,5267.0,335.0,1.021,376.2,142.4,2548.0,-520.0,0.932,364.0,182.0,3951.0,-578.0,0.951,395.1,179.6
マイジャグラーV,376,26869,-621,0.992,471.4,160.9,4056.0,-390.0,0.968,312.0,156.0,7490.0,716.0,1.032,576.2,156.0,5808.0,-187.0,0.989,580.8,170.8,4528.0,-1290.0,0.905,566.0,188.7,4987.0,530.0,1.035,383.6,142.5
ミスタージャグラー,344,25067,1117,1.015,338.7,140.8,3680.0,865.0,1.078,460.0,131.4,7263.0,48.0,1.002,279.3,137.0,4046.0,-213.0,0.982,269.7,139.5,6233.0,-809.0,0.957,415.5,164.0,3845.0,1226.0,1.106,384.5,128.2
ミスタージャグラー,345,21773,-1497,0.977,362.9,156.6,4085.0,439.0,1.036,408.5,140.9,6160.0,-28.0,0.998,308.0,146.7,3333.0,-312.0,0.969,333.3,158.7,4494.0,-1070.0,0.921,408.5,179.8,3701.0,-526.0,0.953,411.2,168.2
ミスタージャグラー,346,15118,-4734,0.896,368.7,184.4,2488.0,-1354.0,0.819,414.7,248.8,6000.0,-1626.0,0.91,285.7,166.7,1329.0,-810.0,0.797,1329.0,332.2,3883.0,-1377.0,0.882,388.3,184.9,1418.0,433.0,1.102,472.7,128.9
ミスタージャグラー,347,20258,1076,1.018,349.3,145.7,3960.0,1017.0,1.086,396.0,132.0,4862.0,675.0,1.046,405.2,143.0,6188.0,2109.0,1.114,229.2,112.5,3789.0,-1684.0,0.852,631.5,252.6,1459.0,-1041.0,0.762,486.3,291.8
total,,1419189,-84968,0.98,379.4,158.4,233936.0,-8757.0,0.988,377.9,156.5,384145.0,-30731.0,0.973,392.8,162.0,283952.0,-8394.0,0.99,370.2,154.2,284251.0,-27717.0,0.967,374.5,161.8,232905.0,-9369.0,0.987,376.9,155.7
